Term,Definition,Grammatical Label,Topic,URL
fines migration,"The movement of fine clay, quartz particles or similar materials within the reservoir formation due to drag forces during production. Fines migration may result from an unconsolidated or inherently unstable formation, or from use of an incompatible treatment fluid that liberates fine particles. Unlike sand migration that is best stabilized, the material mobilized in fines migration should be produced to avoid near-wellbore damage. Fines migration causes particles suspended in the produced fluid to bridge the pore throats near the wellbore, reducing well productivity. Fines can include different materials such as clays (phyllosilicates smaller than 4 microns) and silts (silicates or aluminosilicates with sizes ranging from 4 to 64 microns). Kaolinite and illite are the most common migrating clays. Damage created by fines usually is located within a radius of 3 to 5 ft [1 to 2 m] of the wellbore, but can also occur in gravel-pack completions. In sandstone formations, hydrofluoric acid [HF] mixtures are used to dissolve fines. In carbonate formations, the goal is not to dissolve but rather to disperse fines in the wormholes, so hydrochloric [HCl] acid is used as the treatment fluid.",Noun,Well Completions,https://glossary.slb.com/en/terms/f/fines_migration
fixed choke,A device used to control the flow of fluids by directing flow through a restriction or hole of a fixed size. The fluid characteristics and the pressure differential across the choke determine the flow rate through a fixed choke.,Noun,Well Completions,https://glossary.slb.com/en/terms/f/fixed_choke
float shoe,"A rounded profile component attached to the downhole end of a casing string. An integral check valve in the float shoe prevents reverse flow, or U-tubing, of cement slurry from the annulus into the casing or flow of wellbore fluids into the casing string as it is run. The float shoe also guides the casing toward the center of the hole to minimize hitting rock ledges or washouts as the casing is run into the wellbore. The float shoe reduces hook weight. With controlled or partial fill-up as the string is run, the casing string can be floated into position, avoiding the need for the rig to carry the entire weight of the casing string. The outer portions of the float shoe are made of steel and generally match the casing size and threads, although not necessarily the casing grade. The inside (including the taper) is usually made of cement or thermoplastic, since this material must be drilled out if the well is to be deepened beyond the casing point.",Noun,Well Completions,https://glossary.slb.com/en/terms/f/float_shoe
flange,A connection profile used in pipe work and associated equipment to provide a means of assembling and disassembling components. Most oilfield flanges feature a bolt-hole pattern to allow the joint to be secured and a gasket profile to ensure a pressure-tight seal. The design and specification of a flange relates to the size and pressure capacity of the equipment to which it is fitted.,Noun,Well Completions,https://glossary.slb.com/en/terms/f/flange
flange up,The process of assembling flanged components such as pressure-control equipment.,Noun,Well Completions,https://glossary.slb.com/en/terms/f/flange_up
float collar,"A component installed near the bottom of the casing string on which cement plugs land during the primary cementing operation. It typically consists of a short length of casing fitted with a check valve. This device may be a flapper-valve type, a spring-loaded ball valve or other type. The check-valve assembly fixed within the float collar prevents flowback of the cement slurry when pumping is stopped. Without a float collar, the cement slurry placed in the annulus could U-tube, or reverse flow back into the casing. The greater density of cement slurries than the displacement mud inside the casing causes the U-tube effect.",Noun,Well Completions,https://glossary.slb.com/en/terms/f/float_collar
frac fluid,"An abbreviation for fracturing fluid, a fluid injected into a well as part of a stimulation operation. Fracturing fluids for shale reservoirs usually contain water, proppant, and a small amount of nonaqueous fluids designed to reduce friction pressure while pumping the fluid into the wellbore. These fluids typically include gels, friction reducers, crosslinkers, breakers and surfactants similar to household cosmetics and cleaning products; these additives are selected for their capability to improve the results of the stimulation operation and the productivity of the well.",Noun,Well Completions,https://glossary.slb.com/en/terms/f/frac_fluid
fracturing mandrel,A sleeve with a flanged top connection upon which a frac tree is installed. The sleeve is inserted into a wellhead to isolate its low-pressure connections from the higher fracturing pressures. The fracturing mandrel enables the use of low-pressure wellheads that could not normally withstand the higher pressures necessary for hydraulic fracturing.,Noun,Well Completions,https://glossary.slb.com/en/terms/f/fracturing_mandrel
frac head,A flow cross installed on top of a frac tree where treating iron is connected and treatment fluid enters the frac tree.,Noun,Well Completions,https://glossary.slb.com/en/terms/f/frac_head
froth flow,"A multiphase flow regime in near-vertical pipes in which large, irregular slugs of gas move up the center of the pipe, usually carrying droplets of oil or water with them. Most of the remaining oil or water flows up along the pipe walls. The flow is relatively chaotic, producing a frothy mixture. Unlike slug flow, neither phase is continuous. The gas slugs are relatively unstable, and take on large, elongated shapes. Also known as transition flow, this flow is an intermediate flow condition between slug flow and mist flow, and occurs at relatively high gas velocity. As the gas velocity increases, it changes into annular flow.",Noun,Well Completions,https://glossary.slb.com/en/terms/f/froth_flow
free water,"Water that is mobile, available to flow, and not bound to surfaces of grains or minerals in rock.",Noun,Geology,https://glossary.slb.com/en/terms/f/free_water
frac manifold,"A system of frac valves that directs treatment fluid from the missile to multiple frac trees. The frac manifold facilitates quick redirection of fracturing pressure from one well to another, enabling pump trucks to run nearly continuously to minimize downtime.",Noun,Well Completions,https://glossary.slb.com/en/terms/f/frac_manifold
fracture,"A crack or surface of breakage within rock not related to foliation or cleavage in metamorphic rock along which there has been no movement. A fracture along which there has been displacement is a fault. When walls of a fracture have moved only normal to each other, the fracture is called a joint. Fractures can enhance permeability of rocks greatly by connecting pores together, and for that reason, fractures are induced mechanically in some reservoirs in order to boost hydrocarbon flow. Fractures may also be referred to as natural fractures to distinguish them from fractures induced as part of a reservoir stimulation or drilling operation. In some shale reservoirs, natural fractures improve production by enhancing effective permeability. In other cases, natural fractures can complicate reservoir stimulation.",Noun,"Shale Gas, Geology",https://glossary.slb.com/en/terms/f/fracture
frac stack,"A Christmas tree installed specifically for the fracturing process. A frac stack typically consists of upper and lower master valves, flow cross, wing valves, goat head, and swab valve. Frac stacks generally have larger bores and higher pressure ratings than production trees to accommodate the high flow rates and pressures necessary for hydraulic fracturing.",Noun,Well Completions,https://glossary.slb.com/en/terms/f/frac_stack
frac iron,"The temporary surface piping, valves, and manifolds necessary to deliver a fluid treatment to the wellbore from the mixing and pumping equipment.",Noun,Well Completions,https://glossary.slb.com/en/terms/f/frac_iron
filtered brine,A completion or workover fluid that has been treated to remove debris and fine particles that may cause near-wellbore damage if allowed to enter the reservoir formation.,Noun,Well Completions,https://glossary.slb.com/en/terms/f/filtered_brine
fracturing sleeve,"Similar to a fracturing mandrel, a fracturing sleeve is temporarily inserted into a wellhead before the fracturing process begins to isolate low-pressure connections from the higher fracturing pressures. Fracturing sleeves differ from fracturing mandrels in that the fracturing sleeve is fully contained within the wellhead, and the frac tree is installed on the wellhead, not the sleeve.",Noun,Well Completions,https://glossary.slb.com/en/terms/f/fracturing_sleeve
fracturing manifold,"A system of frac valves that directs treatment fluid from the missile to multiple frac trees. The frac manifold facilitates quick redirection of fracturing pressure from one well to another, enabling pump trucks to run nearly continuously to minimize downtime.",Noun,Well Completions,https://glossary.slb.com/en/terms/f/fracturing_manifold
frac tree,"A Christmas tree installed specifically for the fracturing process. A frac tree typically consists of upper and lower master valves, flow cross, wing valves, goat head, and swab valve. Frac trees generally have larger bores and higher pressure ratings than production trees to accommodate the high flow rates and pressures necessary for hydraulic fracturing.",Noun,Well Completions,https://glossary.slb.com/en/terms/f/frac_tree
frac job,"Another term for hydraulic fracturing, a stimulation treatment routinely performed on oil and gas wells in low-permeability reservoirs. Specially engineered fluids are pumped at high pressure and rate into the reservoir interval to be treated, causing a vertical fracture to open. The wings of the fracture extend away from the wellbore in opposing directions according to the natural stresses within the formation. Proppant, such as grains of sand of a particular size, is mixed with the treatment fluid to keep the fracture open when the treatment is complete. Hydraulic fracturing creates high-conductivity communication with a large area of formation and bypasses any damage that may exist in the near-wellbore area.",Noun,Well Completions,https://glossary.slb.com/en/terms/f/frac_job
frac balls,"Another term for ball sealers, small spheres designed to seal perforations that are accepting the most fluid, thereby diverting reservoir treatments to other portions of the target zone. Ball sealers are incorporated into the treatment fluid and pumped with it. The effectiveness of this type of mechanical diversion to keep the balls in place is strongly dependent on the differential pressure across the perforation and the geometry of the perforation itself.",Noun,Well Completions,https://glossary.slb.com/en/terms/f/frac_balls
fracturing fluid,"A fluid injected into a well as part of a stimulation operation. Fracturing fluids for shale reservoirs usually contain water, proppant, and a small amount of nonaqueous fluids designed to reduce friction pressure while pumping the fluid into the wellbore. These fluids typically include gels, friction reducers, crosslinkers, breakers and surfactants similar to household cosmetics and cleaning products; these additives are selected for their capability to improve the results of the stimulation operation and the productivity of the well.",Noun,Well Completions,https://glossary.slb.com/en/terms/f/fracturing_fluid
fluid-loss additive,A group of mud additives specifically designed to lower the volume of filtrate that passes through a filter medium. Specific materials are available for all types of water- and oil-base mud systems and are evaluated in static filtration tests or in various dynamic filtration tests.,Noun,Drilling Fluids,https://glossary.slb.com/en/terms/f/fluid-loss_additive
formation pressure,"The pressure of fluids within the pores of a reservoir, usually hydrostatic pressure, or the pressure exerted by a column of water from the formation's depth to sea level. When impermeable rocks such as shales form as sediments are compacted, their pore fluids cannot always escape and must then support the total overlying rock column, leading to anomalously high formation pressures. Because reservoir pressure changes as fluids are produced from a reservoir, the pressure should be described as measured at a specific time, such as initial reservoir pressure.",Noun,Geology,https://glossary.slb.com/en/terms/f/formation_pressure
formation damage,"Alteration of the far-field or virgin characteristics of a producing formation, usually by exposure to drilling fluids. The water or solid particles in the drilling fluids, or both, tend to decrease the pore volume and effective permeability of the producible formation in the near-wellbore region. At least two mechanisms are at work. First, solid particles from the drilling fluid physically plug or bridge across flowpaths in the porous formation. Second, when water contacts certain clay minerals in the formation, the clay typically swells, increasing in volume and decreasing the pore volume. Third, chemical reactions between the drilling fluid and the formation rock and fluids can precipitate solids or semisolids that plug pore spaces. One approach to minimize formation damage is to use drill-in or completion fluids that are specially formulated to avoid damage to the formation when drilling pay zones, rather than ordinary drilling fluids.",Noun,Drilling,https://glossary.slb.com/en/terms/f/formation_damage
formation fluid,"Any fluid that occurs in the pores of a rock. Strata containing different fluids, such as various saturations of oil, gas and water, may be encountered in the process of drilling an oil or gas well. Fluids found in the target reservoir formation are referred to as reservoir fluids.",Noun,Well Completions,https://glossary.slb.com/en/terms/f/formation_fluid
fluid invasion,"A general term to describe the presence of a particular fluid in an undesirable area, such as the movement of drilling mud into a section of the reservoir formation.",Noun,Well Completions,https://glossary.slb.com/en/terms/f/fluid_invasion
flow check,"A test performed to ensure stable well conditions or the integrity of a plug, valve or flow-control device. In most cases, the flow check involves observing stable fluid levels or conditions for a prescribed period.",Noun,Well Completions,https://glossary.slb.com/en/terms/f/flow_check
flow cross,"Pressure-containing equipment consisting of four or more flanged or studded connections used to control and direct fluid flow. A flow cross is typically a component of Christmas trees, where it connects the master valve, wing valves, and swab valve.",Noun,Well Completions,https://glossary.slb.com/en/terms/f/flow_cross
flow coupling,"A relatively short, heavy-walled completion component installed in areas where turbulence is anticipated. The additional wall thickness prevents early failures due to erosion in the turbulent flow area. Flow couplings are typically installed above and below completion components, such as landing nipples, that may affect the flow.",Noun,Well Completions,https://glossary.slb.com/en/terms/f/flow_coupling
formation fracture pressure,Pressure above which injection of fluids will cause the rock formation to fracture hydraulically.,Noun,Well Completions,https://glossary.slb.com/en/terms/f/formation_fracture_pressure
flush joint,"A type of tubing connection in which the internal or external surfaces are the same diameter throughout the tubing joint. Internal flush joints are most common, offering no restriction to fluid flow. Externally flush joints are typically used in more specialized applications, such as washover pipe for fishing operations, to allow adequate outer diameter (OD) clearance.",Noun,Well Completions,https://glossary.slb.com/en/terms/f/flush_joint
gas well,A well that primarily produces natural gas.,Noun,Well Completions,https://glossary.slb.com/en/terms/g/gas_well
gate valve,A type of valve that incorporates a sliding gate to block fluid flow. The design of the valve operating and sealing systems typically requires that gate valves should be operated either fully open or fully closed.,Noun,Well Completions,https://glossary.slb.com/en/terms/g/gate_valve
gauge pressure,The measured pressure within a system in which the pressure gauge reads 0 psi at nominal atmospheric pressure.,Noun,Well Completions,https://glossary.slb.com/en/terms/g/gauge_pressure
gauge ring,"A precisely machined test device, typically fabricated from steel or similar durable material, having a specified internal or external diameter. The gauge ring is used to confirm the dimensional compatibility of tools and equipment that must pass through restrictions of a certain diameter.",Noun,Well Completions,https://glossary.slb.com/en/terms/g/gauge_ring
gas separator,"A device used to separate entrained gas from production liquids. Surface processing facilities generally use gas separators to render the liquids safe for further processing or disposal. Gas-separation equipment is also used in downhole applications, such as the protection of pumping equipment against gas lock by separating and redirecting free gas at the pump suction or inlet.",Noun,Well Completions,https://glossary.slb.com/en/terms/g/gas_separator
gas-lift mandrel,"A gas-lift system component that is assembled with the production tubing string to provide a means of locating gas-lift valves. The position or depth of the gas lift valves is crucial to the efficient operation of the entire system. Consequently, proper assembly of the gas lift mandrels within the completion tubulars is essential. A port in the gas-lift mandrel provides communication between the lift-gas supply in the tubing annulus and the production-tubing conduit.",Noun,Well Completions,https://glossary.slb.com/en/terms/g/gas-lift_mandrel
gas-oil contact,"A bounding surface in a reservoir above which predominantly gas occurs and below which predominantly oil occurs. Gas and oil are miscible, so the contact between gas and oil is transitional, forming a zone containing a mix of gas and oil.",Noun,Geology,https://glossary.slb.com/en/terms/g/gas-oil_contact
gas drive,"A primary recovery mechanism for oil wells containing dissolved and free gas, whereby the energy of the expanding gas is used to drive the oil from the reservoir formation into the wellbore.",Noun,Well Completions,https://glossary.slb.com/en/terms/g/gas_drive
gas lock,"A condition in pumping and processing equipment caused by the induction of free gas. The compressible gas interferes with the proper operation of valves and other pump components, preventing the intake of fluid.",Noun,Well Completions,https://glossary.slb.com/en/terms/g/gas_lock
gas lift,"An artificial-lift method in which gas is injected into the production tubing to reduce the hydrostatic pressure of the fluid column. The resulting reduction in bottomhole pressure allows the reservoir liquids to enter the wellbore at a higher flow rate. The injection gas is typically conveyed down the tubing-casing annulus and enters the production train through a series of gas-lift valves. The gas-lift valve position, operating pressures and gas injection rate are determined by specific well conditions.",Noun,Well Completions,https://glossary.slb.com/en/terms/g/gas_lift
gas coning,Change in the gas-oil contact profile as a result of drawdown pressures during production. Coning occurs in vertical or slightly deviated wells and is affected by the characteristics of the fluids involved and the ratio of horizontal to vertical permeability.,Noun,Well Completions,https://glossary.slb.com/en/terms/g/gas_coning
gas bearing,"Relating to a formation or interval containing gas, either dissolved in the formation fluid or as free gas. The term is occasionally used to describe wellbore fluids containing dissolved gas.",Adjective,Well Completions,https://glossary.slb.com/en/terms/g/gas_bearing
gas cap,"The gas that accumulates in the upper portions of a reservoir where the pressure, temperature and fluid characteristics are conducive to free gas. The energy provided by the expansion of the gas cap provides the primary drive mechanism for oil recovery in such circumstances.",Noun,Well Completions,https://glossary.slb.com/en/terms/g/gas_cap
gas-bearing,"Relating to a formation or interval containing gas, either dissolved in the formation fluid or as free gas. The term is occasionally used to describe wellbore fluids containing dissolved gas.",Adjective,Well Completions,https://glossary.slb.com/en/terms/g/gas-bearing
gas-lift valve,"A valve used in a gas-lift system to control the flow of lift gas into the production tubing conduit. The gas-lift valve is located in the gas-lift mandrel, which also provides communication with the lift gas supply in the tubing annulus. Operation of the gas lift valve is determined by preset opening and closing pressures in the tubing or annulus, depending on the specific application.",Noun,Well Completions,https://glossary.slb.com/en/terms/g/gas-lift_valve
gasdrive,"A primary recovery mechanism for oil wells containing dissolved and free gas, whereby the energy of the expanding gas is used to drive the oil from the reservoir formation into the wellbore.",Noun,Well Completions,https://glossary.slb.com/en/terms/g/gasdrive
goat head,A flow cross installed on top of a frac tree where treating iron is connected and treatment fluid enters the frac tree.,Noun,Well Completions,https://glossary.slb.com/en/terms/g/goat_head
GOC,"Abbreviation for gas-oil contact, a bounding surface in a reservoir above which predominantly gas occurs and below which predominantly oil occurs. Gas and oil are miscible, so the contact between gas and oil is transitional, forming a zone containing a mix of gas and oil.",Noun,Geology,https://glossary.slb.com/en/terms/g/goc
gravel pack,"A sand-control method used to prevent production of formation sand. In gravel pack operations, a steel screen is placed in the wellbore and the surrounding annulus packed with prepared gravel of a specific size designed to prevent the passage of formation sand. The primary objective is to stabilize the formation while causing minimal impairment to well productivity.",Noun,Well Completions,https://glossary.slb.com/en/terms/g/gravel_pack
gravel-pack screen,"A metal filter assembly used to support and retain the sand placed during gravel pack operations. A range of sizes and screen configurations is available to suit the characteristics of the wellbore, production fluid and the formation sand.",Noun,Well Completions,https://glossary.slb.com/en/terms/g/gravel-pack_screen
hookwall packer,"A type of packer than utilizes an assembly of friction blocks and slips to set and anchor the packer on the casing or liner wall. Hookwall packers generally are run on tubing or drillpipe and typically require some rotation of the packer assembly to activate or set the packer slips. Subsequent application of tension or compression, depending on packer design, will set the packer elements.",Noun,Well Completions,https://glossary.slb.com/en/terms/h/hookwall_packer
high-pressure manifold,"Flow control unit used in the pressurization of fluid employed in hydraulic fracturing. Fracturing fluid enters the missile at low pressure and is directed to the pump trucks for pressurization. High-pressure fluid returns to the missile and is directed to the well or, in the case of a multiwell pad, to a frac manifold.",Noun,Well Completions,https://glossary.slb.com/en/terms/h/high-pressure_manifold
holdup depth,"The point or depth at which a tool or drift of a specific size can no longer pass through the wellbore. A higher than expected holdup depth may result from scale, fill, distortion of the wellbore tubulars or formation movement in an openhole completion.",Noun,Well Completions,https://glossary.slb.com/en/terms/h/holdup_depth
horizontal tree,"A Christmas tree design for subsea applications, configured with the master valves and flow-control equipment on a horizontal axis to minimize the assembly height.",Noun,Well Completions,https://glossary.slb.com/en/terms/h/horizontal_tree
hydraulic fracturing,"A stimulation treatment routinely performed on oil and gas wells in low-permeability reservoirs. Specially engineered fluids are pumped at high pressure and rate into the reservoir interval to be treated, causing a vertical fracture to open. The wings of the fracture extend away from the wellbore in opposing directions according to the natural stresses within the formation. Proppant, such as grains of sand of a particular size, is mixed with the treatment fluid to keep the fracture open when the treatment is complete. Hydraulic fracturing creates high-conductivity communication with a large area of formation and bypasses any damage that may exist in the near-wellbore area.",Noun,Well Completions,https://glossary.slb.com/en/terms/h/hydraulic_fracturing
hydrogen sulfide,"[H2S] An extraordinarily poisonous gas with a molecular formula of H2S. At low concentrations, H2S has the odor of rotten eggs, but at higher, lethal concentrations, it is odorless. H2S is hazardous to workers and a few seconds of exposure at relatively low concentrations can be lethal, but exposure to lower concentrations can also be harmful. The effect of H2S depends on duration, frequency and intensity of exposure as well as the susceptibility of the individual. Hydrogen sulfide is a serious and potentially lethal hazard, so awareness, detection and monitoring of H2S is essential. Since hydrogen sulfide gas is present in some subsurface formations, drilling and other operational crews must be prepared to use detection equipment, personal protective equipment, proper training and contingency procedures in H2S-prone areas. Hydrogen sulfide is produced during the decomposition of organic matter and occurs with hydrocarbons in some areas. It enters drilling mud from subsurface formations and can also be generated by sulfate-reducing bacteria in stored muds. H2S can cause sulfide-stress-corrosion cracking of metals. Because it is corrosive, H2S production may require costly special production equipment such as stainless steel tubing. Sulfides can be precipitated harmlessly from water muds or oil muds by treatments with the proper sulfide scavenger. H2S is a weak acid, donating two hydrogen ions in neutralization reactions, forming HS- and S-2 ions. In water or water-base muds, the three sulfide species, H2S and HS- and S-2 ions, are in dynamic equilibrium with water and H+ and OH- ions. The percent distribution among the three sulfide species depends on pH. H2S is dominant at low pH, the HS- ion is dominant at mid-range pH and S2 ions dominate at high pH. In this equilibrium situation, sulfide ions revert to H2S if pH falls. Sulfides in water mud and oil mud can be quantitatively measured with the Garrett Gas Train according to procedures set by API.",Noun,Well Completions,https://glossary.slb.com/en/terms/h/hydrogen_sulfide
hot tapping,The process of drilling a hole through a pressure barrier using special equipment and procedures to ensure that the pressure and fluids are safely contained when access is made. Hot tapping is often used to enable access to the wellbore when wellhead valves jam closed.,Noun,Well Completions,https://glossary.slb.com/en/terms/h/hot_tapping
hot oiling,"Circulation of heated fluid, typically oil, to dissolve or dislodge paraffin deposits from the production tubing. Such deposits tend to occur where a large variation in temperature exists across the producing system.",Noun,Well Completions,https://glossary.slb.com/en/terms/h/hot_oiling
hydraulic-set,"A setting or operating method that uses hydraulic force applied through the tubing or running string to activate a downhole tool. In many cases a drop ball, which lands in a profiled seat, will be used to shift the setting or activation mechanism at predetermined pressures.",Noun,Well Completions,https://glossary.slb.com/en/terms/h/hydraulic-set
HUD,"The point or depth at which a tool or drift of a specific size can no longer pass through the wellbore. A higher than expected holdup depth may result from scale, fill, distortion of the wellbore tubulars or formation movement in an openhole completion.",Noun,Well Completions,https://glossary.slb.com/en/terms/h/hud
HF,"A poisonous liquid acid composed of hydrogen and fluorine. Hydrofluoric acid [HF] is used primarily because it is the only common, inexpensive mineral acid that can dissolve siliceous minerals. HF is typically mixed with hydrochloric acid [HCl] or organic acid to keep the pH low when it spends, thereby preventing detrimental precipitates. These mixtures, also called mud acids, are considered the main fluid in a sandstone acid treatment because they remove formation damage. Hydrofluoric acid should not be used in sandstone formations with high carbonate content because of the high risk of calcium fluoride precipitation [CaF2].",Noun,Well Completions,https://glossary.slb.com/en/terms/h/hf
hammer union,A connection common in the oil industry consisting of two joints coupled by a threaded nut. Protrusions on the nut are hit with a sledgehammer to tighten the connection and energize the seals. Hammer unions are commonly used on treating iron because of their ability to be quickly made up or broken down.,Noun,Well Completions,https://glossary.slb.com/en/terms/h/hammer_union
hydrofluoric-hydrochloric acid,"A mixture of hydrofluoric acid [HF] and hydrochloric acid [HCl] or organic acid used as the main fluid in a sandstone matrix treatment. Hydrochloric acid or organic acid is mixed with HF to keep the pH low when it spends, thereby preventing detrimental precipitates. The name mud acid was given to these mixtures because they were originally developed to treat damage from siliceous drilling muds.",Noun,Well Completions,https://glossary.slb.com/en/terms/h/hydrofluoric-hydrochloric_acid
hydraulic fracture monitoring,"A technique to track the propagation of a hydraulic fracture as it advances through a formation. Microseisms are detected, located, and displayed in time for scientists and engineers to approximate the location and propagation of the hydraulic fracture. Software provides modeling, survey design, microseismic detection and location, uncertainty analysis, data integration, and visualization for interpretation. Computer imagery is used to monitor the activity in 3D space relative to the location of the fracturing treatment. The monitored activities are animated to show progressive fracture growth and the subsurface response to pumping variations. When displayed in real time, the microseismic activity allows one to make changes to the stimulation design to ensure optimal reservoir contact. Also known as microseismic monitoring, this technique delivers information about the effectiveness of the stimulation of a reservoir that can be used to enhance reservoir development in shale gas completions.",Noun,Well Completions,https://glossary.slb.com/en/terms/h/hydraulic_fracture_monitoring
hydraulic set,"A setting or operating method that uses hydraulic force applied through the tubing or running string to activate a downhole tool. In many cases a drop ball, which lands in a profiled seat, will be used to shift the setting or activation mechanism at predetermined pressures.",Noun,Well Completions,https://glossary.slb.com/en/terms/h/hydraulic_set
hydraulic packer,A type of packer used predominantly in production applications. A hydraulic packer typically is set using hydraulic pressure applied through the tubing string rather than mechanical force applied by manipulating the tubing string.,Noun,Well Completions,https://glossary.slb.com/en/terms/h/hydraulic_packer
beam pump,An artificial lift pumping system using a surface power source to drive a downhole pump assembly. A beam and crank assembly creates reciprocating motion in a sucker-rod string that connects to the downhole pump assembly. The pump contains a plunger and valve assembly to convert the reciprocating motion to vertical fluid movement.,Noun,Well Completions,https://glossary.slb.com/en/terms/b/beam_pump
bean choke,"A fixed choke used to control the flow of fluids, usually mounted on or close to the Christmas tree. A bean choke contains a replaceable insert, or bean, made from hardened steel or similar durable material. The insert is manufactured with a precise-diameter hole that forms the choke through which all fluids must pass. Choke inserts are available in a complete range of sizes, generally identified by choke diameter stated in 64ths of an inch; for example, a ""32 bean"" is equivalent to a 1/2-in choke diameter.",Noun,Well Completions,https://glossary.slb.com/en/terms/b/bean_choke
back-pressure valve,"A type of check valve, typically installed in the tubing hanger, to isolate the production tubing. The backpressure valve is designed to hold pressure from below yet enable fluids to be pumped from above, as may be required for well-control purposes.",Noun,Well Completions,https://glossary.slb.com/en/terms/b/back-pressure_valve
backwash,"Another term for reverse circulation, the intentional pumping of wellbore fluids down the annulus and back up through the drillpipe. This is the opposite of the normal direction of fluid circulation in a wellbore. Since the inside volume of the drillpipe is considerably less than the volume of the annulus outside of the drillpipe, reverse circulation can bring bottomhole fluids to the surface faster than normal circulation for a given flow rate. Two potential hazards of reverse circulation include lifting cuttings and other junk into the drillstring and the rapid flow of reservoir fluids to the surface in a kick situation.",Noun,Drilling,https://glossary.slb.com/en/terms/b/backwash
blasting cap,"A small, electrically activated explosive charge that explodes a larger charge. Detonators, also called caps, seismic caps, or blasting caps, are used for seismic acquisition with an explosive source to achieve consistent timing of detonation.",Noun,Well Completions,https://glossary.slb.com/en/terms/b/blasting_cap
backup ring,A supporting ring used with an O-ring or similar seal to prevent extrusion of the seal material under high differential pressures or excess wear under dynamic sealing conditions.,Noun,Well Completions,https://glossary.slb.com/en/terms/b/back_up_ring
back wash,"Another term for reverse circulation, the intentional pumping of wellbore fluids down the annulus and back up through the drillpipe. This is the opposite of the normal direction of fluid circulation in a wellbore. Since the inside volume of the drillpipe is considerably less than the volume of the annulus outside of the drillpipe, reverse circulation can bring bottomhole fluids to the surface faster than normal circulation for a given flow rate. Two potential hazards of reverse circulation include lifting cuttings and other junk into the drillstring and the rapid flow of reservoir fluids to the surface in a kick situation.",Noun,Drilling,https://glossary.slb.com/en/terms/b/back_wash
balanced plug,"A plug of cement or similar material placed as a slurry in a specific location within the wellbore and which has set to provide a means of pressure isolation or mechanical platform. For correct placement, the volume of slurry and the displacement fluid must be carefully calculated and measured. The correct volume ensures that the column of fluid in the tubing string is balanced by the column of fluid in the annulus.",Noun,Well Completions,https://glossary.slb.com/en/terms/b/balanced_plug
ball-operated,"Describing a mechanism or system that is actuated by a ball that is dropped or pumped through the tubing string. Once located on a landing seat, the tool mechanism is generally actuated by hydraulic pressure.",Adjective,Well Completions,https://glossary.slb.com/en/terms/b/ball-operated
