Term,Definition,Grammatical Label,Topic,URL
elemental capture spectroscopy,"Referring to a log of the yields of different elements in the formation, as measured by capture gamma ray spectroscopy using a pulsed neutron generator. The log is a type of pulsed neutron spectroscopy log that uses only the capture spectrum. The capture spectrum is formed by many elements, but since the main purpose of the log is to determine lithology, the principal outputs are the relative yields of silicon, calcium, iron, sulfur, titanium and gadolinium. The yields give information only on the relative concentration of these elements. To get absolute elemental concentrations, it is necessary to calibrate to cores, or, more often, use a model such as the oxide-closure model. The depth of investigation of the measurement is several inches into the formation. It can be run in open or cased hole. The absolute elemental concentrations are insensitive to fluids in the borehole and formation.",Adjective,Formation Evaluation,https://glossary.slb.com/en/terms/e/elemental_capture_spectroscopy
elastic neutron scattering,"A neutron interaction in which the kinetic energy lost by a neutron in a nuclear collision is transferred to the nucleus. The energy of a neutron is reduced more efficiently in collisions with nuclei of similar mass to the neutron, like hydrogen and other elements of low atomic mass. Elastic neutron scattering is one of the main principles behind the neutron porosity log, as well as the pulsed neutron capture log, which is mainly used to determine water saturation behind casing.",Noun,Formation Evaluation,https://glossary.slb.com/en/terms/e/elastic_neutron_scattering
fishing bell,"Also known as the head, the device that connects the end of the logging cable or the bridle to the top of the logging tool. It contains the weak point, so that when the weak point is broken and the cable removed, the uppermost assembly left in the hole is the head. The top of the head is specially designed to ease fishing of the logging tool.",Noun,Formation Evaluation,https://glossary.slb.com/en/terms/f/fishing_bell
fish,"Anything left in a wellbore. It does not matter whether the fish consists of junk metal, a hand tool, a length of drillpipe or drill collars, or an expensive MWD and directional drilling package. Once the component is lost, it is properly referred to as simply ""the fish."" Typically, anything put into the hole is accurately measured and sketched, so that appropriate fishing tools can be selected if the item must be fished out of the hole.",Noun,Drilling,https://glossary.slb.com/en/terms/f/fish
first reading,"The depth of the first reliable reading of a curve on a log. For the typical bottom-to-top survey, the curve readings before the tool is picked up from the bottom of the hole are not reliable--they are straight lines that do not represent the formation at the depth indicated. With several logging tools in a tool string, the first reading of each curve will be at a different depth, depending on the measure point of each tool.",Noun,Formation Evaluation,https://glossary.slb.com/en/terms/f/first_reading
fast formation,"A formation where the velocity of the compressional wave traveling through the borehole fluid is less than the velocity of the shear wave through the surrounding formation. In such conditions a shear head wave is generated, so that standard techniques based on monopole transducers can be used to measure formation shear velocity. In hard formations, several normal modes are excited in addition to the Stoneley and leaky modes.",Noun,Formation Evaluation,https://glossary.slb.com/en/terms/f/fast_formation
flexural mode,"A type of acoustic propagation along the borehole that is visualized as a shaking of the borehole across its diameter. The flexural mode is excited by a dipole source, and measured by dipole receivers oriented in the same direction. Its speed is chiefly a function of the formation shear velocity, the borehole size and fluid velocity, and the frequency. It is used to estimate formation shear velocity, and is the only technique available in slow formations where shear velocity is less than borehole-fluid velocity. In this situation, shear head waves are not generated by a monopole source, so that standard monopole techniques cannot be used. The flexural wave is sensitive to properties of the altered zone, as well as to formation anisotropy, whether intrinsic or stress-induced.",Noun,Formation Evaluation,https://glossary.slb.com/en/terms/f/flexural_mode
filtrate slump,"The downward vertical movement of filtrate with time after invasion. In hydrocarbon zones, the filtrate is heavier than the formation fluid. Therefore, in a vertical well, gravity causes the filtrate to sink to the bottom of a permeable zone, while the hydrocarbons move back to the borehole at the top. In a horizontal well, the mud filtrate will sink below the well, leaving hydrocarbons above it. The amount of movement depends, among other factors, on the time since invasion, the fluid mobilities and the difference in fluid densities. In water zones, the direction of movement depends on the relative densities of filtrate and formation water. In the more usual case of fresh filtrate and salty formation water, the filtrate will move upwards.",Noun,Formation Evaluation,https://glossary.slb.com/en/terms/f/filtrate_slump
free water,"Water that is mobile, available to flow, and not bound to surfaces of grains or minerals in rock.",Noun,Geology,https://glossary.slb.com/en/terms/f/free_water
fast diffusion,"The rapid rate of diffusion of molecules in pore fluids during a nuclear magnetic resonance (NMR) measurement. In fast diffusion, the hydrogen within a certain volume diffuses fast enough that only one T2 peak is observed for the whole volume. This is the case in a single pore, because the surface relaxation is not strong enough for observation of separate T2 peaks, for example, for water near the surface of a grain and water in the middle of the pore. Fast diffusion is also considered to occur between most clay- and capillary-bound water, between normal pores and micropores within some carbonates, and in some other systems.",Noun,Formation Evaluation,https://glossary.slb.com/en/terms/f/fast_diffusion
Fourier transform infrared spectroscopy,"A technique for quantitative mineralogical analysis of a sample of rock by measuring the effect of midrange infrared radiation transmitted through the sample. This radiation excites vibrations in the chemical bonds within the mineral molecules at particular frequencies characteristic of each bond. The transmitted radiation is compared with the spectral standards for a wide variety of minerals to determine the abundance of each mineral in the sample. Typically, a core plug is ground finely and a small (approximately 1 g) representative sample selected and dispersed in a potassium bromide matrix for the measurement.",Noun,Formation Evaluation,https://glossary.slb.com/en/terms/f/fourier_transform_infrared_spectroscopy
fast-neutron reaction,"A neutron interaction in which the neutron is absorbed by the target nuclei, which then emit nuclear particles such as alpha or beta particles, gamma rays, protons or additional neutrons. Fast neutron reactions have a small probability of occurrence relative to the other principal interactions, except at high neutron energy.",Noun,Formation Evaluation,https://glossary.slb.com/en/terms/f/fast-neutron_reaction
far water,"Water that is far from the clay surface, as distinct from clay-bound water (or ""near"" water). The term is used in the dual-water model. It includes the capillary-bound water and the free water.",Noun,Formation Evaluation,https://glossary.slb.com/en/terms/f/far_water
fast-formation arrival,"An early signal in a cement-bond log. In some formations, particularly carbonates of low porosity, it is possible that the first acoustic signal to arrive at the receiver passes through the formation rather than through the casing, and hence its amplitude is unrelated to the cement bond. This manifests itself by a shortening of the transmitter-to-receiver traveltime and by anomalous patterns on the variable-density log. In such cases, it may be assumed that the cement bond is good, as the signal would be unlikely to be transmitted through the formation with sufficient amplitude to be detected if cement bond were poor.",Noun,Formation Evaluation,https://glossary.slb.com/en/terms/f/fast-formation_arrival
FTIR,A method for obtaining quantitative mineralogical analysis of a rock sample by measuring the effect of midrange infrared radiation transmitted through the sample.,Noun,Formation Evaluation,https://glossary.slb.com/en/terms/f/ftir
full waveform,"A log or a recording in which the complete signal received at an acoustic transducer is recorded. With full-waveform recording, it is possible to determine the slowness not only of the first arrival but also of later arrivals. In borehole sonic logging, these may be the shear, flexural and Stoneley waves. The waveforms are recorded by an array of receivers in an array-sonic tool, and processed with a suitable technique such as slowness-time coherence.",Noun,Formation Evaluation,https://glossary.slb.com/en/terms/f/full_waveform
fresh water,"Formation water with low salinity. Water is considered fresh when its low conductivity makes the interpretation of resistivity logs difficult. The salinity at which this becomes important depends on temperature and clay content, among other factors, but is generally somewhere less than 10 ppk.",Noun,Formation Evaluation,https://glossary.slb.com/en/terms/f/fresh_water
fresh core,"A core that is in the same state as when it was brought to the surface. A fresh core is sealed as soon as possible after retrieval from the well to minimize the loss of fluids and exposure to air. The term implies that the core is analyzed before being stored, after storage it is known as preserved core. Since the purpose is to minimize alteration, a fresh core has often been drilled with a bland mud, either water- or oil-base, but with a minimum of chemical additives and weighting material.",Noun,Formation Evaluation,https://glossary.slb.com/en/terms/f/fresh_core
filtrate,"The liquid that passes through a filter cake from a slurry held against the filter medium, driven by differential pressure. Dynamic or static filtration can produce a filtrate.",Noun,Formation Evaluation,https://glossary.slb.com/en/terms/f/filtrate
forward modeling,"The technique of determining what a given sensor would measure in a given formation and environment by applying a set of theoretical equations for the sensor response. Forward modeling is used to determine the general response of most electromagnetic logging measurements, unlike nuclear measurements whose response is determined mainly in laboratory experiments. Forward modeling is also used for interpretation, particularly in horizontal wells and complex environments. In this case, iterative forward modeling is used. The set of theoretical equations (the forward models) can be 1D, 2D or 3D. The more complex the geometry, the more factors can be modeled but the slower the computing time.",Noun,Formation Evaluation,https://glossary.slb.com/en/terms/f/forward_modeling
free-induction decay,"In a nuclear magnetic resonance measurement, the decay, or relaxation, caused by dephasing in an inhomogeneous magnetic field. Since this relaxation is not related to formation properties, it is unwanted and corrected by using the CPMG pulse sequence.",Noun,Formation Evaluation,https://glossary.slb.com/en/terms/f/free-induction_decay
formation water,"Water that occurs naturally within the pores of rock. Water from fluids introduced to a formation through drilling or other interference, such as mud and seawater, does not constitute formation water. Formation water, or interstitial water, might not have been the water present when the rock originally formed. In contrast, connate water is the water trapped in the pores of a rock during its formation, and may be called fossil water.",Noun,Geology,https://glossary.slb.com/en/terms/f/formation_water
free fluid,"Fluid in the pore space that can flow under normal reservoir conditions. This fluid may include water, oil or gas, and will flow on production, injection or invasion. When the term is used in connection with nuclear magnetic resonance measurements, it refers to the signal that occurs above a certain cutoff, typically 33 ms in sandstones and 100 ms in carbonates. The source of this signal is free water and oil with a viscosity below about 60 cp in sandstones, and 30 cp in carbonates. Note that, contrary to the sense of ""free,"" this oil may or may not be residual under normal reservoir conditions.",Noun,Formation Evaluation,https://glossary.slb.com/en/terms/f/free_fluid
formation,"The fundamental unit of lithostratigraphy. A body of rock that is sufficiently distinctive and continuous that it can be mapped. In stratigraphy, a formation is a body of strata of predominantly one type or combination of types; multiple formations form groups, and subdivisions of formations are members.",Noun,Geology,https://glossary.slb.com/en/terms/f/formation
formation exposure time,"The time that has elapsed between the bit first penetrating a formation and a log being recorded opposite the formation. In logging-while-drilling operations, this time is different for each log, since it depends on the drilling rate and the distance between the bit and the particular logging sensor.",Noun,Formation Evaluation,https://glossary.slb.com/en/terms/f/formation_exposure_time
formation evaluation,"The measurement and analysis of formation and fluid properties through examination of formation cuttings or through the use of tools integrated into the bottomhole assembly while drilling, or conveyed on wireline or drillpipe after a borehole has been drilled. Formation evaluation is performed to assess the quantity and producibility of fluids from a reservoir. Formation evaluation guides wellsite decisions, such as placement of perforations and hydraulic fracture stages, and reservoir development and production planning.",Noun,Formation Evaluation,https://glossary.slb.com/en/terms/f/formation_evaluation
formation factor,"The ratio of the resistivity of a rock filled with water (Ro) to the resistivity of that water (Rw). G.E. Archie postulated that the formation factor (F) was a constant independent of Rw and solely a function of pore geometry (the Archie equation I). It has since been shown that F is independent of Rw only for a certain class of petrophysically simple rocks (Archie rocks). In rocks with conductive minerals, such as shaly sands, there is a more complex dependence. In such cases, the ratio Ro/Rw is known as the apparent formation factor and may vary with Rw , temperature and the type of ion in solution. The intrinsic formation factor is then defined as F corrected for the effect of shale, or else the value of Ro/Rw at the limit of high salinity (low Rw ). The correction for the effect of shale depends on the saturation equation used, for example Waxman-Smits, dual water, SGS or CRMM. Unless otherwise stated, the term formation factor usually refers to the apparent formation factor. F has been related to porosity (phi) by several formulae (Archie, Humble and others) that have the general expression F = a / phim, where a is a constant and m the porosity exponent.",Noun,Formation Evaluation,https://glossary.slb.com/en/terms/f/formation_factor
fluoroscopy,A technique for imaging a core by moving a core between a source of X-rays and a fluorescent screen. The image on the screen is intensified and recorded by a video camera.,Noun,Formation Evaluation,https://glossary.slb.com/en/terms/f/fluoroscopy
flushed-zone water saturation,"The fraction of water in a given pore space in the flushed zone. It is expressed in volume/volume, percent or saturation units and is given the symbol Sxo. Unless otherwise stated, the pore space concerned is usually the effective porosity. If the pore space concerned is the total porosity, the saturation is more correctly known as the total flushed-zone water saturation; or if it is the effective porosity, the effective flushed-zone water saturation.",Noun,Formation Evaluation,https://glossary.slb.com/en/terms/f/flushed-zone_water_saturation
flushed zone,"The volume close to the borehole wall in which all of the moveable fluids have been displaced by mud filtrate. The flushed zone contains filtrate and the remaining hydrocarbons, the percentage of the former being the flushed-zone water saturation, Sxo. In simple models, the flushed zone and the invaded zone are synonymous.",Noun,Formation Evaluation,https://glossary.slb.com/en/terms/f/flushed_zone
geometrical factor,"The response of a logging measurement as a function of distance from the tool. The geometrical factor can be radial, reflecting the response perpendicular to the tool; vertical, reflecting the response along the tool axis; or two-dimensional, reflecting both. It can also be a differential geometrical factor, which is the contribution to the signal at a particular distance; or integrated, which is the sum of all signals from the tool to a particular distance. The term geometrical factor was introduced for induction logging since it gave a convenient method for computing the reading in a heterogeneous environment. For example, in an invaded formation the log reading, Clog, can be written as: Clog = Gi * Cxo + (1 - Gi) * Ct where Gi is the geometrical factor for a diameter of invasion Di, and Cxo and Ct are the conductivities of the invaded zone and the undisturbed zone. A true geometrical factor depends only on the geometry of the volume concerned, which in practice is only true for induction logs at zero conductivity. However, the term has come to be used for other cases and for other measurements even though the geometrical factor depends significantly on formation properties. The correct term for these cases is the pseudogeometrical factor.",Noun,Formation Evaluation,https://glossary.slb.com/en/terms/g/geometrical_factor
geochemical log,"A log of elemental concentrations from which the geochemistry of the formation may be derived. Several logs provide information on elemental weight concentrations: natural gamma ray spectroscopy, elemental capture spectroscopy or pulsed neutron spectroscopy and aluminum activation. The combination of some or all of their outputs is known as a geochemical log, since it provides information on most of the principal elements found in sedimentary rocks. Pulsed neutron spectroscopy provides relative elemental yields, whereas absolute concentrations are needed for quantitative results. Absolute concentrations can be derived by calibration to core or by using a model such as the oxide-closure model. The absolute elemental concentrations can then be converted into mineral concentrations using a model that defines what minerals are present. The first complete geochemical logs were run in the mid 1980s.",Noun,Formation Evaluation,https://glossary.slb.com/en/terms/g/geochemical_log
gamma-gamma log,"A measurement that uses a source of gamma rays and a detector of gamma rays. The term is synonymous with density log, and is just an older name.",Noun,Formation Evaluation,https://glossary.slb.com/en/terms/g/gamma-gamma_log
Gal,"The unit of acceleration commonly used in gravity surveying. 1 Gal (1,000 milliGal or 106 microGal) = 1 cm/s/s.",Noun,Formation Evaluation,https://glossary.slb.com/en/terms/g/gal
gravity units,One-tenth of a milliGal: (10 g.u. = 1.0 mGal). Gravity units are sometimes used in old gravity maps.,Noun,Formation Evaluation,https://glossary.slb.com/en/terms/g/gravity_units
guard log,A measurement made by a type of electrode device in which the current flow and hence the measurement is focused in a disk that is concentric with and perpendicular to the sonde. The term usually refers to a Laterolog-3 device. Guard logs may be recorded by either wireline or measurements-while-drilling tools.,Noun,Formation Evaluation,https://glossary.slb.com/en/terms/g/guard_log
guard electrode,"An electrode on a laterolog sonde that focuses the current sent by the central current-emitting electrode (A0). The guard electrode is held at the same potential as A0, thereby forcing the current from A0 to run approximately perpendicular to the sonde into the formation, and preventing it from running up the borehole to a great extent.",Noun,Formation Evaluation,https://glossary.slb.com/en/terms/g/guard_electrode
gamma ray log,A common and inexpensive measurement of the natural emission of gamma rays by a formation. Gamma ray logs are particularly helpful because shales and sandstones typically have different gamma ray signatures that can be correlated readily between wells.,Noun,Drilling,https://glossary.slb.com/en/terms/g/gamma_ray_log
gamma ray interactions,"Phenomena resulting from the transfer of energy from a gamma ray to matter, usually to an electron. The probability of a specific interaction occurring depends on the atomic number of the material and the energy of the gamma ray. In formation evaluation, there are two types of interactions of interest: the photoelectric effect, which indicates lithology, and Compton scattering, which depends on formation density. The third type of interaction, pair production, occurs at energies above those used for logging.",Noun,Formation Evaluation,https://glossary.slb.com/en/terms/g/gamma_ray_interactions
grain density,"The density of a rock or mineral with no porosity, also known as matrix density, commonly in units of g/cm3.",Noun,Geology,https://glossary.slb.com/en/terms/g/grain_density
GR,"An abbreviation for gamma ray, usually with reference to the gamma ray log.",Noun,Formation Evaluation,https://glossary.slb.com/en/terms/g/gr
housing,"The outside steel case of a cartridge or a sonde in a wireline logging tool. The housing isolates the electronics, power supplies and sensors from the borehole and bears the pressure burden.",Noun,Formation Evaluation,https://glossary.slb.com/en/terms/h/housing
horizontal resistivity,"The resistivity of a formation measured by flowing current in a horizontal plane. In anisotropic formations the horizontal and vertical resistivities are different. In a vertical well, wireline induction logs and measurements-while-drilling propagation logs measure the horizontal resistivity, whereas laterologs measure the horizontal resistivity with some component of the vertical. In deviated and horizontal wells, all these logs measure some mixture of both vertical and horizontal resistivity.",Noun,Formation Evaluation,https://glossary.slb.com/en/terms/h/horizontal_resistivity
hybrid scale,"An early scale used for the presentation of resistivity logs. The scale has two parts, equally divided about a midpoint. The left part is linear in resistivity, for example 0 on the left edge to 50 ohm-m at the midpoint. The right part is linear in conductivity, from 0 on the right to 1/50 = 20 mS/m at the midpoint. In this way, it was possible to display the complete range of resistivity in one track. It was subsequently replaced by the logarithmic scale.",Noun,Formation Evaluation,https://glossary.slb.com/en/terms/h/hybrid_scale
Humble formula,"A particular relation between the formation factor (F) and porosity (phi) proposed by the Humble Oil Company. The original formula was expressed as F = 0.62 / phi2.15. A nearly equivalent form, with a simpler porosity exponent, is F = 0.81 / phi2. These formulae are considered most suitable for relatively high-porosity, sucrosic, or granular, rocks. See Winsauer WO, Shearin HM, Masson PH and Williams M: Resistivity of Brine-Saturated Sands in Relation to Pore Geometry, AAPG Bulletin 36 (1952): 253-277.",Noun,Formation Evaluation,https://glossary.slb.com/en/terms/h/humble_formula
head,"The device that connects the end of the logging cable or the bridle to the top of the logging tool. It contains the weak point, so that when the weak point is broken and the cable removed, the uppermost assembly left in the hole is the head. The top of the head is specially designed to ease fishing of the logging tool, and is also known as the fishing bell.",Noun,Formation Evaluation,https://glossary.slb.com/en/terms/h/head
heading,"The first page or pages on a log print, which include information about the well, the survey, the mud properties and other relevant data.",Noun,Formation Evaluation,https://glossary.slb.com/en/terms/h/heading
head wave,A wave entering a relatively high-velocity medium whose incident and refracted angle is the critical angle.,Noun,Geophysics,https://glossary.slb.com/en/terms/h/head_wave
hydrogen index,The number of hydrogen atoms per unit volume divided by the number of hydrogen atoms per unit volume of pure water at surface conditions. The hydrogen index (HI) is thus the density of hydrogen relative to that of water. It is a key factor in the response of a neutron porosity log.,Noun,Formation Evaluation,https://glossary.slb.com/en/terms/h/hydrogen_index
bit resistivity,"The resistivity measured at the drill bit by a measurements-while-drilling (MWD) tool. The bit resistivity measurement responds to resistivity changes as the bit penetrates the formation, or when the time after bit is zero. It is thus an early indication of formation change. The measurement is similar to a wireline electrode device except that toroids are used instead of electrodes. A transmitter toroid induces a low-frequency current in the drillstring, which flows out of the bit and returns farther up the string. The magnitude of the current depends on the resistivity near the bit, and is measured by another toroid. The vertical resolution and depth of investigation depend on the distances between the toroids and the bit, which, in turn, depend on the type of bottomhole assembly (BHA) used. The depth of investigation is sufficient that the effect of the borehole is normally small. The measurement is unfocused and usually not borehole-corrected. Since both bit and drillstring are in physical contact with the formation, it is possible to make the measurement in oil-based muds.",Noun,Formation Evaluation,https://glossary.slb.com/en/terms/b/bit_resistivity
Biot theory,"A theory developed by M.A. Biot for acoustic propagation in a porous and elastic medium. Compressional and shear velocities can be calculated by standard elastic theory from the composite density, shear, and bulk modulus of the total rock. The problem is how to determine these from the properties of the constituent parts. Biot showed that the composite properties could be determined from the porosity and the elastic properties (density and moduli) of the fluid, the solid material, and the empty rock skeleton, or framework. To account for different frequencies of propagation, it is also necessary to know the frequency, the permeability of the rock, the viscosity of the fluid, and a coefficient for the inertial drag between skeleton and fluid.",Noun,Formation Evaluation,https://glossary.slb.com/en/terms/b/biot_theory
