Term,Definition,Grammatical Label,Topic,URL
electromagnetic method,"A group of techniques in which natural or artificially generated electric or magnetic fields are measured at the Earth's surface or in boreholes in order to map variations in the Earth's electrical properties (resistivity, permeability or permittivity). Most applications of surface electromagnetic methods today are for mineral and groundwater exploration or for shallow environmental mapping. Electromagnetic or electrical logging is, however, the main technique used in oil exploration to measure the amount of hydrocarbons in the pores of underground reservoirs. Inductive electromagnetic (EM) methods include a variety of low frequency (a few Hz to several kHz) techniques deploying large or small wire coils at or near the surface. In older usage, ""electromagnetic method"" tended to refer only to inductive methods. This term is now commonly used for any method employing electromagnetic fields, including methods that use direct current (electrical or resistivity methods) and induced polarization (IP), methods that use microwave frequencies (ground-penetrating radar), and methods that use natural electromagnetic fields (magnetotelluric methods).",Noun,Geophysics,https://glossary.slb.com/en/terms/e/electromagnetic_method
elastic moduli,"A set of constants that defines the properties of material that undergoes stress, deforms, and then recovers and returns to its original shape after the stress ceases. The elastic constants include the bulk modulus, Lame constant, Poisson's ratio, shear modulus, and Young's modulus. Elastic constants are important in seismology because the velocity of waves depends on the elastic constants and density of the rock.",Noun,Geophysics,https://glossary.slb.com/en/terms/e/elastic_moduli
electrical resistivity,"The ability of a material to resist or inhibit the flow of an electrical current, measured in ohm-meters. Resistivity is the reciprocal of conductivity.",Noun,Geophysics,https://glossary.slb.com/en/terms/e/electrical_resistivity
elevation correction,"Any compensating factor used to bring measurements to a common datum or reference plane. In gravity surveying, elevation corrections include the Bouguer and free-air corrections. Seismic data undergo a static correction to reduce the effects of topography and low-velocity zones near the Earth's surface. Well log headers include the elevation of the drilling rig's kelly bushing and, for onshore locations, the height of the location above sea level, so that well log depths can be corrected to sea level.",Noun,Geophysics,https://glossary.slb.com/en/terms/e/elevation_correction
embedded wavelet,"The shape of a wavelet produced by reflection of an actual wave train at one interface with a positive reflection coefficient. The embedded wavelet is useful for generating a convolutional model, or the convolution of an embedded wavelet with a reflectivity function and random noise, during seismic processing or interpretation.",Noun,Geophysics,https://glossary.slb.com/en/terms/e/embedded_wavelet
electrical conductivity,"The ability of a material to support the flow of an electrical current. In linear isotropic materials, the electric current density at any point in space is proportional to the electric field; the constant of proportionality is the electrical conductivity. Conductivity is the inverse of resistivity in isotropic materials, and is measured in siemens per meter or the archaic units of mhos per meter. The electrical conductivity of the Earth can be measured by electromagnetic methods.",Noun,Geophysics,https://glossary.slb.com/en/terms/e/electrical_conductivity
fixed-source method,"An acquisition technique commonly used in electromagnetic methods whereby the energy source or transmitter is kept in the same position, and detectors or receivers are moved to different spots to compile a profile or map.",Noun,Geophysics,https://glossary.slb.com/en/terms/f/fixed-source_method
elastic deformation,"The deformation that can be recovered when an applied stress has been removed. When the elastic limit of a material has been exceeded, nonrecoverable, permanent deformation occurs.",Noun,Geology,https://glossary.slb.com/en/terms/e/elastic_deformation
elastic anisotropy,"The variation of elastic properties with direction. For example, elastic anisotropy occurs when seismic, or elastic, waves travel through rock at differing velocities in various directions. Elastic anisotropy occurs if there is a preferred alignment of a material’s fabric elements—crystals, grains, cracks, bedding planes, joints or fractures—on a scale smaller than the length of the wave. This alignment causes waves to propagate fastest in its direction.",Noun,Geophysics,https://glossary.slb.com/en/terms/e/elastic_anisotropy
first break,"The earliest arrival of energy propagated from the energy source at the surface to the geophone in the wellbore in vertical seismic profiles and check-shot surveys, or the first indication of seismic energy on a trace. On land, first breaks commonly represent the base of weathering and are useful in making static corrections.",Noun,Geophysics,https://glossary.slb.com/en/terms/f/first_break
first arrival,"The earliest arrival of energy propagated from the energy source at the surface to the geophone in the wellbore in vertical seismic profiles and check-shot surveys, or the first indication of seismic energy on a trace. On land, first breaks commonly represent the base of weathering and are useful in making static corrections.",Noun,Geophysics,https://glossary.slb.com/en/terms/f/first_arrival
Fermat's principle,"The principle that the path taken by a ray of light from one point to another is that which takes the minimum time (or the maximum time in select cases), named for its discoverer, French mathematician Pierre de Fermat (1601 to 1665). Snell's law and the laws of reflection and refraction follow from Fermat's principle. Fermat's principle also applies to seismic waves.",Noun,Geophysics,https://glossary.slb.com/en/terms/f/fermats_principle
f-k plot,A graphical technique to distinguish subsets of data according to their direction and velocity by plotting and contouring frequency and wavenumber.,Noun,Geophysics,https://glossary.slb.com/en/terms/f/f-k_plot
flattened section,A seismic section that has been redisplayed such that a reflection of interest not horizontal in the original display appears horizontal and flat. Such displays can shed light on geological conditions at the time a given sedimentary layer accumulated.,Noun,Geophysics,https://glossary.slb.com/en/terms/f/flattened_section
four-dimensional (4D) seismic data,"Three-dimensional (3D) seismic data acquired at different times over the same area to assess changes in a producing hydrocarbon reservoir with time. Changes may be observed in fluid location and saturation, pressure and temperature. 4D seismic data is one of several forms of time-lapse seismic data. Such data can be acquired on the surface or in a borehole.",Noun,Geophysics,https://glossary.slb.com/en/terms/f/four-dimensional_seismic_data
forward problem,"The practice of taking a model and calculating what the observed values should be, such as predicting the gravity anomaly around a salt dome using a gravity model or predicting the traveltime of a seismic wave from a source to a receiver using a velocity model.",Noun,Geophysics,https://glossary.slb.com/en/terms/f/forward_problem
Fresnel zone,"A frequency- and range-dependent area of a reflector from which most of the energy of a reflection is returned and arrival times differ by less than half a period from the first break, named for French physicist Augustin-Jean Fresnel (1788 to 1827). Waves with such arrival times will interfere constructively and so be detected as a single arrival. Subsurface features smaller than the Fresnel zone usually cannot be detected using seismic waves.",Noun,Geophysics,https://glossary.slb.com/en/terms/f/fresnel_zone
frequency,"The rate of repetition of complete wavelengths of electrical signals, light, sound and seismic waves measured in cycles per second, or hertz, and symbolized by f. Typical recorded seismic frequencies are in the range of 5 to 100 hertz.",Noun,Geophysics,https://glossary.slb.com/en/terms/f/frequency
frequency domain,"In seismic surveying or processing, the use of a function of frequency rather than time to express an independent variable or measurement. In contrast, in the time domain, variables are expressed as a function of time instead of frequency.",Noun,Geophysics,https://glossary.slb.com/en/terms/f/frequency_domain
fast Fourier transform,An iterative computer algorithm to perform the Fourier transform of digitized waveforms rapidly.,Noun,Geophysics,https://glossary.slb.com/en/terms/f/fast_fourier_transform
Faye correction,"In gravity surveying, a correction of 0.3086 mGal/m [0.09406 mGal/ft] added to a measurement to compensate for the change in the gravitational field with height above sea level, assuming there is only air between the measurement station and sea level.",Noun,Geophysics,https://glossary.slb.com/en/terms/f/faye_correction
FD,"In seismic surveying or processing, the use of a function of frequency rather than time to express an independent variable or measurement. In contrast, in the time domain, variables are expressed as a function of time instead of frequency.",Noun,Geophysics,https://glossary.slb.com/en/terms/f/fd
field tape,"A magnetic tape containing data recorded in the field, abbreviated FT.",Noun,Geophysics,https://glossary.slb.com/en/terms/f/field_tape
Fourier synthesis,The process of reconstructing a function of time or space from its sinusoidal components determined in Fourier analysis.,Noun,Geophysics,https://glossary.slb.com/en/terms/f/fourier_synthesis
four-component (4C) seismic data,"Four-component (4C) borehole or marine seismic data are typically acquired using three orthogonally-oriented geophones and a hydrophone within an ocean-bottom sensor (deployed in node-type systems as well as cables). Provided the system is in contact with the seabed or the borehole wall, the addition of geophones allows measurement of shear (S) waves, whereas the hydrophone measures compressional (P) waves.",Noun,Geophysics,https://glossary.slb.com/en/terms/f/four-component_seismic_data
Fourier transform,"A set of mathematical formulas used to convert a time function, such as a seismic trace, to a function in the frequency domain (Fourier analysis) and back (Fourier synthesis). The function is expressed as a convergent trigonometric series, similar to that first formulated by French mathematician Jean-Baptiste-Joseph, Baron Fourier (1768 to 1830). The Fourier transform is used extensively in signal processing to design filters and remove coherent noise. Many filtering operations are performed in the frequency domain. The Fourier transform has applications in image analysis and in pattern recognition in geological systems.",Noun,Geophysics,https://glossary.slb.com/en/terms/f/fourier_transform
filter,"A process or algorithm using a set of limits used to eliminate unwanted portions of seismic data, commonly on the basis of frequency or amplitude, to enhance the signal-to-noise ratio of the data or to achieve deconvolution.",Noun,Geophysics,https://glossary.slb.com/en/terms/f/filter
fan shooting,"A technique for acquiring seismic refraction data around local, high-velocity features such as salt domes by using a fan or arc-shaped geophone array around a central shotpoint. The data from the fan-shaped array are calibrated against a control profile acquired some distance from the anomalous feature.",Noun,Geophysics,https://glossary.slb.com/en/terms/f/fan_shooting
full-azimuth towed-streamer acquisition,A single-vessel technique of acquiring marine seismic data at a complete range of azimuths by towing streamers in a circular path.,Noun,Geophysics,https://glossary.slb.com/en/terms/f/full-azimuth_towed-streamer_acquisition
FT,"A magnetic tape containing data recorded in the field, abbreviated FT.",Noun,Geophysics,https://glossary.slb.com/en/terms/f/ft
Fourier analysis,The process of decomposing a function of time or space into a sum (or integral) of sinusoidal functions (sines or cosines) with specific amplitudes and phases.,Noun,Geophysics,https://glossary.slb.com/en/terms/f/fourier_analysis
FFT,An iterative computer algorithm to perform the Fourier transform of digitized waveforms rapidly.,Noun,Geophysics,https://glossary.slb.com/en/terms/f/fft
free-air correction,"In gravity surveying, a correction of 0.3086 mGal/m [0.09406 mGal/ft] added to a measurement to compensate for the change in the gravitational field with height above sea level, assuming there is only air between the measurement station and sea level.",Noun,Geophysics,https://glossary.slb.com/en/terms/f/free-air_correction
free air correction,"In gravity surveying, a correction of 0.3086 mGal/m [0.09406 mGal/ft] added to a measurement to compensate for the change in the gravitational field with height above sea level, assuming there is only air between the measurement station and sea level.",Noun,Geophysics,https://glossary.slb.com/en/terms/f/free_air_correction
fold,"A wave-like geologic structure that forms when rocks deform by bending instead of breaking under compressional stress. Anticlines are arch-shaped folds in which rock layers are upwardly convex. The oldest rock layers form the core of the fold, and outward from the core progressively younger rocks occur. A syncline is the opposite type of fold, having downwardly convex layers with young rocks in the core. Folds typically occur in anticline-syncline pairs. The hinge is the point of maximum curvature in a fold. The limbs occur on either side of the fold hinge. The imaginary surface bisecting the limbs of the fold is called the axial surface. The axial surface is called the axial plane in cases where the fold is symmetrical and the lines containing the points of maximum curvature of the folded layers, or hinge lines, are coplanar. Concentric folding preserves the thickness of each bed as measured perpendicular to original bedding. Similar folds have the same wave shape, but bed thickness changes throughout each layer, with thicker hinges and thinner limbs.",Noun,Geology,https://glossary.slb.com/en/terms/f/fold
footprint,The area covered by an array of towed streamers in marine seismic acquisition.,Noun,Geophysics,https://glossary.slb.com/en/terms/f/footprint
f-k domain,"The use of frequency (abbreviated as f) and wavenumber (k, the reciprocal of wavelength) as the reference framework, obtained by using the Fourier transform over time and space.",Noun,Geophysics,https://glossary.slb.com/en/terms/f/f-k_domain
fixed source method,"An acquisition technique commonly used in electromagnetic methods whereby the energy source or transmitter is kept in the same position, and detectors or receivers are moved to different spots to compile a profile or map.",Noun,Geophysics,https://glossary.slb.com/en/terms/f/fixed_source_method
gather,"A display of seismic traces that share an acquisition parameter, such as a common midpoint gather, which contains traces having a common midpoint.",Noun,Geophysics,https://glossary.slb.com/en/terms/g/gather
geophone cable,A bundle of electrical wires that connects geophones and relays data to the seismic recording truck or seismic vessel.,Noun,Geophysics,https://glossary.slb.com/en/terms/g/geophone_cable
geophone pattern,A geometrical arrangement of seismic receivers (geophones) with signals recorded by one channel. The array can contain numerous closely spaced geophones.,Noun,Geophysics,https://glossary.slb.com/en/terms/g/geophone_pattern
geometric,"Pertaining to variation of the survey geometry while maintaining the frequency of electromagnetic surveying. In contrast, parametric pertains to keeping frequency the same while varying the geometry.",Adjective,Geophysics,https://glossary.slb.com/en/terms/g/geometric
geophone interval,The distance between geophones or the centers of groups of geophones.,Noun,Geophysics,https://glossary.slb.com/en/terms/g/geophone_interval
geophone array,A geometrical arrangement of seismic receivers (geophones) with signals recorded by one channel. The array can contain numerous closely spaced geophones.,Noun,Geophysics,https://glossary.slb.com/en/terms/g/geophone_array
geophone,"A device used in surface seismic acquisition, both onshore and on the seabed offshore, that detects ground velocity produced by seismic waves and transforms the motion into electrical impulses. Geophones detect motion in only one direction. Conventional seismic surveys on land use one geophone per receiver location to detect motion in the vertical direction. Three mutually orthogonal geophones are typically used in combination to collect 3C seismic data. Hydrophones, unlike geophones, detect changes in pressure rather than motion.",Noun,Geophysics,https://glossary.slb.com/en/terms/g/geophone
geophone offset,"In surface seismic acquisition, the horizontal distance from source to geophone. In a vertical seismic profile, geophone offset is the horizontal distance between the source and the wellhead or the surface projection of the geophone in the case of a deviated well. Offset between seismic source and receiver creates a delay, or moveout, in the arrival time of a reflection that can be corrected before stacking and can be used to determine velocity.",Noun,Geophysics,https://glossary.slb.com/en/terms/g/geophone_offset
geomagnetic secular variation,"How Earth’s magnetic field varies with time. These time variations, called secular variations, necessitate periodic updating of magnetic field maps and models. Two types of processes in the Earth’s core produce these variations. One process is related to variations in Earth’s main dipole field, which operate on time scales of hundreds or thousands of years. The other process is related to variations in Earth’s nondipole field, which operate on time scales on the order of tens of years.",Noun,Geophysics,https://glossary.slb.com/en/terms/g/geomagnetic_secular_variation
gain,The change in the amplitude of an electrical signal from the original input to the amplified output.,Noun,Geophysics,https://glossary.slb.com/en/terms/g/gain
gas chimney,A subsurface leakage of gas from a poorly sealed hydrocarbon accumulation. The gas can cause overlying rocks to have a low velocity. Gas chimneys are visible in seismic data as areas of poor data quality or push-downs.,Noun,Geophysics,https://glossary.slb.com/en/terms/g/gas_chimney
grid,"A regular spatial arrangement of points, such as x-y coordinates.",Noun,Geophysics,https://glossary.slb.com/en/terms/g/grid
gravity anomaly,"The difference between the actual value of gravity measured at a location and the value predicted by a particular Earth model. Gravity anomalies are usually determined by adjusting the known value of (absolute) gravity at a reference station by Bouguer, free-air or other corrections and subtracting the final predicted value from the measurement. (A different description is that the various corrections are subtracted from the data to reduce it to the reference level. Both interpretations are valid provided it is remembered that the resulting gravity anomaly can be caused by density anomalies—i.e., differences in density between Earth and the theoretical model—that can lie anywhere either above or below the reference level.)",Noun,Geophysics,https://glossary.slb.com/en/terms/g/gravity_anomaly
gravimeter,"A device used to measure the acceleration due to gravity, or, more specifically, variations in the gravitational field between two or more points.",Noun,Geophysics,https://glossary.slb.com/en/terms/g/gravimeter
guided wave,"A type of elastic wave propagated and confined in a layer whose velocity is lower than that of the surrounding layers, such as a layer of coal.",Noun,Geophysics,https://glossary.slb.com/en/terms/g/guided_wave
geophysicist,"A scientist trained in the study of the physics of the Earth, particularly its electrical, gravitational and magnetic fields and propagation of elastic (seismic) waves within it. In the petroleum industry, geophysicists perform a variety of functions, chiefly the processing and interpretation of seismic data and generation of subsurface maps on the basis of seismic data. Such interpretations enhance understanding of subsurface geology.",Noun,Geophysics,https://glossary.slb.com/en/terms/g/geophysicist
gun,"Abbreviation for air gun or water gun. An air gun is a source of seismic energy used in acquisition of marine seismic data. This gun releases highly compressed air into water. Air guns are also used in water-filled pits on land as an energy source during acquisition of vertical seismic profiles. A water gun is a source of energy for acquisition of marine seismic data that shoots water from a chamber in the tool into a larger body of water, creating cavitation. The cavity is a vacuum and implodes without creating secondary bubbles. This provides a short time signature and higher resolution than an air-gun source.",Noun,Geophysics,https://glossary.slb.com/en/terms/g/gun
group,A set of seismometers whose output is sent to a common data channel to record a seismic trace. A large group is known as a patch.,Noun,Geophysics,https://glossary.slb.com/en/terms/g/group
group velocity,"The velocity that wave energy—comprised of a wave group, train or packet of individual wave phases or components—travels through a medium. The wave energy may be grouped into an envelope that is shrink-wrapped around it. The shape of the envelope around the wave-energy group changes with distance because the individual wave phases move apart from one another.",Noun,Geophysics,https://glossary.slb.com/en/terms/g/group_velocity
group interval,The distance between geophones or groups of geophones.,Noun,Geophysics,https://glossary.slb.com/en/terms/g/group_interval
geophysics,"The study of the physics of the Earth, especially its electrical, gravitational and magnetic fields and propagation of elastic (seismic) waves within it. Geophysics plays a critical role in the petroleum industry because geophysical data are used by exploration and development personnel to make predictions about the presence, nature and size of subsurface hydrocarbon accumulations.",Noun,Geophysics,https://glossary.slb.com/en/terms/g/geophysics
Gibbs' phenomenon,"The ringing near a discontinuity in a signal that is caused by incomplete Fourier synthesis, or missing frequencies.",Noun,Geophysics,https://glossary.slb.com/en/terms/g/gibbs_phenomenon
ground roll,"A type of coherent noise generated by a surface wave, typically a low-velocity, low-frequency, high-amplitude Rayleigh wave. Ground roll can obscure signal and degrade overall data quality, but can be alleviated through careful selection of source and geophone arrays, filters and stacking parameters.",Noun,Geophysics,https://glossary.slb.com/en/terms/g/ground_roll
gravimetry,The measurement of gravity or the study of its variations.,Noun,Geophysics,https://glossary.slb.com/en/terms/g/gravimetry
ghost,"A short-path multiple, or a spurious reflection that occurs when seismic energy initially reverberates upward from the shallow subsurface and then is reflected downward, such as at the base of weathering or between sources and receivers and the sea surface.",Noun,Geophysics,https://glossary.slb.com/en/terms/g/ghost
gravity,"The Earth's gravitational field, or the attractive force produced by the mass of the Earth. Variations in the gravitational field can be used to map changes in the density of formations in the Earth. Gravity surveys can be used to map the extent or depth of sedimentary basins or even individual hydrocarbon prospects.",Noun,Geophysics,https://glossary.slb.com/en/terms/g/gravity
gravity survey,"The measurement of gravitational acceleration over an area, usually presented as a map or profile of Bouguer or free-air anomalies.",Noun,Geophysics,https://glossary.slb.com/en/terms/g/gravity_survey
hydrophone,"A device designed for use in detecting seismic energy in the form of pressure changes under water during marine seismic acquisition. Hydrophones are combined to form streamers that are towed by seismic vessels or deployed in a borehole. Geophones, unlike hydrophones, detect motion rather than pressure.",Noun,Geophysics,https://glossary.slb.com/en/terms/h/hydrophone
horizontal transverse isotropy,"Transverse isotropy that has a horizontal axis of rotational symmetry. In vertically fractured rocks, properties are uniform in vertical planes parallel to the fractures, but vary in the direction perpendicular to the fractures and across the fractures.",Noun,Geophysics,https://glossary.slb.com/en/terms/h/horizontal_transverse_isotropy
horizon slice,"A map view of a particular reflection in a 3D seismic survey, as opposed to a horizontal (depth) slice or at a given time (a time slice). Slices are convenient displays for visual inspection of seismic attributes, especially amplitude.",Noun,Geophysics,https://glossary.slb.com/en/terms/h/horizon_slice
HTI,"Abbreviation for horizontal transverse isotropy. Transverse isotropy that has a horizontal axis of rotational symmetry. In vertically fractured rocks, properties are uniform in vertical planes parallel to the fractures, but vary in the direction perpendicular to the fractures and across the fractures.",Noun,Geophysics,https://glossary.slb.com/en/terms/h/hti
hodogram,A graph or curve that displays time versus distance of motion.,Noun,Geophysics,https://glossary.slb.com/en/terms/h/hodogram
harmonic distortion,"A nonlinear change in waveform in which simple multiples of (1,2, ... n times) the input frequencies, or harmonics, are generated.",Noun,Geophysics,https://glossary.slb.com/en/terms/h/harmonic_distortion
halo effect,"An anomaly that occurs as a ring around a feature, such as electrical or geochemical rings around hydrocarbon accumulations.",Noun,Geophysics,https://glossary.slb.com/en/terms/h/halo_effect
header,"The location, acquisition and processing parameters, and other pertinent information attached to a well log, seismic record and traces.",Noun,Geophysics,https://glossary.slb.com/en/terms/h/header
hertz,"The unit of measurement of frequency, equivalent to one cycle per second and symbolized by Hz. The unit is named after German physicist Heinrich Hertz (1857 to 1894), who discovered electromagnetic waves.",Noun,Geophysics,https://glossary.slb.com/en/terms/h/hertz
head wave,A wave entering a relatively high-velocity medium whose incident and refracted angle is the critical angle.,Noun,Geophysics,https://glossary.slb.com/en/terms/h/head_wave
horizon,"An informal term used to denote a surface in or of rock, or a distinctive layer of rock that might be represented by a reflection in seismic data. The term is often used incorrectly to describe a zone from which hydrocarbons are produced.",Noun,Geology,https://glossary.slb.com/en/terms/h/horizon
hydrocarbon indicator,"A type of seismic amplitude anomaly, seismic event, or characteristic of seismic data that can occur in a hydrocarbon-bearing reservoir. Although ""bright spots,"" as hydrocarbon indicators are loosely called, can originate in numerous ways, they are not all indicative of the presence of hydrocarbons. Criteria to distinguish true hydrocarbon indicators (sometimes called HCIs) from other types of amplitude anomalies include:",Noun,Geophysics,https://glossary.slb.com/en/terms/h/hydrocarbon_indicator
bias,"An adjustment of the relative positive and negative excursions of reflections during seismic processing by bulk shifting the null point, or baseline, of the data to emphasize peaks at the expense of troughs or vice versa. Some authors describe bias as a systematic distortion of seismic data to achieve greater continuity.",Noun,Geophysics,https://glossary.slb.com/en/terms/b/bias
benchmark,"A permanently fixed marker cited in surveying, such as a concrete block or steel plate, with an inscription of location and elevation.",Noun,Geophysics,https://glossary.slb.com/en/terms/b/benchmark
bel,"The unit of measurement to describe or compare the intensity of acoustic or electrical signal, named for American inventor Alexander Graham Bell (1847 to 1922). Measurements are typically given in tenths of a bel, or decibels. The logarithm of the ratio of the sound or signal to a standard provides the decibel measurement. Sounds on the order of one decibel are barely audible to humans but can cause pain when on the order of 1012 decibels. The symbol for the unit is B, but dB is the standard unit.",Noun,Geophysics,https://glossary.slb.com/en/terms/b/bel
Beaufort scale,"The 0 to 12 scale established by Admiral Francis Beaufort (1774 to 1857) for measurement of wind strength according to its effect on objects such as trees, flags, and water. According to the Beaufort scale, at wind speeds below 1 knot or 1 km/h, seas are calm. Whitecaps on water and blowing dust and leaves correspond to a Beaufort number of 4, with winds of 11 to 16 knots [20 to 28 km/h]. Hurricane-force winds, greater than 64 knots [> 118 km/h], have a Beaufort number of 12.",Noun,Geophysics,https://glossary.slb.com/en/terms/b/beaufort_scale
bird,A device containing a magnetometer and possibly other instruments that can be towed by an aircraft during aeromagnetic surveying or in a marine seismic streamer to provide dynamic information about the streamer position.,Noun,Geophysics,https://glossary.slb.com/en/terms/b/bird
birefringence,"The splitting of an incident wave into two waves of different velocities and orthogonal polarizations. Birefringence occurs in optical mineralogy (see petrography) when plane-polarized light passes through an anisotropic mineral and emerges as two rays traveling at different speeds, the difference between which is characteristic of a mineral.",Noun,Geophysics,https://glossary.slb.com/en/terms/b/birefringence
bins,"A bin is a subdivision of a seismic survey. The area of a three-dimensional survey is divided into bins, which are commonly on the order of 25 m [82 ft] long and 25 m wide; traces are assigned to specific bins according to the midpoint between the source and the receiver, reflection point, or conversion point. Bins are commonly assigned according to common midpoint (CMP), but more sophisticated seismic processing allows for other types of binning. Traces within a bin are stacked to generate the output trace for that bin. Data quality depends in part on the number of traces per bin, or the fold.",Noun,Geophysics,https://glossary.slb.com/en/terms/b/bins
backscatter,"A reflection phenomenon of energy in which a nonreflective surface, which is a surface that does not reflect energy coherently, randomly scatters energy. No coherent reflected energy can be identified and the energy is scattered in all directions, including back in the direction from which it came. For example, light can be scattered or redistributed by rough, nonreflective surfaces.",Noun,Geophysics,https://glossary.slb.com/en/terms/b/backscatter
base station,"A reference location for a survey, or a survey point whose measured values of a given parameter of interest are understood and can be used to normalize other survey points. Accurate knowledge of base stations is critical in gravity and magnetic surveying.",Noun,Geophysics,https://glossary.slb.com/en/terms/b/base_station
blasting cap,"A small, electrically activated explosive charge that explodes a larger charge. Detonators, also called caps, seismic caps, or blasting caps, are used for seismic acquisition with an explosive source to achieve consistent timing of detonation.",Noun,Geophysics,https://glossary.slb.com/en/terms/b/blasting_cap
back stripping,"A modeling technique to assess the geologic history of rock layers through the use of geologic cross sections or seismic sections. Removal of the youngest layers of rock at the top of the section allows restoration of the underlying layers to their initial, undisturbed configurations. Successively older layers can be sequentially removed to further assess the effects of compaction, development of geologic structures, and other processes on an area.",Noun,Geophysics,https://glossary.slb.com/en/terms/b/back_stripping
back propagation,A method for reconstructing the location and shape of the wave at an earlier time using the wave equation.,Noun,Geophysics,https://glossary.slb.com/en/terms/b/back_propagation
back-stripping,"A modeling technique to assess the geologic history of rock layers through the use of geologic cross sections or seismic sections. Removal of the youngest layers of rock at the top of the section allows restoration of the underlying layers to their initial, undisturbed configurations. Successively older layers can be removed sequentially to further assess the effects of compaction, development of geologic structures and other processes on an area.",Noun,Geophysics,https://glossary.slb.com/en/terms/b/back-stripping
back-propagation,A method for reconstructing the location and shape of the wave at an earlier time using the wave equation.,Noun,Geophysics,https://glossary.slb.com/en/terms/b/back-propagation
base of weathering,"The lower boundary of the near-surface, low-velocity zone in which rocks are physically, chemically, or biologically broken down, in some cases coincident with a water table. Static corrections to seismic data can compensate for the low velocity of the weathered layer in comparison with the higher-velocity strata below.",Noun,Geophysics,https://glossary.slb.com/en/terms/b/base_of_weathering
band-limited function,A function or time series whose Fourier transform is restricted to a finite range of frequencies or wavelengths.,Noun,Geophysics,https://glossary.slb.com/en/terms/b/band-limited_function
baseline,A line joining base stations whose transmissions are synchronized during surveying.,Noun,Geophysics,https://glossary.slb.com/en/terms/b/baseline
brute stack,"A processed seismic record that contains traces from a common midpoint that have been added together but has undergone only cursory velocity analysis, so the normal-moveout correction is a first attempt. Typically, no static corrections are made before the brute stack.",Noun,Geophysics,https://glossary.slb.com/en/terms/b/brute_stack
bright spot,"A seismic amplitude anomaly or high amplitude that can indicate the presence of hydrocarbons. Bright spots result from large changes in acoustic impedance and tuning effect, such as when a gas sand underlies a shale, but can also be caused by phenomena other than the presence of hydrocarbons, such as a change in lithology. The term is often used synonymously with hydrocarbon indicator.",Noun,Geophysics,https://glossary.slb.com/en/terms/b/bright_spot
break,"A arrival of energy propagated from the energy source at the surface to the geophone in the wellbore in vertical seismic profiles and check-shot surveys, or an indication of seismic energy on a trace.",Noun,Geophysics,https://glossary.slb.com/en/terms/b/break
brachistochrone,"The fastest route that a seismic ray can travel between two points, generally dictated by Fermat's principle.",Noun,Geophysics,https://glossary.slb.com/en/terms/b/brachistochrone
buggy vibro,A vibrator truck equipped with wide tires to allow access to rugged or soggy terrain while causing less damage to the environment.,Noun,Geophysics,https://glossary.slb.com/en/terms/b/buggy_vibro
bubble effect,"Bubble pulses or bubble noise that affect data quality. In marine seismic acquisition, the gas bubble produced by an air gun oscillates and generates subsequent pulses that cause source-generated noise. Careful use of multiple air guns can cause destructive interference of bubble pulses and alleviate the bubble effect. A cage, or a steel enclosure surrounding a seismic source, can be used to dissipate energy and reduce the bubble effect.",Noun,Geophysics,https://glossary.slb.com/en/terms/b/bubble_effect
BM,"A permanently fixed marker cited in surveying, such as a concrete block or steel plate, with an inscription of location and elevation.",Noun,Geophysics,https://glossary.slb.com/en/terms/b/bm
