Term,Definition,Grammatical Label,Topic,URL
fishing tool,"A general term for special mechanical devices used to aid the recovery of equipment lost downhole. These devices generally fall into four classes: diagnostic, inside grappling, outside grappling, and force intensifiers or jars. Diagnostic devices may range from a simple impression block made in a soft metal, usually lead, that is dropped rapidly onto the top of the fish so that upon inspection at the surface, the fisherman may be able to custom design a tool to facilitate attachment to and removal of the fish. Other diagnostic tools may include electronic instruments and even downhole sonic or visual-bandwidth cameras. Inside grappling devices, usually called spears, generally have a tapered and threaded profile, enabling the fisherman to first guide the tool into the top of the fish, and then thread the fishing tool into the top of the fish so that recovery may be attempted. Outside grappling devices, usually called overshots, are fitted with threads or another shape that ""swallows"" the fish and does not release it as it is pulled out of the hole. Overshots are also fitted with a crude drilling surface at the bottom, so that the overshot may be lightly drilled over the fish, sometimes to remove rock or metallic junk that may be part of the sticking mechanism. Jars are mechanical downhole hammers, which enable the fisherman to deliver high-impact loads to the fish, far in excess of what could be applied in a quasi-static pull from the surface.",Noun,Drilling,https://glossary.slb.com/en/terms/f/fishing_tool
fish,"Anything left in a wellbore. It does not matter whether the fish consists of junk metal, a hand tool, a length of drillpipe or drill collars, or an expensive MWD and directional drilling package. Once the component is lost, it is properly referred to as simply ""the fish."" Typically, anything put into the hole is accurately measured and sketched, so that appropriate fishing tools can be selected if the item must be fished out of the hole.",Noun,Drilling,https://glossary.slb.com/en/terms/f/fish
fixed-cutter bit,"A drilling tool that uses polycrystalline diamond compact (PDC) cutters to shear rock with a continuous scraping motion. These cutters are synthetic diamond disks about 1/8-in thick and about 1/2 to 1 in in diameter. PDC bits are effective at drilling shale formations, especially when used in combination with oil-base muds.",Noun,Drilling,https://glossary.slb.com/en/terms/f/fixed-cutter_bit
fingerboard,"The working platform approximately halfway up the derrick or mast in which the derrickman stores drillpipe and drill collars in an orderly fashion during trips out of the hole. The entire platform consists of a small section from which the derrickman works (called the monkeyboard), and several steel fingers with slots between them that keep the tops of the drillpipe in place.",Noun,Drilling,https://glossary.slb.com/en/terms/f/fingerboard
flowline,"The large-diameter metal pipe that connects the bell nipple under the rotary table to the possum belly at the mud tanks. The flowline is simply an inclined, gravity-flow conduit to direct mud coming out the top of the wellbore to the mud surface-treating equipment. When drilling certain highly reactive clays, called ""gumbo,"" the flowline may become plugged and require considerable effort by the rig crew to keep it open and flowing. In addition, the flowline is usually fitted with a crude paddle-type flow-measuring device commonly called a ""flow show"" that may give the driller the first indication that the well is flowing.",Noun,Drilling,https://glossary.slb.com/en/terms/f/flowline
flapper valve,"A check valve that has a spring-loaded plate (or flapper) that may be pumped through, generally in the downhole direction, but closes if the fluid attempts to flow back through the drillstring to the surface. This reverse flow might be encountered either due to a U-tube effect when the bulk density of the mud in the annulus is higher than that inside the drillpipe, or a well control event.",Noun,Drilling,https://glossary.slb.com/en/terms/f/flapper_valve
float joint,"A full-sized length of casing placed at the bottom of the casing string that is usually left full of cement on the inside to ensure that good cement remains on the outside of the bottom of the casing. If cement were not left inside the casing in this manner, the risk of overdisplacing the cement (due to improper casing volume calculations, displacement mud volume measurements, or both) would be significantly higher. Hence, the well designer plans on a safety margin of cement left inside the casing to guarantee that the fluid left outside the casing is good-quality cement. A float collar is placed at the top of the float joint and a float shoe placed at the bottom to prevent reverse flow of cement back into the casing after placement. There can be one, two or three joints of casing used for this purpose.",Noun,Drilling,https://glossary.slb.com/en/terms/f/float_joint
free water,"Water that is mobile, available to flow, and not bound to surfaces of grains or minerals in rock.",Noun,Geology,https://glossary.slb.com/en/terms/f/free_water
formation pressure,"The pressure of fluids within the pores of a reservoir, usually hydrostatic pressure, or the pressure exerted by a column of water from the formation's depth to sea level. When impermeable rocks such as shales form as sediments are compacted, their pore fluids cannot always escape and must then support the total overlying rock column, leading to anomalously high formation pressures. Because reservoir pressure changes as fluids are produced from a reservoir, the pressure should be described as measured at a specific time, such as initial reservoir pressure.",Noun,Geology,https://glossary.slb.com/en/terms/f/formation_pressure
flow line,"The large-diameter metal pipe that connects the bell nipple under the rotary table to the possum belly at the mud tanks. The flowline is simply an inclined, gravity-flow conduit to direct mud coming out the top of the wellbore to the mud surface-treating equipment. When drilling certain highly reactive clays, called ""gumbo,"" the flowline may become plugged and require considerable effort by the rig crew to keep it open and flowing. In addition, the flowline is usually fitted with a crude paddle-type flow-measuring device commonly called a ""flow show"" that may give the driller the first indication that the well is flowing.",Noun,Drilling,https://glossary.slb.com/en/terms/f/flow_line
formation damage,"Alteration of the far-field or virgin characteristics of a producing formation, usually by exposure to drilling fluids. The water or solid particles in the drilling fluids, or both, tend to decrease the pore volume and effective permeability of the producible formation in the near-wellbore region. At least two mechanisms are at work. First, solid particles from the drilling fluid physically plug or bridge across flowpaths in the porous formation. Second, when water contacts certain clay minerals in the formation, the clay typically swells, increasing in volume and decreasing the pore volume. Third, chemical reactions between the drilling fluid and the formation rock and fluids can precipitate solids or semisolids that plug pore spaces. One approach to minimize formation damage is to use drill-in or completion fluids that are specially formulated to avoid damage to the formation when drilling pay zones, rather than ordinary drilling fluids.",Noun,Drilling,https://glossary.slb.com/en/terms/f/formation_damage
formation evaluation while drilling,"Also known as logging while drilling or LWD, the measurement of formation properties during the excavation of the hole, or shortly thereafter, through the use of tools integrated into the bottomhole assembly. LWD, while sometimes risky and expensive, has the advantage of measuring properties of a formation before drilling fluids invade deeply. Further, many wellbores prove to be difficult or even impossible to measure with conventional wireline tools, especially highly deviated wells. In these situations, the LWD measurement ensures that some measurement of the subsurface is captured in the event that wireline operations are not possible. Timely LWD data can also be used to guide well placement so that the wellbore remains within the zone of interest or in the most productive portion of a reservoir, such as in highly variable shale reservoirs.",Noun,Drilling,https://glossary.slb.com/en/terms/f/formation_evaluation_while_drilling
fluid caliper,"A wellbore survey in which the annular volume of a hole is mathematically calculated with a flowmeter and a marker. The drilling fluid in the hole is used as an analog to determine the amount of cement needed to circulate back to surface. It does not affect drilling fluid density or weight and can be surveyed while drilling. A fluid caliper can be run on any string to any depth. It can be run with circulation loss, but not with entirely lost returns.",Noun,Drilling,https://glossary.slb.com/en/terms/f/fluid_caliper
gas show,"Gas that rises to the surface, usually detected because it reduces the density of the drilling mud. Gas detectors, which the mud logger monitors, measure combustible gases (methane, ethane, butane and others). The mud logger reports total gas, individual gas components, or both, on the mud log. In extreme cases, gas visibly bubbles out of the mud as it returns to the surface. Because the mud does not circulate to the surface for a considerable time, sometimes lagging several hours after a formation is drilled, a gas show may be representative of what happened in the wellbore hours (or many feet) prior to the current total depth of the well.",Noun,Drilling,https://glossary.slb.com/en/terms/g/gas_show
gauge hole,"A wellbore that is essentially the same diameter as the bit that was used to drill it. It is common to find well-consolidated sandstones and carbonate rocks that remain gauge after being drilled. For clays, it is common for the hole to slowly enlarge with the passing of time, especially if water-base muds are being used. Bit gauges, rings of defined circumference, are slipped around drill bits to detect and measure wear, which reduces the circumference of the bit during drilling.",Noun,Drilling,https://glossary.slb.com/en/terms/g/gauge_hole
gumbo,"A generic term for soft, sticky, swelling clay formations that are frequently encountered in surface holes offshore or in sedimentary basins onshore near seas. This clay fouls drilling tools and plugs piping, both severe problems for drilling crews.",Noun,Drilling,https://glossary.slb.com/en/terms/g/gumbo
guide shoe,"A tapered, often bullet-nosed piece of equipment often found on the bottom of a casing string. The device guides the casing toward the center of the hole and minimizes problems associated with hitting rock ledges or washouts in the wellbore as the casing is lowered into the well. The outer portions of the guide shoe are made from steel, generally matching the casing in size and threads, if not steel grade. The inside (including the taper) is generally made of cement or thermoplastic, since this material must be drilled out if the well is to be deepened beyond the casing point. It differs from a float shoe in that it lacks a check valve.",Noun,Drilling,https://glossary.slb.com/en/terms/g/guide_shoe
geosteer,"To control the direction of a well based on the results of downhole geological logging measurements rather than three-dimensional targets in space, usually to keep a directional wellbore within a pay zone. In mature areas, geosteering may be used to keep a wellbore in a particular section of a reservoir to minimize gas or water breakthrough and maximize economic production from the well.",Verb,Drilling,https://glossary.slb.com/en/terms/g/geosteer
Geronimo line,"A steel cable attached to the rig derrick or mast near the work platform for the derrickman. This cable is anchored at surface level (on a vessel or the Earth) away from the mast in a loose catenary profile, and fitted with a handle and hand brake that is stored at the top. The escape line provides a rapid escape path for the derrickman should well conditions or massive mechanical failure warrant. In such a case the derrickman would disconnect his safety belt from the rig, rehook it over the escape line if time permitted, firmly grip the tee-bar handle and ride the trolley down the cable while holding on to the handle with his hands. The escape line is also known as the ""Geronimo line.""",Noun,Drilling,https://glossary.slb.com/en/terms/g/geronimo_line
graveyard tour,"The overnight work shift of a drilling crew. Drilling operations usually occur around the clock because of the cost to rent a rig. As a result, there are usually two separate crews working twelve-hour tours to keep the operation going. Some companies prefer three eight-hour tours. The graveyard tour is the shift that begins at midnight. (Pronounced ""tower"" in many areas.)",Noun,Drilling,https://glossary.slb.com/en/terms/g/graveyard_tour
gas-cut mud,"A drilling fluid (or mud) that has gas (air or natural gas) bubbles in it, resulting in a lower bulk, unpressurized density compared with a mud not cut by gas. The density of gas-cut mud can be measured accurately using a pressurized mud balance. Defoamer chemicals added to the mud or a mechanical vacuum pump degasser can liberate the trapped gas. The derrickman periodically measures mud density and communicates the results to the drilling crew via an intercom, typically reporting something like ""9.6 heavy,"" ""10.4,"" or ""13.2 light,"" indicating more than 9.6 pounds per gallon, 10.4 pounds per gallon, or less than 13.2 pounds per gallon, respectively. Each tenth of a pound per gallon is referred to as a ""point"" of mud weight. Note that for this low-accuracy measurement, no direct mention of gas cut is made. A gas cut is inferred only if the mud returning to the surface is significantly less dense than it should be. In the case of the mud logger's measurement, ""units"" of gas (having virtually no absolute meaning) are reported. For the mud logger's measurement, a direct indication of combustible gases is made, with no direct correlation to mud weight.",Noun,Drilling,https://glossary.slb.com/en/terms/g/gas-cut_mud
gamma ray log,A common and inexpensive measurement of the natural emission of gamma rays by a formation. Gamma ray logs are particularly helpful because shales and sandstones typically have different gamma ray signatures that can be correlated readily between wells.,Noun,Drilling,https://glossary.slb.com/en/terms/g/gamma_ray_log
gravity toolface,"Toolface angle used for deviated wells. Gravity toolface is the angle of the borehole survey instrument within the wellbore measured clockwise relative to up and in the plane perpendicular to the wellbore axis; the high side (maximum build), maximum right, low side (maximum drop) and maximum left directions have gravity toolface angles of 0°, 90°, 180° and 270°, respectively.",Noun,Drilling,https://glossary.slb.com/en/terms/g/gravity_toolface
geosteering,"The intentional directional control of a well based on the results of downhole geological logging measurements rather than three-dimensional targets in space, usually to keep a directional wellbore within a pay zone. In mature areas, geosteering may be used to keep a wellbore in a particular section of a reservoir to minimize gas or water breakthrough and maximize economic production from the well.",Noun,Drilling,https://glossary.slb.com/en/terms/g/geosteering
goose neck,"An inverted ""U"" shaped section of rigid piping normally used as a conduit for high-pressure drilling fluid. In particular, the term is applied to a structure that connects the top of a vertical standpipe running up the side of a derrick or mast to a flexible kelly hose that in turn is connected to another gooseneck between the flexible line and the swivel.",Noun,Drilling,https://glossary.slb.com/en/terms/g/goose_neck
high-side toolface,"Toolface angle used for deviated wells. High-side toolface is the angle of the borehole survey instrument within the wellbore measured clockwise relative to up and in the plane perpendicular to the wellbore axis; the high side (maximum build), maximum right, low side (maximum drop) and maximum left directions have high-side toolface angles of 0°, 90°, 180° and 270°, respectively.",Noun,Drilling,https://glossary.slb.com/en/terms/h/high-side_toolface
gooseneck,"An inverted ""U"" shaped section of rigid piping normally used as a conduit for high-pressure drilling fluid. In particular, the term is applied to a structure that connects the top of a vertical standpipe running up the side of a derrick or mast to a flexible kelly hose that in turn is connected to another gooseneck between the flexible line and the swivel.",Noun,Drilling,https://glossary.slb.com/en/terms/g/gooseneck
hydrostatic pressure,"The normal, predicted pressure for a given depth, or the pressure exerted per unit area by a column of freshwater from sea level to a given depth. Abnormally low pressure might occur in areas where fluids have been drained, such as a depleted hydrocarbon reservoir. Abnormally high pressure might occur in areas where burial of water-filled sediments by an impermeable sediment such as clay was so rapid that fluids could not escape and the pore pressure increased with deeper burial.",Noun,Geology,https://glossary.slb.com/en/terms/h/hydrostatic_pressure
"high-pressure, high-temperature","Pertaining to wells that are hotter or higher pressure than most. The term came into use upon the release of the Cullen report on the Piper Alpha platform disaster in the UK sector of the North Sea, along with the contemporaneous loss of the Ocean Odyssey semisubmersible drilling vessel in Scottish jurisdictional waters. In the UK, HPHT is formally defined as a well having an undisturbed bottomhole temperature of greater than 300 degF [149 degC] and a pore pressure of at least 0.8 psi/ft (~15.3 lbm/galUS) or requiring a BOP with a rating in excess of 10,000 psi [68.95 MPa]. Although the term was coined relatively recently, wells meeting the definition have been safely drilled and completed around the world for decades.",Adjective,Drilling,https://glossary.slb.com/en/terms/h/high-pressure_high-temperature
hydrostatic head,The height of a column of freshwater that exerts pressure at a given depth. Some authors use the term synonymously with hydrostatic pressure.,Noun,Geology,https://glossary.slb.com/en/terms/h/hydrostatic_head
hydrogen sulfide,"[H2S] An extraordinarily poisonous gas with a molecular formula of H2S. At low concentrations, H2S has the odor of rotten eggs, but at higher, lethal concentrations, it is odorless. H2S is hazardous to workers and a few seconds of exposure at relatively low concentrations can be lethal, but exposure to lower concentrations can also be harmful. The effect of H2S depends on duration, frequency and intensity of exposure as well as the susceptibility of the individual. Hydrogen sulfide is a serious and potentially lethal hazard, so awareness, detection and monitoring of H2S is essential. Since hydrogen sulfide gas is present in some subsurface formations, drilling and other operational crews must be prepared to use detection equipment, personal protective equipment, proper training and contingency procedures in H2S-prone areas. Hydrogen sulfide is produced during the decomposition of organic matter and occurs with hydrocarbons in some areas. It enters drilling mud from subsurface formations and can also be generated by sulfate-reducing bacteria in stored muds. H2S can cause sulfide-stress-corrosion cracking of metals. Because it is corrosive, H2S production may require costly special production equipment such as stainless steel tubing. Sulfides can be precipitated harmlessly from water muds or oil muds by treatments with the proper sulfide scavenger. H2S is a weak acid, donating two hydrogen ions in neutralization reactions, forming HS- and S-2 ions. In water or water-base muds, the three sulfide species, H2S and HS- and S-2 ions, are in dynamic equilibrium with water and H+ and OH- ions. The percent distribution among the three sulfide species depends on pH. H2S is dominant at low pH, the HS- ion is dominant at mid-range pH and S2 ions dominate at high pH. In this equilibrium situation, sulfide ions revert to H2S if pH falls. Sulfides in water mud and oil mud can be quantitatively measured with the Garrett Gas Train according to procedures set by API.",Noun,Drilling,https://glossary.slb.com/en/terms/h/hydrogen_sulfide
HPHT,"Pertaining to wells that are hotter or higher pressure than most. The term came into use upon the release of the Cullen report on the Piper Alpha platform disaster in the UK sector of the North Sea, along with the contemporaneous loss of the Ocean Odyssey semisubmersible drilling vessel in Scottish jurisdictional waters. In the UK, HPHT is formally defined as a well having an undisturbed bottomhole temperature of greater than 300 degF [149 degC] and a pore pressure of at least 0.8 psi/ft (~15.3 lbm/galUS) or requiring a BOP with a rating in excess of 10,000 psi [68.95 MPa]. Although the term was coined relatively recently, wells meeting the definition have been safely drilled and completed around the world for decades.",Adjective,Drilling,https://glossary.slb.com/en/terms/h/hpht
horizontal drilling,"A subset of the more general term ""directional drilling,"" used where the departure of the wellbore from vertical exceeds about 80°. Note that some horizontal wells are designed such that after reaching true 90° horizontal, the wellbore may actually start drilling upward. In such cases, the angle past 90° is continued, as in 95°, rather than reporting it as deviation from vertical, which would then be 85°. Because a horizontal well typically penetrates a greater length of the reservoir, it can offer significant production improvement over a vertical well.",Noun,Drilling,https://glossary.slb.com/en/terms/h/horizontal_drilling
hostile environment,"A particularly difficult set of well conditions that may detrimentally affect steel, elastomers, mud additives, electronics, or tools and tool components. Such conditions typically include excessive temperatures, the presence of acid gases (H2S, CO2), chlorides, high pressures and, more recently, extreme measured depths.",Noun,Drilling,https://glossary.slb.com/en/terms/h/hostile_environment
HWDP,"A type of drillpipe whose walls are thicker and collars are longer than conventional drillpipe. HWDP tends to be stronger and has higher tensile strength than conventional drillpipe, so it is placed near the top of a long drillstring for additional support.",Noun,Drilling,https://glossary.slb.com/en/terms/h/hwdp
H2S,"[H2S] An extraordinarily poisonous gas with a molecular formula of H2S. At low concentrations, H2S has the odor of rotten eggs, but at higher, lethal concentrations, it is odorless. H2S is hazardous to workers and a few seconds of exposure at relatively low concentrations can be lethal, but exposure to lower concentrations can also be harmful. The effect of H2S depends on duration, frequency and intensity of exposure as well as the susceptibility of the individual. Hydrogen sulfide is a serious and potentially lethal hazard, so awareness, detection and monitoring of H2S is essential. Since hydrogen sulfide gas is present in some subsurface formations, drilling and other operational crews must be prepared to use detection equipment, personal protective equipment, proper training and contingency procedures in H2S-prone areas. Hydrogen sulfide is produced during the decomposition of organic matter and occurs with hydrocarbons in some areas. It enters drilling mud from subsurface formations and can also be generated by sulfate-reducing bacteria in stored muds. H2S can cause sulfide-stress-corrosion cracking of metals. Because it is corrosive, H2S production may require costly special production equipment such as stainless steel tubing. Sulfides can be precipitated harmlessly from water muds or oil muds by treatments with the proper sulfide scavenger. H2S is a weak acid, donating two hydrogen ions in neutralization reactions, forming HS- and S-2 ions. In water or water-base muds, the three sulfide species, H2S and HS- and S-2 ions, are in dynamic equilibrium with water and H+ and OH- ions. The percent distribution among the three sulfide species depends on pH. H2S is dominant at low pH, the HS- ion is dominant at mid-range pH and S2 ions dominate at high pH. In this equilibrium situation, sulfide ions revert to H2S if pH falls. Sulfides in water mud and oil mud can be quantitatively measured with the Garrett Gas Train according to procedures set by API.",Noun,Drilling,https://glossary.slb.com/en/terms/h/h2s
HHP,"A measure of the energy per unit of time that is being expended across the bit nozzles. It is commonly calculated with the equation HHP=P*Q/1714, where P stands for pressure in pounds per square in., Q stands for flow rate in gallons per minute, and 1714 is a conversion factor necessary to yield HHP in terms of horsepower. Bit manufacturers often recommend that fluid hydraulics energy across the bit nozzles be in a particular HHP range, for example 2.0 to 7.0 HHP, to ensure adequate bit tooth and bottom-of-hole cleaning (the minimum HHP) and to avoid premature erosion of the bit itself (the maximum HHP).",Noun,Drilling,https://glossary.slb.com/en/terms/h/hhp
hook,"The high-capacity J-shaped equipment used to hang various other equipment, particularly the swivel and kelly, the elevator bails or topdrive units. The hook is attached to the bottom of the traveling block and provides a way to pick up heavy loads with the traveling block. The hook is either locked (the normal condition) or free to rotate, so that it may be mated or decoupled with items positioned around the rig floor, not limited to a single direction.",Noun,Drilling,https://glossary.slb.com/en/terms/h/hook
hardbanding,"A process in which a wear-resistant alloy is applied to the tool joints of drillpipe or drill collars to prolong the life of oilfield tubulars. Hardbanding is applied where rotational and axial friction associated with drilling and tripping create excessive abrasive wear between drillstring and casing, or between drillstring and rock. Hard alloy overlays are applied to the points of greatest contact, typically using advanced welding techniques. Typical alloys used in this process range from ultra-wear resistant tungsten carbide, to less abrasive chromium carbide, titanium carbide and borides. Some hardbanding processes take a different approach to reducing wear in tubulars, using materials that achieve a low coefficient of friction used to protect the drillstring from abrasion. ",Noun,Drilling,https://glossary.slb.com/en/terms/h/hardbanding
hammer union,A connection common in the oil industry consisting of two joints coupled by a threaded nut. Protrusions on the nut are hit with a sledgehammer to tighten the connection and energize the seals. Hammer unions are commonly used on treating iron because of their ability to be quickly made up or broken down.,Noun,Drilling,https://glossary.slb.com/en/terms/h/hammer_union
heavyweight drillpipe,"A type of drillpipe whose walls are thicker and collars are longer than conventional drillpipe. HWDP tends to be stronger and has higher tensile strength than conventional drillpipe, so it is placed near the top of a long drillstring for additional support.",Noun,Drilling,https://glossary.slb.com/en/terms/h/heavyweight_drillpipe
hook load,"The total force pulling down on the hook. This total force includes the weight of the drillstring in air, the drill collars and any ancillary equipment, reduced by any force that tends to reduce that weight. Some forces that might reduce the weight include friction along the wellbore wall (especially in deviated wells) and, importantly, buoyant forces on the drillstring caused by its immersion in drilling fluid. If the BOPs are closed, any pressure in the wellbore acting on the cross-sectional area of the drillstring in the BOPs will also exert an upward force.",Noun,Drilling,https://glossary.slb.com/en/terms/h/hook_load
hopper,"In general, a funnel-shaped device used to transfer products. The hopper is often at the bottom of any container for holding or using bulk products, especially drilling fluid additives and cementing material.",Noun,Drilling,https://glossary.slb.com/en/terms/h/hopper
hydraulic horsepower,"A measure of the energy per unit of time that is being expended across the bit nozzles. It is commonly calculated with the equation HHP=P*Q/1714, where P stands for pressure in pounds per square in., Q stands for flow rate in gallons per minute, and 1714 is a conversion factor necessary to yield HHP in terms of horsepower. Bit manufacturers often recommend that fluid hydraulics energy across the bit nozzles be in a particular HHP range, for example 2.0 to 7.0 HHP, to ensure adequate bit tooth and bottom-of-hole cleaning (the minimum HHP) and to avoid premature erosion of the bit itself (the maximum HHP).",Noun,Drilling,https://glossary.slb.com/en/terms/h/hydraulic_horsepower
BGG,"An average or baseline measure of gas entrained in circulating mud. This baseline trend pertains to gas that is liberated downhole while drilling through a uniform lithologic interval at a constant rate of penetration. The gas is typically obtained from a suction line above the gas trap located immediately upstream of the shale shaker screens, where the gas evolves out of the mud. Oil-based mud systems tend to produce higher background gas values than do water-based muds.",Noun,Drilling,https://glossary.slb.com/en/terms/b/bgg
bell nipple,An enlarged pipe at the top of a casing string that serves as a funnel to guide drilling tools into the top of a well. The bell nipple is usually fitted with a side outlet to permit drilling fluids to flow back to the surface mud treating equipment through another inclined pipe called a flowline.,Noun,Drilling,https://glossary.slb.com/en/terms/b/bell_nipple
