Term,Definition,Grammatical Label,Topic,URL
fracture networks,"Patterns in multiple fractures that intersect with each other. Fractures are formed when rock is stressed or strained, as by the forces associated with plate-tectonic activity. When multiple fractures are propagated, they often form patterns that are referred to as fracture networks. These networks are studied using a number of mathematical and statistical techniques and may even be represented using fractals. Fracture networks may make an important contribution to both the storage (porosity) and the fluid flow rates (permeability or transmissability) of formations.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/f/fracture_networks
Fourier analysis,The process of decomposing a function of time or space into a sum (or integral) of sinusoidal functions (sines or cosines) with specific amplitudes and phases.,Noun,Geophysics,https://glossary.slb.com/en/terms/f/fourier_analysis
flow model,A model of a reservoir in which the steady-state flow and the advective transport are described in two or three dimensions by a computer program. A flow model is an essential component of a reservoir simulator. Flow models are often derived from the petrophysical characteristics of a reservoir (especially porosities and permeabilities) and then the model is adjusted and refined until it correctly predicts the reservoir's past behavior and can match the historical pressure and production data.,Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/f/flow_model
fluid flow,"The movement of fluid through pores and fractures within permeable rocks in a reservoir. Generally, the fluid flow is assumed to follow Darcy's law, so the fluid flow may be simulated with a model of the reservoir.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/f/fluid_flow
flow simulation,"The dynamic simulation of fluids through a reservoir model over time. When the simulation correctly recreates the past reservoir performance, it is said to be ""history matched,"" and a higher degree of confidence placed in its ability to predict the future fluid behavior in the reservoir.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/f/flow_simulation
Gaussian techniques,"A parametric approach to stochastic imaging or simulation of a reservoir. Simpler than the indicator (nonparametric) approach, Gaussian techniques include a normal score transform of the data to produce a new variable that is, by construction, univariate and normally distributed.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/g/gaussian_techniques
Gaussian collocated cosimulation,"An algorithm built on a Markov-type hypothesis, whereby collocated secondary information is assumed to screen out secondary data from farther away. The method allows the direct cosimulation of several interdependent variables, integrating several different sources of soft information.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/g/gaussian_collocated_cosimulation
greedy algorithm,A mathematical procedure used to improve computer usage in simulated annealing runs. The procedure uses a fast swapping technique to match model semivariograms to actual semivariogram data.,Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/g/greedy_algorithm
geostatistical modeling,"The process of generating models of the subsurface using geostatistical methods. The methods derive a detailed model using only sparse data (such as logs and cores from a few wells in a large area) and a knowledge of the depositional systems and structural settings to estimate the subsurface characteristics between the wells. These methods were originally developed in the mining industry, where boreholes are generally much closer, and later were adapted for use in the oil and gas industry. Geostatistical models are used for reservoir simulation and reservoir management.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/g/geostatistical_modeling
gridding,"The act of determining values for grid elements on a map. The grid element values are chosen from nearby data points. Methods are deterministic and use linear and nonlinear interpolation methods, or may be statistical and use geostatistical approaches such as kriging. Gridding is usually applied to one characteristic per map, such as structure, thickness, porosity, permeability or saturation.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/g/gridding
geostatistics,"The study of samples of data from a complete dataset (or population) to attempt to estimate the behavior of the population. Typically, geostatistics is applied during the creation of high-resolution subsurface models of mineral deposits or oil reservoirs. The data are available only from well cores and logs (high vertical resolution but laterally infrequent data samples) and from surface seismic (low vertical resolution) data. Geostatistically derived reservoir models, when successful, are used in reservoir simulations and for reservoir management.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/g/geostatistics
gridding algorithm,"A computational procedure incorporated in methods for determining the values to be assigned to grid elements on a map. The deterministic gridding algorithms are mostly simpler interpolation; the stochastic approaches include the geostatistical methods, among them kriging.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/g/gridding_algorithm
geostatistical methods,"Techniques that are applied to reservoir characterization using various statistical approaches to estimate the geological characteristics of formations at a distance from known points, such as within wellbores. These techniques include the use of semivariograms, kriging and multivariate analysis.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/g/geostatistical_methods
glyph,"A diagram that displays multivariate data. A good choice of glyph design can aid the recognition of complex similarities or distinctions in a set of data. A well-known example of an oilfield glyph is the Stiff diagram, which shows the patterns of cations and anions in fluids.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/g/glyph
highstand systems tract,"A systems tract bounded below by a downlap surface and above by a sequence boundary, commonly abbreviated as HST. This systems tract is characterized by an aggradational to progradational parasequence set.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/h/highstand_systems_tract
hierarchical cluster analysis,"A method of cluster analysis in which the distance between every pair of data points is determined and the relative distances displayed on a dendogram. This method is completely accurate but is very CPU intensive when the data set has a large number of data points. For large numbers of data points, the k-means method is usually preferred. This method is sometimes used after the data have first been transformed into their principal components. The method is one possible approach to electrofacies calculations.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/h/hierarchical_cluster_analysis
history matching,"The act of adjusting a model of a reservoir until it closely reproduces the past behavior of a reservoir. The historical production and pressures are matched as closely as possible. The accuracy of the history matching depends on the quality of the reservoir model and the quality and quantity of pressure and production data. Once a model has been history matched, it can be used to simulate future reservoir behavior with a higher degree of confidence, particularly if the adjustments are constrained by known geological properties in the reservoir.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/h/history_matching
Hough transform,"A method for detecting patterns of points in binary datasets. Data pairs on a plot are assigned slopes and offsets and then replotted in slope and offset space. The method has been used on wireline curve data and on image data, where dips and azimuths are used. The Hough transform can be used to obtain the Buckles number.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/h/hough_transform
harmonic,"Pertaining to structures in which the shapes of adjacent layers resemble or conform to one another. Folds of rock layers that have similar mechanical properties or competence tend to be harmonic, with little change in fold shape, symmetry or wavelength from one layer to the next.",Adjective,Geology,https://glossary.slb.com/en/terms/h/harmonic
Bayesian probability,A probability based on Bayes's theorem of interdependent events occurring interdependently.,Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/b/bayesian_probability
bivariate analysis,Analysis of two datasets that determines whether or not the data are related and describes the best relationship between them. Crossplots are often used to visualize potential bivariate relationships. Regression methods frequently help determine the best equation to fit to the data and the goodness of the fit.,Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/b/bivariate_analysis
Bayesian inference,An inference or deduction made using Bayes's theorem. Bayesian inference also is used in performing stochastic analyses of geological scenarios or building stochastic models of geological environments.,Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/b/bayesian_inference
Bayesian method,A method of updating distributions that requires that prior distributions of the required geological characteristics are defined and that calculation of the posterior distributions be based on an exact stochastic model.,Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/b/bayesian_method
Briggs color cube,"A system for color-coding three-dimensional information. This system is used in wireline log analysis to provide color shading in which the final color is determined by the values of three curves. One curve dictates the intensity of red, a second the intensity of green, and the third the intensity of blue. The final resulting color is the result of the three input curves. The input curves may be raw curves from the field or computed curves. When used for correlation work on cross sections, the curves must have been normalized to remove the effects of incorrect calibrations and borehole problems.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/b/briggs_color_cube
Brownian motion,The motion of atoms and molecules in fluids due to the temperature of the fluid. The motion appears to be random but is described by the relationships derived by Brown.,Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/b/brownian_motion
box plots,"A grid pattern laid over a representation of fractures. The number of boxes that contain a fracture is counted and plotted against the box size on logarithmic scales. The slope of the line is equal to minus the fractal dimension. This is sometimes referred to as the box ""dimension.""",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/b/box_plots
Boltzmann probability distribution,One of a number of possible distributions that may occur when the results of events are plotted. Boltzmann distributions were originally described from theoretical consideration on the probable interactions of molecules. It has been used in simulation of annealing and can be used for studying perturbations in geostatistical models.,Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/b/boltzmann_probability_distribution
Boolean simulation,"The development of a reservoir model by the use of objects. Reservoir models can be developed by adding together a series of objects (such as channel belts) in a fashion that honors the well data (logs, cores, etc.) and that satisfies all the geostatistical requirements of the model. Such models can be used to simulate the behavior of the fluids in a reservoir.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/b/boolean_simulation
classical reservoir modeling,"A conventional method of mapping reservoir parameters in two dimensions, x and y. The resulting map set usually includes the top and bottom structure map derived from seismic and well data and that are used to generate thickness maps, in addition to maps of other geological and petrophysical parameters produced by standard interpolation techniques. These techniques are appropriate for describing reservoirs that are reasonably continuous and not too heterogeneous. They are usually much faster than full 3D techniques or geostatistical methods, but may be inaccurate when applied to description of complex, heterogeneous strata.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/c/classical_reservoir_modeling
correlate,"To seek a comparison or equivalence. Scientists attempt to compare or match up well log signatures, chemical signatures, seismic signatures, fossils and rock samples across wide areas to determine the equivalence, extent, thickness, quality, relative age or other properties of stratigraphic units and rock bodies.",vt.,Geology,https://glossary.slb.com/en/terms/c/correlate
correlogram,"A graphical representation of the degree of agreement between segments of curves being correlated between different wells. The degree of lag (required shift), the amplitude of the peaks and the shapes of the peaks are parameters used to calculate the match in a correlogram.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/c/correlogram
correlation,A connection of points from well to well in which the data suggest that the points were deposited at the same time (chronostratigraphic) or have similar and related characteristics.,Noun,Geology,https://glossary.slb.com/en/terms/c/correlation
cluster,"A group of data points having similar characteristics. These points are usually found by cluster analysis, and are sometimes used to determine electrofacies from wireline data.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/c/cluster
cluster analysis,Mathematical techniques for summarizing large amounts of multidimensional data into groups. The two most popular techniques are:,Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/c/cluster_analysis
cumulative production,"The total amount of oil and gas recovered from a reservoir as of a particular time in the life of the field. Cumulative production can be referenced to a well, a field, or a basin.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/c/cumulative_production
cyclothem,"A succession of strata deposited during a single cycle of deposition. These sedimentary successions usually occur repeatedly, one above the other. The two main varieties are the cyclic units that are symmetrical cyclothems, and the rhythmic units that are asymmetrical cyclothems. Cyclic groupings of cyclothems are called megacyclothems, and cyclic groupings of megacyclothems are called hypercyclothems. Cyclothems are thought to be due to natural cycles, such as changes in sea levels related to changes in the volume of polar ice caps.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/c/cyclothem
crossplot,"A two-dimensional plot with one variable scaled in the vertical (Y) direction and the other in the horizontal (X) axis. The scales are usually linear but may be other functions, such as logarithmic. Additional dimensions may be represented by using color or symbols on the data points. These plots are common tools in the interpretation of petrophysical and engineering data.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/c/crossplot
cokriging,"A form of kriging that involves multiple variables. For example, well data may be used to generate one semivariogram, and three-dimensional seismic data used to generate another. Both semivariograms, along with a cross-variogram model, can then be used to generate a cokriged map.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/c/cokriging
compartmentalization,The geological segmentation of once continuous reservoirs into isolated compartments. Reservoirs that have become compartmentalized require different approaches to interpretation and production than continuous reservoirs. The degree of compartmentalization may vary as a consequence of production.,Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/c/compartmentalization
compartment,"The productive segment of an oil or gas field that is not in fluid communication with the remainder of the field. Productive compartments may become isolated at the time of accumulation by depositional processes or become isolated after deposition and burial by diagenesis or by structural changes, such as faulting.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/c/compartment
coherence map,"A map that displays the degree of correlation between wells as a vector that points from one well to another, the length of the vector being related to the degree of correlation from a correlogram. These maps are used in automatic correlation of well logs across a field and indicate where formations are continuous or are terminated.

Reference: Poelchau HS: Coherence Mapping - An Automated Approach to Display Goodness-of-Correlation Between Wells in a Field, Mathematical Geology 19, no. 8 (1987): 833-850.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/c/coherence_map
coherence vector map,"A map that displays the degree of correlation between wells as a vector that points from one well to another, the length of the vector being related to the degree of correlation from a correlogram. These maps are used in automatic correlation of well logs across a field and indicate where formations are continuous or are terminated.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/c/coherence_vector_map
conditional simulation,"A geostatistical tool that yields a quantitative measure of the error in a map. It is performed when multiple maps have been created using kriging or cokriging and where each map has similar mean and variance as the control points, has approximately the same semivariogram, and approximately honors the control points. If guide data are used, the average of the conditional simulation images is the kriging with external drift (KED) solution. In general, conditional simulation maps contain more detail than maps produced by kriging or KED, but require much more effort to produce.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/c/conditional_simulation
conical projection,"A projection of data from the apex of a cone in a three-dimensional plot onto a surface at the base of the cone. This projection often is performed in log analysis to remove a dimension and see what a data point would read in the absence of that dimension. For example, removal of shale effects in a plot of neutron, density and gamma ray data helps determine the mineralogy of a sample where the apex of the cone would represent the shale point in the plot. The M-N plot is a plot in which the fluid has been removed by conical projection from the neutron, density and sonic data to provide a porosity-independent plot that can be used to determine lithology.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/c/conical_projection
conceptual model,"A hypothetical model characterizing strata, generally strata deposited in one or a related set of environments. Conceptual models usually incorporate rules about possible geometries and successions of facies that can be included in a geological scenario. These often provide limitations to the interpretation of a given reservoir. Conceptual models commonly incorporate sequence stratigraphic concepts such as facies tracts, unconformities, flooding surfaces, erosional surfaces and parasequences. Conceptual models are often used in conjunction with geostatistical and classical technologies for reservoir characterization.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/c/conceptual_model
determinism,The use of deterministic methods to solve problems or find solutions to datasets.,Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/d/determinism
dip,"The magnitude of the inclination of a plane from horizontal. True, or maximum, dip is measured perpendicular to strike. Apparent dip is measured in a direction other than perpendicular to strike.",Noun,Geology,https://glossary.slb.com/en/terms/d/dip
dip fault,A fault whose primary movement is in the dip direction. Dip faults are also referred to as dip-slip faults.,Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/d/dip_fault
derivative logs,"Logs that have been calculated from other logs to find the rate at which a log is changing with depth. For example, the derivative caliper (rugosity) calculates the rate at which the caliper is changing from one depth to another. Bad hole conditions that cause the density log to produce incorrect measurements are usually more closely related to the rugosity of the hole than the hole size, so the rugosity curve is the more useful in this regard.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/d/derivative_logs
darcy,A standard unit of measure of permeability. One darcy describes the permeability of a porous medium through which the passage of one cubic centimeter of fluid having one centipoise of viscosity flowing in one second under a pressure differential of one atmosphere where the porous medium has a cross-sectional area of one square centimeter and a length of one centimeter. A millidarcy (mD) is one thousandth of a darcy and is a commonly used unit for reservoir rocks.,Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/d/darcy
depth control,The procedures and equipment used to measure and correlate depth to ensure that a treatment is applied at the correct position within the wellbore.,Noun,Well Completions,https://glossary.slb.com/en/terms/d/depth_control
depth correlation,The process of comparing and fixing measured depths with known features on baseline logs of the wellbore tubulars and the surrounding formation.,Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/d/depth_correlation
depth matching,"The practice of shifting depths of various data sets to a measurement that is known to be on depth. The general standard that is usually used is the first resistivity logs run, because those logs usually underwent the most rigorous depth control. Depth matching is usually applied to all wireline data, cores, borehole seismic data, and any other data taken in a well. Depth matching is a vital process in any well evaluation or any reservoir characterization exercise, so much so that, in its absence, accuracy and validity of the exercise must be questioned.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/d/depth_matching
deviation,"The angle at which a wellbore diverges from vertical. Wells can deviate from vertical because of the dips in the beds being drilled through. Wells can also be deliberately deviated by the use of a whipstock or other steering mechanism. Wells are often deviated or turned to a horizontal direction to increase exposure to producing zones, intersect a larger number of fractures, or to follow a complex structure.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/d/deviation
deterministic methods,"Techniques that use equations or algorithms that have been previously developed for similar situations. These methods do not involve stochastic or statistical approaches. Deterministic methods are generally easier and faster to apply and readily lend themselves to computer applications. However, they may not provide the most detailed or the most accurate reservoir models.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/d/deterministic_methods
directional variograms,"Variograms and semivariograms that have a directional component in addition to the normal distance component. Directional variograms and semivariograms are commonly used where geological features are heterogeneous. For example, fluvial environments dominated by valleys, channels and point bars are likely to have directional components that are detectable and that will influence the behavior of fluids in these formations. Geostatistical models that use directional variograms can be expected to be more reliable in these circumstances.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/d/directional_variograms
distribution,"The variation in the values of a one-dimensional data set. There are a number of readily recognized, possible distributions known to statistics, each with mathematical definitions. Statisticians may endeavor to find whether a dataset is a good fit to any of the recognized distributions. Some examples include",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/d/distribution
domain,"The set of values an independent variable can take. For example, the independent variable of the time domain is time; and for the frequency domain, it is frequency.",Noun,Geophysics,https://glossary.slb.com/en/terms/d/domain
domainal fabric,"A structure made up of a number of superposed domains, usually of different size or wavelength. These are used in geostatistical work to describe statistical behaviors on small scales (such as porosity in thin sections) to large scales (such as porosity distributions in reservoirs).",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/d/domainal_fabric
domainal structure,"A structure made up of a number of superposed domains, usually of different size or wavelength. These are used in geostatistical work to describe statistical behaviors on small scales (such as porosity in thin sections) to large scales (such as porosity distributions in reservoirs).",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/d/domainal_structure
reservoir characterization,A model of a reservoir that incorporates all the characteristics of the reservoir that are pertinent to its ability to store hydrocarbons and also to produce them. Reservoir characterization models are used to simulate the behavior of the fluids within the reservoir under different sets of circumstances and to find the optimal production techniques that will maximize the production.,Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/r/reservoir_characterization
remaining oil saturation,"Fraction of pore volume occupied by oil at any location in a reservoir at any time during its life. Remaining oil saturation has no petrophysical significance beyond an assessment of the amount of oil remaining in the rock. Considered a snapshot of the reservoir, this assessment depends on the location in the reservoir and time of the measurement. This saturation is measured without regard to the displacement process or processes that produced it.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/r/remaining_oil_saturation
reservoir description,"Also called reservoir characterization, a model of a reservoir that incorporates all the characteristics of the reservoir that are pertinent to its ability to store hydrocarbons and also to produce them. Reservoir characterization models are used to simulate the behavior of the fluids within the reservoir under different sets of circumstances and to find the optimal production techniques that will maximize the production.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/r/reservoir_description
recovery,"The fraction of hydrocarbons that can or has been produced from a well, reservoir or field; also, the fluid that has been produced.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/r/recovery
reservoir communication,The flow of fluids from one part of a reservoir to another or from one reservoir to another. The term is often used to describe crossflow from one reservoir compartment to another.,Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/r/reservoir_communication
rock properties,The physical characteristics of reservoir rocks that enable them to store fluids and to allow fluids to flow through them. The main properties of interest are rock porosities and permeabilities.,Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/r/rock_properties
rock types,A set of characteristics that several rocks have in common. The characteristics of interest are usually those pertaining to fluid movement and fluid storage capacity.,Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/r/rock_types
random-walk method,A method of performing stochastic analysis on dynamic data. This method can be used in stochastic simulation of fluid behavior in reservoirs and fields.,Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/r/random-walk_method
ROS,"Abbreviation for remaining oil saturation. Fraction of pore volume occupied by oil at any location in a reservoir at any time during its life. Remaining oil saturation has no petrophysical significance beyond an assessment of the amount of oil remaining in the rock. Considered a snapshot of the reservoir, this assessment depends on the location in the reservoir and time of the measurement. This saturation is measured without regard to the displacement process or processes that produced it.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/r/ros
radius of curvature,"A method of following a trend between points by connecting the data points by segments of a circle such that the segments ""line up"" with each other smoothly. This method is used to plot out deviation surveys based on a limited number of survey points to find the path of a wellbore.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/r/radius_of_curvature
residual oil saturation,"Fraction of pore volume occupied by oil at the end of oil displacement that used a specific fluid. This reservoir engineering quantity signifies the ultimate recovery under a given displacement process and represents the endpoint of the relative permeability curves in reservoir simulation. The residual oil saturation quantity is the saturation achieved after an infinite number of pore volumes of the displacing fluid have flowed through a particular portion of reservoir rock. To define residual oil saturation, the displacement method and the type, volume, direction and velocity of the displacing fluid must be known. Residual oil saturation is the ratio of the immobile residual oil volume divided by the effective porosity.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/r/residual_oil_saturation
reservoir modeling,"The act of producing a model of a reservoir. The model could include any of the geological, fluid or other characteristics of the reservoir.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/r/reservoir_modeling
reservoir simulation,"A computer run of a reservoir model over time to examine the flow of fluid within the reservoir and from the reservoir. Reservoir simulators are built on reservoir models that include the petrophysical characteristics required to understand the behavior of the fluids over time. Usually, the simulator is calibrated using historic pressure and production data in a process referred to as ""history matching."" Once the simulator has been successfully calibrated, it is used to predict future reservoir production under a series of potential scenarios, such as drilling new wells, injecting various fluids or stimulation.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/r/reservoir_simulation
recovery forecast,"A prediction of the amount of production that will occur from a well, reservoir or field. This estimate is sometimes expressed as a fraction of the total hydrocarbons originally in place.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/r/recovery_forecast
regressive,"Pertaining to regression, the migration of shoreline into a basin during progradation due to a fall in relative sea level. Deposition during a regression can juxtapose shallow-water sediments atop deep-water sediments.",Adjective,Geology,https://glossary.slb.com/en/terms/r/regressive
regression,The migration of shoreline into a basin during progradation due to a fall in relative sea level. Deposition during a regression can juxtapose shallow-water sediments atop deep-water sediments.,Noun,Geology,https://glossary.slb.com/en/terms/r/regression
regression coefficient,"A quantification of the degree of 'goodness' of fit of a regression line to a dataset. A value of 0.5 represents random data with no dependence, and a coefficient of 1.0 represents a perfect fit with absolute dependence.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/r/regression_coefficient
Koch curve,A curve used to generate a certain type of fractal geometry. Straight lines are replaced by regular polygons repeatedly. These curves look like a snowflake when displayed graphically and are used to illustrate that a curve has a fractal dimension D>1.,Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/k/koch_curve
k-means cluster analysis,"A clustering technique that begins with the assignment of the number of clusters to be found. Points that will represent the centroids of these clusters are then evenly dispersed through the data and moved as if by gravity until they settle into positions in the data clouds and cease to move. This technique is much faster than the hierarchical technique but not as accurate, and is often used in electrofacies analysis when large data sets must be analyzed.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/k/k-means_cluster_analysis
kurtosis,"A measure of a curve describing the statistical frequency distribution in the region about its mode; the relative ""peakedness"" of the distribution. This measure is used in the description of wireline curves and in schemes that attempt to correlate them from well to well.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/k/kurtosis
kriging weights,"The weights assigned to control points in kriging operations to minimize the variance, thus eliminating systematic estimation errors.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/k/kriging_weights
layer-cake geometry,"A highly simplified description of a geological scenario. Although sometimes used for ""quick and dirty"" simulation models, this description is often not appropriate for detailed or accurate work. Generally, layer-cake geometry is an oversimplification of actual structure and stratigraphy of a reservoir. It assumes that the reservoir comprises a stack of conformable layers.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/l/layer-cake_geometry
longitudinal plot,A plot of the longitudinal component of the dip vector computed from a dipmeter. Longitudinal plots are used in the statistical curvature analysis technique (SCAT) method of interpreting dipmeter data for geological structure. They are especially useful in doubly plunging dip situations.,Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/l/longitudinal_plot
lowstand systems tract,"A systems tract overlying a sequence boundary and overlain by a transgressive surface. Characterized by a progradational to aggradational parasequence set, this systems tract commonly includes a basin-floor fan, a slope fan and a lowstand wedge. It is often abbreviated as LST.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/l/lowstand_systems_tract
layer cake geometry,"A highly simplified description of a geological scenario. Although sometimes used for ""quick and dirty"" simulation models, this description is often not appropriate for detailed or accurate work. Generally, layer-cake geometry is an oversimplification of actual structure and stratigraphy of a reservoir. It assumes that the reservoir comprises a stack of conformable layers.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/l/layer_cake_geometry
