Term,Definition,Grammatical Label,Topic,URL
bullet perforating,"An early perforating method that used a hardened steel bullet or projectile, propelled by an explosive charge, to create a perforation tunnel. This method creates a low-permeability crushed zone and leaves the bullet and associated debris jammed at the end of the tunnel. Jet perforating is now the preferred method.",Noun,Perforating,https://glossary.slb.com/en/terms/b/bullet_perforating
booster,A small metal tube containing secondary high explosive that is crimped onto the end of the detonating cord. This explosive component is designed to provide reliable detonation transfer between perforating guns or other explosive devices and often serves as an auxiliary explosive charge to ensure detonation.,Noun,Perforating,https://glossary.slb.com/en/terms/b/booster
carrier gun,"A perforating gun, consisting of a loading tube and shaped charges. The shaped charges are housed inside a metal tube or pipe known as a carrier. The carrier protects the charges against well fluids.",Noun,Perforating,https://glossary.slb.com/en/terms/c/carrier_gun
capsule gun,"An exposed gun system used primarily in wireline operations. This gun system has shaped charges that are housed in individual pressure-tight capsules mounted on a metal strip, which is lowered into the well. Each pressure-tight capsule, along with the entire string, is thus exposed to well fluids.",Noun,Perforating,https://glossary.slb.com/en/terms/c/capsule_gun
casing gun,"A perforating gun assembly designed to be used in a wellbore before the production tubulars or completion equipment have been installed, thus allowing access for a larger diameter gun assembly. Casing guns are typically 3- to 5-in in diameter and carry up to four perforating charges per foot.",Noun,Perforating,https://glossary.slb.com/en/terms/c/casing_gun
casing collar locator (CCL),A downhole tool used to confirm or correlate treatment depth using known reference points on the casing string. The casing collar locator is an electric logging tool that detects the magnetic anomaly caused by the relatively high mass of the casing collar. A signal is transmitted to surface equipment that provides a screen display and printed log enabling the output to be correlated with previous logs and known casing features such as pup joints installed for correlation purposes.,Noun,Perforating,https://glossary.slb.com/en/terms/c/casing_collar_locator_ccl
casing collar log,"A log provided by a casing collar locator tool that generally incorporates a gamma ray log to correlate the relative position of casing string features, such as the location of a pup joint, with the reservoir or formation of interest.",Noun,Perforating,https://glossary.slb.com/en/terms/c/casing_collar_log
chemical cutter,"A downhole tool run on wireline to sever tubing at a predetermined point when the tubing string becomes stuck. When activated, the chemical cutter use a small explosive charge to forcefully direct high-pressure jets of highly corrosive material in a circumferential pattern against the tubular wall. The nearly instantaneous massive corrosion of the surrounding tubing wall creates a relatively even cut with minimal distortion of the tubing, aiding subsequent fishing operations.",Noun,Perforating,https://glossary.slb.com/en/terms/c/chemical_cutter
crushed zone,"The rubblized rock just below the tooth of a rock bit. Rock in the crushed zone fails due to the high compressive stress placed on it by the bit tooth (in the case of a roller-cone bit). The effective creation of and removal of crushed zone rock is important to the efficiency of the drill bit. If the rock is not broken and removed efficiently, the result is akin to effectively drilling the hole twice.",Noun,Drilling,https://glossary.slb.com/en/terms/c/crushed_zone
detonate,To set off an explosive material. Explosive sources are used in seismic acquisition and explosive charges are used to perforate wells in preparation for production or injection.,Verb,Perforating,https://glossary.slb.com/en/terms/d/detonate
deep penetrating charge,"A perforating charge designed to provide a long perforation tunnel, such as may be required to bypass any near-wellbore damage. Specially designed deep-penetrating charges achieve this additional length while retaining a medium-sized entrance hole, an important consideration in high-shot density applications.",Noun,Perforating,https://glossary.slb.com/en/terms/d/deep_penetrating_charge
damaged zone,"The area surrounding the wellbore that has been harmed by the drilling process, generally as a result of mud or cement-filtrate invasion. Near-wellbore damage can significantly affect productivity and is typically easier to prevent than it is to cure. Although almost always present, a lightly damaged zone around the wellbore can be bypassed by perforation tunnels to create connecting conduits from the wellbore to the undamaged reservoir formation. More severe cases of damage may require a matrix-acidizing treatment to restore the natural permeability, or a hydraulic fracturing treatment to create a new high-conductivity flow path to the reservoir.",Noun,Perforating,https://glossary.slb.com/en/terms/d/damaged_zone
detonating cord,"A cord containing high-explosive material sheathed in a flexible outer case, which is used to connect the detonator to the main high explosive. This provides an extremely rapid initiation sequence that can be used to fire several charges simultaneously.",Noun,Perforating,https://glossary.slb.com/en/terms/d/detonating_cord
detonator,"A small, electrically activated explosive charge that explodes a larger charge. Detonators, also called caps, seismic caps or blasting caps, are used for seismic acquisition with an explosive source to achieve consistent timing of detonation.",Noun,Geophysics,https://glossary.slb.com/en/terms/d/detonator
dropoff gun,"A perforating gun assembly designed to be detached from the tubing or running string after firing. The detached assembly can then drop, or be pushed, to the bottom of the well depending on deviation and production requirements. Dropoff gun assemblies often are used in underbalanced perforating applications, eliminating the need to kill the well to recover the spent gun assembly. In such cases, the wellbore will be designed to accommodate the spent gun assembly without compromising productivity, while recovery of the gun assembly may be planned during subsequent workover operations. The dropoff mechanism may be automatic and actuated at time of firing, or be actuated after firing.",Noun,Perforating,https://glossary.slb.com/en/terms/d/dropoff_gun
drop ball,"A ball that is dropped or pumped through the wellbore tubulars to activate a downhole tool or device. When the ball is located on a landing seat, hydraulic pressure generally is applied to operate the tool mechanism.",Noun,Perforating,https://glossary.slb.com/en/terms/d/drop_ball
drop sub,"A device, shaped like a short length of pipe, which is used to drop TCP guns in the rathole or sump. It is commonly used to drop guns that are connected to the completion into the sump, thus providing access to the reservoir for subsequent intervention work. It may also be used to break the tool string into fishable sections.",Noun,Perforating,https://glossary.slb.com/en/terms/d/drop_sub
drop bar,"A heavy steel bar that is dropped through the tubing or running string to fire the percussion detonator on a tubing-conveyed perforating (TCP) gun assembly. The drop bar must be capable of falling through the string with sufficient speed to impart the necessary force for detonation. Therefore, this method of firing is best suited to vertical or slightly deviated wellbores where there will be minimal drag or friction effect.",Noun,Perforating,https://glossary.slb.com/en/terms/d/drop_bar
dog collar,"A safety device used when running and retrieving tools or drill collars with a flush external surface that may easily pass through the rotary table slips. The dog collar is temporarily attached to the assembly between the tool joint and the slips. If the slips fail to hold the tool assembly, the dog collar will prevent the entire assembly from dropping through and being lost in the wellbore.",Noun,Perforating,https://glossary.slb.com/en/terms/d/dog_collar
radio silence,"A procedure imposed during perforating operations in which radios at or near the wellsite are switched off to prevent accidental detonation of perforating guns. Radio silence is required for wireline operations when using a non-radio-safe detonator. It is typically imposed when rigging up perforating guns and until the guns have been run in the hole to 200 ft [61 m] below ground level or mud line. Radio silence is imposed again when retrieving the gun system as it passes the 200-ft mark. Radio silence must be maintained until it has been confirmed that all charges have been shot. This practice is not required when radio-safe detonators are used, but is common practice at many wellsites.",Noun,Perforating,https://glossary.slb.com/en/terms/r/radio_silence
radio-safe detonator,"Electric detonators used in wireline and electronic firing-head perforating operations, which are immune to radio interference and thus cannot be accidentally triggered by radio transmissions.",Noun,Perforating,https://glossary.slb.com/en/terms/r/radio-safe_detonator
retrievable gun,A perforating gun designed to be retrieved from the wellbore after firing. Retrievable guns are generally configured for minimal debris and distortion of the gun body to help ensure easy retrieval.,Noun,Perforating,https://glossary.slb.com/en/terms/r/retrievable_gun
last-shot detection,"A surface detection system used to ensure that all tubing-conveyed perforating guns have fired, from the top shot to the bottom shot.",Noun,Perforating,https://glossary.slb.com/en/terms/l/last-shot_detection
jet perforating,"The use of shaped explosive charges to create perforation tunnels. The explosive charge produces an extremely high-pressure jet that penetrates the casing or liner to shoot into the reservoir formation. The shaped charges are contained in a perforating gun assembly that can be conveyed on wireline, tubing or coiled tubing, depending on the application and the wellbore conditions.",Noun,Perforating,https://glossary.slb.com/en/terms/j/jet_perforating
nitrogen cushion,"A column of high-pressure nitrogen typically applied to a tubing string in preparation for drillstem testing or perforating operations in which the reservoir formation is to be opened to the tubing string. The nitrogen cushion allows a precise pressure differential to be applied before opening flow from the reservoir. Once flow begins, the nitrogen cushion pressure can be easily and safely bled down to flow formation fluids under a high degree of control.",Noun,Perforating,https://glossary.slb.com/en/terms/n/nitrogen_cushion
perforated interval,"The section of wellbore that has been prepared for production by creating channels between the reservoir formation and the wellbore. In many cases, long reservoir sections will be perforated in several intervals, with short sections of unperforated casing between each interval to enable isolation devices, like packers, to be set for subsequent treatments or remedial operations.",Noun,Perforating,https://glossary.slb.com/en/terms/p/perforated_interval
perforate underbalanced,"To create holes in the liner or casing under conditions in which the hydrostatic pressure inside the casing or liner is less than the reservoir pressure. When the perforation is made, there will be a tendency for the reservoir fluid to flow into the wellbore.",Verb,Perforating,https://glossary.slb.com/en/terms/p/perforate_underbalanced
perforate overbalanced,"To create holes in the liner or casing under conditions in which the hydrostatic pressure inside the casing or liner is greater than the reservoir pressure. When the perforation is made, there will be a tendency for the wellbore fluid to flow into the reservoir formation.",Verb,Perforating,https://glossary.slb.com/en/terms/p/perforate_overbalanced
perforated liner,"A wellbore tubular in which slots or holes have been made before the string is assembled and run into the wellbore. Perforated liners typically are used in small-diameter wellbores or in sidetracks within the reservoir where there is no need for the liner to be cemented in place, as is required for zonal isolation.",Noun,Perforating,https://glossary.slb.com/en/terms/p/perforated_liner
perforating acid,"An acid treatment placed in the wellbore over the interval to be perforated. Because of the overbalance conditions at the time of perforating, the perforating acid is forced into the newly formed perforation tunnel to stimulate the crushed zone. Formulation of the perforating acid depends on the characteristics of the formation and the downhole equipment used.",Noun,Perforating,https://glossary.slb.com/en/terms/p/perforating_acid
perforating charge,"An explosive device that utilizes a cavity-effect explosive reaction to generate a high-pressure, high-velocity jet that creates a perforation tunnel. The shape of the explosive material and powdered metal lining determine the shape of the jet and performance characteristics of the charge. The extremely high pressure and velocity of the jet cause materials, such as steel, cement, and rock formations, to flow plastically around the jet path, thereby creating the perforation tunnel.",Noun,Perforating,https://glossary.slb.com/en/terms/p/perforating_charge
perforating fluid,"A specially prepared fluid placed in the wellbore over the interval to be perforated. The ideal fluid is clean and solids-free (filtered), and will not react to cause damaging by-products on contact with the reservoir formation. Perforating in a dirty fluid may result in significant permeability damage that is difficult to treat and remove.",Noun,Perforating,https://glossary.slb.com/en/terms/p/perforating_fluid
perforating gun,"A device used to perforate oil and gas wells in preparation for production. Containing several shaped explosive charges, perforating guns are available in a range of sizes and configurations. The diameter of the gun used is typically determined by the presence of wellbore restrictions or limitations imposed by the surface equipment.",Noun,Perforating,https://glossary.slb.com/en/terms/p/perforating_gun
perforating depth control log,A wireline log run to provide a means of depth correlation by comparing the position of casing collars to the reference log (gamma ray log). A short casing joint generally is run near the area to be perforated to assist in the correlation process.,Noun,Perforating,https://glossary.slb.com/en/terms/p/perforating_depth_control_log
perforation density,"The number of perforations per linear foot. This term is used to describe the configuration of perforating guns or the placement of perforations, and is often abbreviated to spf (shots per foot). An example would be an 8 spf casing gun.",Noun,Perforating,https://glossary.slb.com/en/terms/p/perforation_density
perforation,"The communication tunnel created from the casing or liner into the reservoir formation, through which oil or gas is produced. The most common method uses jet perforating guns equipped with shaped explosive charges. However, other perforating methods include bullet perforating, abrasive jetting or high-pressure fluid jetting.",Noun,Perforating,https://glossary.slb.com/en/terms/p/perforation
perforation phasing,"The radial distribution of successive perforating charges around the gun axis. Perforating gun assemblies are commonly available in 0°, 180°, 120°, 90°, and 60° phasing. The 0° phasing is generally used only in small outside-diameter guns, while 60°, 90°, and 120° phase guns are generally larger but provide more efficient flow characteristics near the wellbore.",Noun,Perforating,https://glossary.slb.com/en/terms/p/perforation_phasing
perforation penetration,"A measure, or indicator, of the length that a useable perforation tunnel extends beyond the casing or liner into the reservoir formation. In most cases, a high penetration is desirable to enable access to that part of the formation that has not been damaged by the drilling or completion processes.",Noun,Perforating,https://glossary.slb.com/en/terms/p/perforation_penetration
perforate,"To create holes in the casing or liner to achieve efficient communication between the reservoir and the wellbore. The characteristics and placement of the communication paths (perforations) can have significant influence on the productivity of the well. Therefore, a robust design and execution process should be followed to ensure efficient creation of the appropriate number, size and orientation of perforations. A perforating gun assembly with the appropriate configuration of shaped explosive charges and the means to verify or correlate the correct perforating depth can be deployed on wireline, tubing or coiled tubing.",Verb,Perforating,https://glossary.slb.com/en/terms/p/perforate
primer cord,"A cord containing high-explosive material sheathed in a flexible outer case, which is used to connect the detonator to the main high explosive. This provides an extremely rapid initiation sequence that can be used to fire several charges simultaneously.",Noun,Perforating,https://glossary.slb.com/en/terms/p/primer_cord
area open to flow,The calculated flow area provided by perforations across a specific zone of interest. The resulting value is used to calculate pressure drops and fluid-flow performance.,Noun,Perforating,https://glossary.slb.com/en/terms/a/area_open_to_flow
shot detection,"A surface detection technique to verify that perforating guns have fired. This technique typically employs sensors that detect vibration or hydraulic shock at surface, and is used with TCP operations.",Noun,Perforating,https://glossary.slb.com/en/terms/s/shot_detection
shear pin,"A short piece of brass or steel that is used to retain sliding components in a fixed position until sufficient force is applied to break the pin. Once the pin is sheared, the components can then move to operate or function the tool.",Noun,Perforating,https://glossary.slb.com/en/terms/s/shear_pin
strip gun,"An exposed gun system used primarily in wireline operations. This gun system has shaped charges that are housed in individual pressure-tight capsules mounted on a metal strip, which is lowered into the well. Each pressure-tight capsule, along with the entire string, is thus exposed to well fluids.",Noun,Perforating,https://glossary.slb.com/en/terms/s/strip_gun
shaped charge,"Explosives designed to affect a certain direction preferentially. Shaped charges are most commonly used to perforate wells, but can be an energy source for seismic acquisition.",Noun,Geophysics,https://glossary.slb.com/en/terms/s/shaped_charge
shoot a well,"To acquire a type of borehole seismic data designed to measure the seismic traveltime from the surface to a known depth. P-wave velocity of the formations encountered in a wellbore can be measured directly by lowering a geophone to each formation of interest, sending out a source of energy from the surface of the Earth, and recording the resultant signal. The data can then be correlated to surface seismic data by correcting the sonic log and generating a synthetic seismogram to confirm or modify seismic interpretations. It differs from a vertical seismic profile in the number and density of receiver depths recorded; geophone positions may be widely and irregularly located in the wellbore, whereas a vertical seismic profile usually has numerous geophones positioned at closely and regularly spaced intervals in the wellbore.",Verb,Geophysics,https://glossary.slb.com/en/terms/s/shoot_a_well
scallop gun,"A perforating gun with a recess profile in the perforating gun body adjacent to the shaped charge. The scallop profile reduces the external burrs created as the perforating jet exits the gun body, thereby reducing the risk of hang-up or damage as the gun assembly is retrieved.",Noun,Perforating,https://glossary.slb.com/en/terms/s/scallop_gun
selective firing,The technique of selectively firing successive perforating guns arranged in a multiple gun assembly. This method is used when several intervals are to be perforated in one run and when the gun assembly must be relocated before the guns are fired. The resulting perforation pattern is known as selective perforating.,Noun,Perforating,https://glossary.slb.com/en/terms/s/selective_firing
selective perforating,A technique used to fire individual perforating guns when multiple guns have been run together in a single trip into the well. Selective firing is used to improve operational efficiency when several intervals are to be perforated.,Noun,Perforating,https://glossary.slb.com/en/terms/s/selective_perforating
safety spacer,"A blank gun section or spacer installed between the top perforating-gun assembly and firing head in a TCP operation. The safety spacer serves to position the gun assembly a safe distance below the rig floor during arming and disarming operations. The spacer should be a minimum of 10 feet [3 m] in length. In some cases, a longer safety spacer will be required to ensure that the gun assembly is positioned safely below the living quarters or other occupied areas of the drilling rig.",Noun,Perforating,https://glossary.slb.com/en/terms/s/safety_spacer
standoff,The space between the shaped charge and the internal surface of the perforating gun body. The standoff is generally sufficient to allow the shaped charge jet to form before exiting the gun body.,Noun,Perforating,https://glossary.slb.com/en/terms/s/standoff
stable arch,"The geometric profile around a correctly placed perforation. With the removal of perforating debris and the crushed zone by flushing or stimulation treatment, the exposed formation forms an arch that is capable of withstanding the differential pressure and the forces created by fluid flow during production. An unstable formation interface, such as shattered formation surrounding the perforation tunnel, may result in plugging or collapse of the perforation tunnel.",Noun,Perforating,https://glossary.slb.com/en/terms/s/stable_arch
TCP,"Abbreviation for tubing-conveyed perforating, the use of tubing, drillpipe or coiled tubing to convey perforating guns to the required depth. Initially, the technique was developed as a means for conveying the gun string on the production tubing, with the guns remaining in the well until they are removed during the first workover. The subsequent popularity of highly deviated and horizontal wells increased the requirement for tubing-conveyed perforating as the only means of gaining access to the perforating depth.",Noun,Perforating,https://glossary.slb.com/en/terms/t/tcp
tubing-conveyed perforating (TCP),"The use of tubing, drillpipe or coiled tubing to convey perforating guns to the required depth. Initially, the technique was developed as a means for conveying the gun string on the production tubing, with the guns remaining in the well until they are removed during the first workover. The subsequent popularity of highly deviated and horizontal wells increased the requirement for tubing-conveyed perforating as the only means of gaining access to the perforating depth. The term is often abbreviated as TCP.",Noun,Perforating,https://glossary.slb.com/en/terms/t/tubing-conveyed_perforating
tubing puncher,"A special perforating gun, or charge, that is designed for limited penetration to allow an inner tubing or casing string to be perforated without damaging a surrounding outer string. These guns often are used in remedial or workover operations in which downhole communication devices, such as sliding sleeves, cannot be opened to allow circulation of well-kill fluids.",Noun,Perforating,https://glossary.slb.com/en/terms/t/tubing_puncher
through-tubing gun,"A perforating gun assembly designed to run through the restricted clearance of production tubing, then operate effectively within the larger diameter of the casing or liner below. A range of small-diameter guns has been developed for this purpose, although small-diameter casing guns also may be used when larger production tubing sizes permit.",Noun,Perforating,https://glossary.slb.com/en/terms/t/through-tubing_gun
mechanical skin,The reduction in permeability in the near-wellbore area resulting from mechanical factors such as the displacement of debris that plugs the perforations or formation matrix. Such damage in the near-wellbore area can have a significant effect on the productivity of a well.,Noun,Perforating,https://glossary.slb.com/en/terms/m/mechanical_skin
effective shot density,"A value that reflects the number of perforations per unit of length (usually feet) that are producing, or injecting, efficiently. Perforation efficiency may be compromised by gun failure or charge misfire, perforation debris, excessive standoff, or poor orientation, or by combinations of these. The effective shot density may be used in treatment design models or to calculate likely productivity response.",Noun,Perforating,https://glossary.slb.com/en/terms/e/effective_shot_density
entrance hole,"The hole created in the internal surface of the casing or liner by the perforating charge or bullet. The entrance hole should be clean, free from burrs and round to create an efficient flow path between the reservoir and wellbore. Depending on gun size and standoff, the entrance hole is typically between 3/8- and 1/2-in in diameter. The perforation charge design generally is optimized to provide maximum penetration while achieving a medium-size entrance hole. Special charge designs can be used when optimizing the entrance hole size is important, as in sand-control applications.",Noun,Perforating,https://glossary.slb.com/en/terms/e/entrance_hole
expendable gun,"A perforating gun assembly that disintegrates upon firing, thereby reducing the volume and dimensions of retrieved components. Expendable guns are typically used where wellbore restrictions allow only limited access, as in through-tubing applications. The distortion caused to the gun assembly during firing would typically prevent recovery of a conventional gun design through the limited clearances. The expendable gun assembly breaks into small pieces that drop to the bottom of the well, leaving only a relatively small subassembly that is easily recovered to surface.",Noun,Perforating,https://glossary.slb.com/en/terms/e/expendable_gun
