Term,Definition,Grammatical Label,Topic,URL
diagenesis,"The physical, chemical or biological alteration of sediments into sedimentary rock at relatively low temperatures and pressures that can result in changes to the rock's original mineralogy and texture. After deposition, sediments are compacted as they are buried beneath successive layers of sediment and cemented by minerals that precipitate from solution. Grains of sediment, rock fragments and fossils can be replaced by other minerals during diagenesis. Porosity usually decreases during diagenesis, except in rare cases such as dissolution of minerals and dolomitization. Diagenesis does not include weathering processes. Hydrocarbon generation begins during diagenesis. There is not a clear, accepted distinction between diagenesis and metamorphism, although metamorphism occurs at pressures and temperatures higher than those of the outer crust, where diagenesis occurs.",Noun,Geology,https://glossary.slb.com/en/terms/d/diagenesis
deviated drilling,"The intentional deviation of a wellbore from the path it would naturally take. This is accomplished through the use of whipstocks, bottomhole assembly (BHA) configurations, instruments to measure the path of the wellbore in three-dimensional space, data links to communicate measurements taken downhole to the surface, mud motors and special BHA components and drill bits, including rotary steerable systems, and drill bits. The directional driller also exploits drilling parameters such as weight on bit and rotary speed to deflect the bit away from the axis of the existing wellbore. In some cases, such as drilling steeply dipping formations or unpredictable deviation in conventional drilling operations, directional-drilling techniques may be employed to ensure that the hole is drilled vertically. While many techniques can accomplish this, the general concept is simple: point the bit in the direction that one wants to drill. The most common way is through the use of a bend near the bit in a downhole steerable mud motor. The bend points the bit in a direction different from the axis of the wellbore when the entire drillstring is not rotating. By pumping mud through the mud motor, the bit turns while the drillstring does not rotate, allowing the bit to drill in the direction it points. When a particular wellbore direction is achieved, that direction may be maintained by rotating the entire drillstring (including the bent section) so that the bit does not drill in a single direction off the wellbore axis, but instead sweeps around and its net direction coincides with the existing wellbore. Rotary steerable tools allow steering while rotating, usually with higher rates of penetration and ultimately smoother boreholes. Directional drilling is common in shale reservoirs because it allows drillers to place the borehole in contact with the most productive reservoir rock.",Noun,Shale Gas,https://glossary.slb.com/en/terms/d/deviated_drilling
directional drilling,"The intentional deviation of a wellbore from the path it would naturally take. This is accomplished through the use of whipstocks, bottomhole assembly (BHA) configurations, instruments to measure the path of the wellbore in three-dimensional space, data links to communicate measurements taken downhole to the surface, mud motors and special BHA components and drill bits, including rotary steerable systems, and drill bits. The directional driller also exploits drilling parameters such as weight on bit and rotary speed to deflect the bit away from the axis of the existing wellbore. In some cases, such as drilling steeply dipping formations or unpredictable deviation in conventional drilling operations, directional-drilling techniques may be employed to ensure that the hole is drilled vertically. While many techniques can accomplish this, the general concept is simple: point the bit in the direction that one wants to drill. The most common way is through the use of a bend near the bit in a downhole steerable mud motor. The bend points the bit in a direction different from the axis of the wellbore when the entire drillstring is not rotating. By pumping mud through the mud motor, the bit turns while the drillstring does not rotate, allowing the bit to drill in the direction it points. When a particular wellbore direction is achieved, that direction may be maintained by rotating the entire drillstring (including the bent section) so that the bit does not drill in a single direction off the wellbore axis, but instead sweeps around and its net direction coincides with the existing wellbore. Rotary steerable tools allow steering while rotating, usually with higher rates of penetration and ultimately smoother boreholes. Directional drilling is common in shale reservoirs because it allows drillers to place the borehole in contact with the most productive reservoir rock.",Noun,Shale Gas,https://glossary.slb.com/en/terms/d/directional_drilling
rotary steerable system,"A tool designed to drill directionally with continuous rotation from the surface, eliminating the need to slide a steerable motor. Rotary steerable systems typically are deployed when drilling directional, horizontal, or extended-reach wells. State-of-the-art rotary steerable systems have minimal interaction with the borehole, thereby preserving borehole quality. The most advanced systems exert consistent side force similar to traditional stabilizers that rotate with the drillstring or orient the bit in the desired direction while continuously rotating at the same number of rotations per minute as the drillstring.",Noun,Shale Gas,https://glossary.slb.com/en/terms/r/rotary_steerable_system
reservoir characterization model,"A model of a specific volume of the subsurface that incorporates all the geologic characteristics of the reservoir. Such models are used to quantify characteristics within the subsurface volume that are relatively stable over long periods of time and can, therefore, be considered static. These attributes include the structural shape and thicknesses of the formations within the subsurface volume being modeled, their lithologies, and the porosity and permeability distributions. These last two characteristics often vary significantly from location to location within the volume, resulting in heterogeneity. However, porosity and permeability are stable in the near-geologic timeframe and do not change due to the movement of fluids or gases through any of the formations pore spaces. The result of reservoir characterization is a reservoir characterization model (also known as a static model and sometimes referred to as a geologic model). Shale gas reservoir rocks require the analysis of high-quality seismic data, core, and log measurements and engineering data to produce an accurate reservoir characterization model. This model is then used as input into reservoir simulation, during which reservoir engineers add other reservoir characteristics, such as pressures, temperatures, and fluid and gas compositions. These features can change due to the movement of fluids or gases through any of the formations pore spaces. Since these are dynamic in their nature over short timeframes, once production is initiated these models are referred to as dynamic models. Thorough reservoir simulations (dynamic models) that are based on accurately developed reservoir characterizations (static models) can be of significant value in optimizing well placement and field-development planning.",Noun,Shale Gas,https://glossary.slb.com/en/terms/r/reservoir_characterization_model
refracturing,"An operation to restimulate a well after an initial period of production. Refracturing operations attempt to bypass near-wellbore damage, reestablish good connectivity with the reservoir, and tap portions of the reservoir with higher pore pressure. Refracturing operations are also performed after a period of production that can alter the stresses in a reservoir due to depletion; the restimulation can allow the new fracture to reorient along a different azimuth. A successful refracturing operation restores well productivity to near original or even higher rates of production and extends the productive life of a well.",Noun,Shale Gas,https://glossary.slb.com/en/terms/r/refracturing
reservoir quality (RQ),"A prediction of the likelihood of a rock to yield commercial quantities of hydrocarbons. Reservoir quality (RQ) is a geologic, engineering and economic assessment of a resource, its reserves and their producibility. The term RQ includes the following factors: volume of oil or gas in place, organic content (TOC), thermal maturity, effective porosity, fluid saturations—oil, gas and water, reservoir thickness and intrinsic permeability.",Noun,Shale Gas,https://glossary.slb.com/en/terms/r/reservoir-quality-rq
kerogen,"The naturally occurring, solid, insoluble organic matter that occurs in source rocks and can yield oil upon heating. Kerogen is the portion of naturally occurring organic matter that is nonextractable using organic solvents. Typical organic constituents of kerogen are algae and woody plant material. Kerogens have a high molecular weight relative to bitumen, or soluble organic matter. Bitumen forms from kerogen during petroleum generation. Kerogens are described as Type I, consisting of mainly algal and amorphous (but presumably algal) kerogen and highly likely to generate oil; Type II, mixed terrestrial and marine source material that can generate waxy oil; and Type III, woody terrestrial source material that typically generates gas.",Noun,Shale Gas,https://glossary.slb.com/en/terms/k/kerogen
LWD,"Abbreviation for logging while drilling. The measurement of formation properties during the excavation of the hole, or shortly thereafter, through the use of tools integrated into the bottomhole assembly. LWD, while sometimes risky and expensive, has the advantage of measuring properties of a formation before drilling fluids invade deeply. Further, many wellbores prove to be difficult or even impossible to measure with conventional wireline tools, especially highly deviated wells. In these situations, the LWD measurement ensures that some measurement of the subsurface is captured in the event that wireline operations are not possible. Timely LWD data can also be used to guide well placement so that the wellbore remains within the zone of interest or in the most productive portion of a reservoir, such as in highly variable shale reservoirs.",Noun,Shale Gas,https://glossary.slb.com/en/terms/l/lwd
logging-while-drilling,"The measurement of formation properties during the excavation of the hole, or shortly thereafter, through the use of tools integrated into the bottomhole assembly. LWD, while sometimes risky and expensive, has the advantage of measuring properties of a formation before drilling fluids invade deeply. Further, many wellbores prove to be difficult or even impossible to measure with conventional wireline tools, especially highly deviated wells. In these situations, the LWD measurement ensures that some measurement of the subsurface is captured in the event that wireline operations are not possible. Timely LWD data can also be used to guide well placement so that the wellbore remains within the zone of interest or in the most productive portion of a reservoir, such as in highly variable shale reservoirs.",Adjective,Shale Gas,https://glossary.slb.com/en/terms/l/logging-while-drilling
interstitial gas,"The gas stored in the pore space of a reservoir rock. Measurement of interstitial gas and adsorbed gas, which is the gas accumulated on the surface of another solid material, such as a grain of reservoir rock, allows calculation of gas in place in a reservoir.",Noun,Shale Gas,https://glossary.slb.com/en/terms/i/interstitial_gas
natural gas,"A naturally occurring mixture of hydrocarbon gases that is highly compressible and expansible. Methane [CH4] is the chief constituent of most natural gas (constituting as much as 85% of some natural gases), with lesser amounts of ethane [C2H6], propane [C3H8], butane [C4H10] and pentane [C5H12]. Impurities can also be present in large proportions, including carbon dioxide, helium, nitrogen and hydrogen sulfide.",Noun,Geology,https://glossary.slb.com/en/terms/n/natural_gas
natural fracture,"A crack or surface of breakage within rock not related to foliation or cleavage in metamorphic rock along which there has been no movement. A fracture along which there has been displacement is a fault. When walls of a fracture have moved only normal to each other, the fracture is called a joint. Fractures can enhance permeability of rocks greatly by connecting pores together, and for that reason, fractures are induced mechanically in some reservoirs in order to boost hydrocarbon flow. Fractures may also be referred to as natural fractures to distinguish them from fractures induced as part of a reservoir stimulation or drilling operation. In some shale reservoirs, natural fractures improve production by enhancing effective permeability. In other cases, natural fractures can complicate reservoir stimulation.",Noun,Shale Gas,https://glossary.slb.com/en/terms/n/natural_fracture
petroleum systems modeling,"A technique used to represent the history of a sedimentary basin, including the processes and components necessary to form petroleum:",Noun,Shale Gas,https://glossary.slb.com/en/terms/p/petroleum_systems_modeling
play,"An area in which hydrocarbon accumulations or prospects of a given type occur. For example the shale gas plays in North America include the Barnett, Eagle Ford, Fayetteville, Haynesville, Marcellus, and Woodford, among many others. Outside North America, shale gas potential is being pursued in many parts of Europe, Africa, Asia, and South America.",Noun,Shale Gas,https://glossary.slb.com/en/terms/p/play
perforate,"To create holes in the casing or liner to achieve efficient communication between the reservoir and the wellbore. The characteristics and placement of the communication paths (perforations) can have significant influence on the productivity of the well. Therefore, a robust design and execution process should be followed to ensure efficient creation of the appropriate number, size and orientation of perforations. A perforating gun assembly with the appropriate configuration of shaped explosive charges and the means to verify or correlate the correct perforating depth can be deployed on wireline, tubing or coiled tubing.",Verb,Perforating,https://glossary.slb.com/en/terms/p/perforate
produced water,A term used to describe water produced from a wellbore that is not a treatment fluid. The characteristics of produced water vary and use of the term often implies an inexact or unknown composition. It is generally accepted that water within the pores of shale reservoirs is not produced due to its low relative permeability and its mobility being lower than that of gas.,Noun,Shale Gas,https://glossary.slb.com/en/terms/p/produced_water
pore gas,"Also known as interstitial gas, the gas stored in the pore space of a reservoir rock. Measurement of interstitial gas and adsorbed gas, which is the gas accumulated on the surface of another solid material, such as a grain of reservoir rock, allows calculation of gas in place in a reservoir.",Noun,Shale Gas,https://glossary.slb.com/en/terms/p/pore_gas
proppant,"Sized particles mixed with fracturing fluid to hold fractures open after a hydraulic fracturing treatment. In addition to naturally occurring sand grains, man-made or specially engineered proppants, such as resin-coated sand or high-strength ceramic materials like sintered bauxite, may also be used. Proppant materials are carefully sorted for size and sphericity to provide an efficient conduit for production of fluid from the reservoir to the wellbore.",Noun,Shale Gas,https://glossary.slb.com/en/terms/p/proppant
pyrolysis,"A type of geochemical analysis in which a rock sample is subject to controlled heating in an inert gas to or past the point of generating hydrocarbons in order to assess its quality as a source rock, the abundance of organic material in it, its thermal maturity, and the quality of hydrocarbons it might generate or have generated. Pyrolysis breaks large hydrocarbon molecules into smaller molecules. This process is used to determine the quality of shale as a source rock and is instrumental in evaluating shale gas plays.",Noun,Shale Gas,https://glossary.slb.com/en/terms/p/pyrolysis
unconventional resource,"An umbrella term for oil and natural gas that is produced by means that do not meet the criteria for conventional production. What has qualified as unconventional at any particular time is a complex function of resource characteristics, the available exploration and production technologies, the economic environment, and the scale, frequency and duration of production from the resource. Perceptions of these factors inevitably change over time and often differ among users of the term. At present, the term is used in reference to oil and gas resources whose porosity, permeability, fluid trapping mechanism, or other characteristics differ from conventional sandstone and carbonate reservoirs. Coalbed methane, gas hydrates, shale gas, fractured reservoirs, and tight gas sands are considered unconventional resources.",Noun,Shale Gas,https://glossary.slb.com/en/terms/u/unconventional_resource
vitrinite reflectance,A measurement of the maturity of organic matter with respect to whether it has generated hydrocarbons or could be an effective source rock.,Noun,Geology,https://glossary.slb.com/en/terms/v/vitrinite_reflectance
well stimulation,"A treatment performed to restore or enhance the productivity of a well. Stimulation treatments fall into two main groups, hydraulic fracturing treatments and matrix treatments. Fracturing treatments are performed above the fracture pressure of the reservoir formation and create a highly conductive flow path between the reservoir and the wellbore. Matrix treatments are performed below the reservoir fracture pressure and generally are designed to restore the natural permeability of the reservoir following damage to the near-wellbore area. Stimulation in shale gas reservoirs typically takes the form of hydraulic fracturing treatments.",Noun,Shale Gas,https://glossary.slb.com/en/terms/w/well_stimulation
well plan,"The description of a proposed wellbore, including the shape, orientation, depth, completion, and evaluation. Well plans might be relatively simple for vertical wellbores. Directional or horizontal wellbores require more detailed planning about where to land the well and begin directional drilling, how long the directional or horizontal section should be, and how to evaluate and complete the well. Shale gas wells, many of which are horizontal wells, require highly detailed well plans to optimize production from reservoirs that are vertically and laterally heterogeneous.",Noun,Shale Gas,https://glossary.slb.com/en/terms/w/well_plan
well placement,Activities associated with drilling a wellbore to intercept one of more specified locations. The term usually is used in reference to directional or horizontal wells that are oriented to maximize contact with the most productive parts of reservoirs via hydraulic fracturing or to optimize intersection with natural fractures. Geomechanical analysis of natural fractures and stresses and geological analysis of the reservoir are critical to successful well planning. Advanced formation evaluation and drilling technology support the drilling operation in real time.,Noun,Shale Gas,https://glossary.slb.com/en/terms/w/well_placement
anisotropic,"Having directionally dependent properties. For a crystal of a mineral, variation in physical properties observed in different directions is anisotropy. In rocks, variation in seismic velocity measured parallel or perpendicular to bedding surfaces is a form of anisotropy.",Adjective,Shale Gas,https://glossary.slb.com/en/terms/a/anisotropic
analog,"An example used for comparison. In oil and gas exploration, geoscientists and engineers compare new prospects and fields with fields and surface exposures thought to be similar in depositional environment and reservoir character to guide predictions. Wide variations in shale reservoirs create doubt about the utility of analog comparisons.",Noun,Shale Gas,https://glossary.slb.com/en/terms/a/analog
anisotropy,"Predictable variation of a property of a material with the direction in which it is measured, which can occur at all scales. For a crystal of a mineral, variation in physical properties observed in different directions is anisotropy. In rocks, variation in seismic velocity measured parallel or perpendicular to bedding surfaces is a form of anisotropy. Often found where platy minerals such as micas and clays align parallel to depositional bedding as sediments are compacted, anisotropy is common in shales.",Noun,Shale Gas,https://glossary.slb.com/en/terms/a/anisotropy
aeolotropy,"Predictable variation of a property of a material with the direction in which it is measured, which can occur at all scales. For a crystal of a mineral, variation in physical properties observed in different directions is aeolotropy (also known as anisotropy). In rocks, variation in seismic velocity measured parallel or perpendicular to bedding surfaces is a form of aeolotropy. Often found where platy minerals such as micas and clays align parallel to depositional bedding as sediments are compacted, aeolotropy is common in shales.",Noun,Shale Gas,https://glossary.slb.com/en/terms/a/aeolotropy
adsorbed gas,"The gas accumulated on the surface of a solid material, such as a grain of a reservoir rock, or more particularly the organic particles in a shale reservoir. Measurement of adsorbed gas and interstitial gas, which is the gas contained in pore spaces, allows calculation of gas in place in a reservoir.",Noun,Shale Gas,https://glossary.slb.com/en/terms/a/adsorbed_gas
azimuth,"The angle between the vertical projection of a line of interest onto a horizontal surface and true north or magnetic north measured in a horizontal plane, typically measured clockwise from north.",Noun,Geology,https://glossary.slb.com/en/terms/a/azimuth
stimulation,"A treatment performed to restore or enhance the productivity of a well. Stimulation treatments fall into two main groups, hydraulic fracturing treatments and matrix treatments. Fracturing treatments are performed above the fracture pressure of the reservoir formation and create a highly conductive flow path between the reservoir and the wellbore. Matrix treatments are performed below the reservoir fracture pressure and generally are designed to restore the natural permeability of the reservoir following damage to the near-wellbore area. Stimulation in shale gas reservoirs typically takes the form of hydraulic fracturing treatments.",Noun,Shale Gas,https://glossary.slb.com/en/terms/s/stimulation
sweet spot,"Colloquial expression for a target location or area within a play or a reservoir that represents the best production or potential production. Geoscientists and engineers attempt to map sweet spots enable wellbores to be placed in the most productive areas of the reservoir. Sweet spots in shale reservoirs may be defined by source-rock richness or thickness, by natural fractures, or by other factors, using geological data such as core analysis, well log data, or seismic data.",Noun,Shale Gas,https://glossary.slb.com/en/terms/s/sweet_spot
source rock,"A rock rich in organic matter which, if heated sufficiently, will generate oil or gas. Typical source rocks, usually shales or limestones, contain about 1% organic matter and at least 0.5% total organic carbon (TOC), although a rich source rock might have as much as 10% organic matter. Rocks of marine origin tend to be oil-prone, whereas terrestrial source rocks (such as coal) tend to be gas-prone. Preservation of organic matter without degradation is critical to creating a good source rock, and necessary for a complete petroleum system. Under the right conditions, source rocks may also be reservoir rocks, as in the case of shale gas reservoirs.",Noun,Shale Gas,https://glossary.slb.com/en/terms/s/source_rock
