Term,Definition,Grammatical Label,Topic,URL
gaswell liquids,The liquids separated at surface conditions from the full well stream produced from a natural gas reservoir.,Noun,Production Facilities,https://glossary.slb.com/en/terms/g/gaswell_liquids
glycol dehydrator,"A unit used to remove minute water particles from natural gas if dehydration was not attained using separators. A glycol dehydrator unit is usually composed of an absorber and a reboiler. The wet gas enters at the bottom of the absorber. As the wet gas percolates upward, it releases its water into the glycol solution and dry gas is obtained at the top of the absorber. When the glycol solution becomes saturated with water, the glycol solution is pumped through a reboiler, also called a reconcentrator, which boils the glycol-water mixture and separates the glycol from the water. After separation, the glycol can return to the absorber to contact additional wet gas.",Noun,Production Facilities,https://glossary.slb.com/en/terms/g/glycol_dehydrator
gun barrel,A settling tank used for treating oil. Oil and brine are separated only by gravity segregation forces. The clean oil floats to the top and brine is removed from the bottom of the tank. Gun barrels are found predominantly in older or marginal fields. A gun barrel is also called a wash tank.,Noun,Production Facilities,https://glossary.slb.com/en/terms/g/gun_barrel
glycol absorber,"In a glycol dehydrator unit, the cylinder composed of various perforated trays in which wet gas and glycol are put in contact.",Noun,Production Facilities,https://glossary.slb.com/en/terms/g/glycol_absorber
hydrogen sulfide,"[H2S] An extraordinarily poisonous gas with a molecular formula of H2S. At low concentrations, H2S has the odor of rotten eggs, but at higher, lethal concentrations, it is odorless. H2S is hazardous to workers and a few seconds of exposure at relatively low concentrations can be lethal, but exposure to lower concentrations can also be harmful. The effect of H2S depends on duration, frequency and intensity of exposure as well as the susceptibility of the individual. Hydrogen sulfide is a serious and potentially lethal hazard, so awareness, detection and monitoring of H2S is essential. Since hydrogen sulfide gas is present in some subsurface formations, drilling and other operational crews must be prepared to use detection equipment, personal protective equipment, proper training and contingency procedures in H2S-prone areas. Hydrogen sulfide is produced during the decomposition of organic matter and occurs with hydrocarbons in some areas. It enters drilling mud from subsurface formations and can also be generated by sulfate-reducing bacteria in stored muds. H2S can cause sulfide-stress-corrosion cracking of metals. Because it is corrosive, H2S production may require costly special production equipment such as stainless steel tubing. Sulfides can be precipitated harmlessly from water muds or oil muds by treatments with the proper sulfide scavenger. H2S is a weak acid, donating two hydrogen ions in neutralization reactions, forming HS- and S-2 ions. In water or water-base muds, the three sulfide species, H2S and HS- and S-2 ions, are in dynamic equilibrium with water and H+ and OH- ions. The percent distribution among the three sulfide species depends on pH. H2S is dominant at low pH, the HS- ion is dominant at mid-range pH and S2 ions dominate at high pH. In this equilibrium situation, sulfide ions revert to H2S if pH falls. Sulfides in water mud and oil mud can be quantitatively measured with the Garrett Gas Train according to procedures set by API.",Noun,Production Facilities,https://glossary.slb.com/en/terms/h/hydrogen_sulfide
horizontal separator,"A vessel, with its cylindrical axes parallel to the ground, that is used to separate oil, gas and water from the produced stream. The horizontal separator can be a two-phase or three-phase separator.",Noun,Production Facilities,https://glossary.slb.com/en/terms/h/horizontal_separator
hatch,An opening in the top of a tank through which samples are taken or inspection is made.,Noun,Production Facilities,https://glossary.slb.com/en/terms/h/hatch
header,"The location, acquisition and processing parameters, and other pertinent information attached to a well log, seismic record and traces.",Noun,Geophysics,https://glossary.slb.com/en/terms/h/header
heater treater,"A vessel that uses heat to break oil-water emulsions so the oil can be accepted by the pipeline or transport. There are vertical and horizontal treaters. The main difference between them is the residence time, which is shorter in the vertical configuration compared with the horizontal one.",Noun,Production Facilities,https://glossary.slb.com/en/terms/h/heater_treater
heater,"Equipment that transfers heat to the produced gas stream. Heaters are especially used when producing natural gas or condensate to avoid the formation of ice and gas hydrates. These solids can plug the wellhead, chokes and flowlines. The production of natural gas is usually accompanied by water vapor. As this mixture is produced, it cools down on its way to the surface and also when the mixture passes through a surface production choke. This reduction of fluid temperature can favor the formation of gas hydrates if heaters are not used. Heaters may also be used to heat emulsions before further treating procedures or when producing crude oil in cold weather to prevent freezing of oil or formation of paraffin accumulations.",Noun,Production Facilities,https://glossary.slb.com/en/terms/h/heater
blanket gas,"A gas phase maintained above a liquid in a vessel to protect the liquid against air contamination, to reduce the hazard of detonation or to pressurize the liquid. The gas source is located outside the vessel.",Noun,Production Facilities,https://glossary.slb.com/en/terms/b/blanket_gas
battery site,"A portion of land that contains separators, treaters, dehydrators, storage tanks, pumps, compressors, and other surface equipment in which fluids coming from a well are separated, measured, or stored.",Noun,Production Facilities,https://glossary.slb.com/en/terms/b/battery_site
battery,"The installation of similar or identical units of equipment in a group, such as a separator battery, header battery, filter battery, or tank battery.",Noun,Production Facilities,https://glossary.slb.com/en/terms/b/battery
brine,Water containing more dissolved inorganic salt than typical seawater.,Noun,Geology,https://glossary.slb.com/en/terms/b/brine
BTU,Abbreviation for British thermal unit.,Noun,Production Facilities,https://glossary.slb.com/en/terms/b/btu
British thermal unit,A measure of heat energy required to raise the temperature of one pound of water by one degree Fahrenheit. British thermal unit is abbreviated as BTU.,Noun,Production Facilities,https://glossary.slb.com/en/terms/b/british_thermal_unit
blowing the drip,Opening the valve on a drip to allow natural gas to blow or clear the pipe of all liquids.,Noun,Production Facilities,https://glossary.slb.com/en/terms/b/blowing_the_drip
blow-by,A phenomenon in which free gas leaves with the liquid phase at the bottom of the separator. This condition may indicate a low liquid level or improper level control inside the separator.,Noun,Production Facilities,https://glossary.slb.com/en/terms/b/blow-by
bottomhole heater,"A device installed at the bottom of a well to increase the temperature of the fluid coming from the reservoir. Bottomhole heaters are used in low-API-gravity crude oils to reduce the fluid viscosity, thus reducing the high friction forces normally associated with these types of fluids.",Noun,Production Facilities,https://glossary.slb.com/en/terms/b/bottomhole_heater
carryover,"A phenomenon in which free liquid leaves with the gas phase at the top of a separator. Carryover can indicate high liquid level, damage of the separator, or plugged liquid valves at the bottom of the separator.",Noun,Production Facilities,https://glossary.slb.com/en/terms/c/carryover
cycle gas,"A gas that is compressed and injected back to the reservoir. In gas-condensate reservoirs, after the liquids or condensate are recovered at the surface, the residue gas (dry gas) is returned to the reservoir to maintain pressure. This prevents retrograde condensation, which will form unrecoverable liquid hydrocarbons in the reservoir.",Noun,Production Facilities,https://glossary.slb.com/en/terms/c/cycle_gas
cut oil,"A crude oil that contains water, normally in the form of an emulsion. The emulsion must be treated inside heaters using chemicals, which will break the mixture into its individual components (water and crude oil).",Noun,Production Facilities,https://glossary.slb.com/en/terms/c/cut_oil
cycle condensate,A condensate (liquid hydrocarbon) produced at surface from cycle gas.,Noun,Production Facilities,https://glossary.slb.com/en/terms/c/cycle_condensate
cycling plant,"An oilfield installation used when producing from a gas-condensate reservoir. In a cycling plant, the liquids are extracted from the natural gas and then the remaining dry gas is compressed and returned to the producing formation to maintain reservoir pressure. This process increases the ultimate recovery of liquids.",Noun,Production Facilities,https://glossary.slb.com/en/terms/c/cycling_plant
compressor plant,"A facility consisting of many compressors, auxiliary treatment equipment and pipeline installations to pump natural gas under pressure over long distances. A compressor plant is also called a compressor station. Several compressor stations can be used to repressurize gas in large interstate gas pipelines or to link offshore gas fields to their final terminals.",Noun,Production Facilities,https://glossary.slb.com/en/terms/c/compressor_plant
compressor,A device that raises the pressure of air or natural gas. A compressor normally uses positive displacement to compress the gas to higher pressures so that the gas can flow into pipelines and other facilities.,Noun,Production Facilities,https://glossary.slb.com/en/terms/c/compressor
compression ratio,"The ratio of the volume of an engine's cylinder at the beginning of the compression to its volume at the end of the compression process. For example, a cylinder with a volume of 20 cubic inches before compression and 1 cubic inch as its final volume after compression has a compression ratio of 20:1.",Noun,Production Facilities,https://glossary.slb.com/en/terms/c/compression_ratio
defoaming plates,"In a separator, a series of inclined parallel plates or tubes to promote coalescence, or merging, of the foam bubbles liberated from the liquid.",Noun,Production Facilities,https://glossary.slb.com/en/terms/d/defoaming_plates
dehydrator,"A device used to remove water and water vapors from gas. Gas dehydration can be accomplished through a glycol dehydrator or a dry-bed dehydrator, which use a liquid desiccant and a solid desiccant, respectively. Gas dehydrators are designed to handle only water and gas vapors. If liquid water or oil enters the dehydrator, the device cannot work properly.",Noun,Production Facilities,https://glossary.slb.com/en/terms/d/dehydrator
dehydrate,"To remove water from a substance. The substance may be crude oil, natural gas, or natural gas liquids (NGL). Fluid dehydration is needed to prevent corrosion and free-water accumulation in the low points of a pipeline. In the case of gas, it is especially important to avoid hydrate formation and also to meet pipeline requirements. Typical maximum allowable water vapor content is 7 pounds of water per million standard cubic feet. In colder climates, this threshold value could be 3 to 5 pounds per million standard cubic feet. Water vapor can also affect the sweetening and refining processes of a natural gas. Dehydration of crude oil is normally achieved using emulsion breakers, while gas dehydration is accomplished using various liquid desiccants such as glycols (ethylene, diethylene, triethylene and tetraethylene) or solid desiccants such as silica gel or calcium chloride [CaCl2].",Verb,Production Facilities,https://glossary.slb.com/en/terms/d/dehydrate
DEA unit,"A treating system used to remove hydrogen sulfide [H2S], carbon dioxide [CO2] and carbonyl sulfide from a gas stream. The acid gases are absorbed by the diethanolamine (DEA), and sweet gas leaves at the top of the absorber.",Noun,Production Facilities,https://glossary.slb.com/en/terms/d/dea_unit
desiccant,"A substance used in a gas-dehydration unit to remove water and moisture. The desiccant can be liquid, such as methanol, glycol (ethylene, diethylene, triethylene, and tetraethylene). Desiccants also can be solid, such as silica gel or calcium chloride [CaCl2]. The most common gas-dehydration system (glycol dehydrator) uses liquid desiccants such as diethylene, triethylene and tetraethylene, which are substances that can be regenerated. Regeneration means that the water absorbed by these substances can be separated from them. Some liquid desiccants such as methanol or ethylene cannot be regenerated. Solid desiccants are also used for gas dehydration. They are placed as beds through which wet gas is passed. The main limitation of the use of solid desiccants is that they absorb only limited quantities of water. When the desiccant saturation point is reached, the solid desiccant must be replaced. Another limitation is that sometimes water cannot be removed from it.",Noun,Production Facilities,https://glossary.slb.com/en/terms/d/desiccant
desulfurize,To remove sulfur or sulfur compounds from an oil or gas stream.,Verb,Production Facilities,https://glossary.slb.com/en/terms/d/desulfurize
drip accumulator,A device used to collect water and heavy hydrocarbons that drop out of a gas stream in a pipeline.,Noun,Production Facilities,https://glossary.slb.com/en/terms/d/drip_accumulator
drip,A small vessel in a pipeline to receive water and heavy hydrocarbons that drop out of a gas stream. Drips are normally installed in the lower points of flow lines and must be blown periodically to remove liquids.,Noun,Production Facilities,https://glossary.slb.com/en/terms/d/drip
dry-bed dehydrator,"A device that removes water and water vapor from a gas stream using two or more beds of solid desiccants, such as silica gel or calcium chloride [CaCl2]. Wet gas is passed through the solid material, which absorbs the water, and then dry gas is collected at the top of the device. The main limitation of this device is that the solid desiccant absorbs only limited quantities of water. When the desiccant saturation point is reached, it must be replaced and sometimes water cannot be removed from it.",Noun,Production Facilities,https://glossary.slb.com/en/terms/d/dry-bed_dehydrator
dry bed,"A hygroscopic solid such as silica gel, calcium chloride [CaCl2] or other materials used in dry-bed dehydrators to absorb water and water vapor from a gas stream.",Noun,Production Facilities,https://glossary.slb.com/en/terms/d/dry_bed
dry oil,A treated oil that contains small amounts of basic sediments and water (BS&W). Dry oil is also called clean oil.,Noun,Production Facilities,https://glossary.slb.com/en/terms/d/dry_oil
downstream pipeline,A pipeline that receives natural gas or oil from another pipeline at some specific connection point.,Noun,Production Facilities,https://glossary.slb.com/en/terms/d/downstream_pipeline
roll a tank,"To agitate a tanks contents with gas or air injected through a roll line. This procedure is performed to settle out impurities or obtain a more homogeneous mixture of the chemicals added to oil, such as when chemicals used to break emulsions. The procedure is also used to mix chemicals before a stimulation treatment of an oil or gas well.",Verb,Production Facilities,https://glossary.slb.com/en/terms/r/roll_a_tank
roll line,"A thin, perforated pipe placed around the internal circumference of a tank. The purpose of the roll line is to agitate the contents of a tank.",Noun,Production Facilities,https://glossary.slb.com/en/terms/r/roll_line
raw natural gas,"Gas produced from the well, unprocessed natural gas or the inlet natural gas to a plant. The raw gas still contains natural gas liquids (condensate, natural gasoline and liquefied petroleum gas), water and some other impurities such as nitrogen, carbon dioxide, hydrogen sulfide and helium. The raw gas must be processed in a gas processing plant to make the gas commercial.",Noun,Production Facilities,https://glossary.slb.com/en/terms/r/raw_natural_gas
rich glycol,"In a glycol dehydrator, glycol that contains water released by wet gas while percolating upward in the absorber.",Noun,Production Facilities,https://glossary.slb.com/en/terms/r/rich_glycol
retention time,"The amount of time a liquid stays in a vessel. The retention time assures that equilibrium between the liquid and gas has been reached at separator pressure. The retention time in a separator is determined by dividing the liquid volume inside the vessel by the liquid flow rate. The retention time usually varies between 30 seconds and 3 minutes. If a foaming crude is present, the retention time could be increased by four times its normal values.",Noun,Production Facilities,https://glossary.slb.com/en/terms/r/retention_time
residence time,"Another term for retention time, the amount of time a liquid stays in a vessel. The retention time assures that equilibrium between the liquid and gas has been reached at separator pressure. The retention time in a separator is determined by dividing the liquid volume inside the vessel by the liquid flow rate. The retention time usually varies between 30 seconds and 3 minutes. If a foaming crude is present, the retention time could be increased by four times its normal values.",Noun,Production Facilities,https://glossary.slb.com/en/terms/r/residence_time
liquefied natural gas carrier,A sea vessel used to transport liquefied petroleum gas (LPG). The term is commonly abbreviated as LNGC.,Noun,Production Facilities,https://glossary.slb.com/en/terms/l/liquefied_natural_gas_carrier
lean glycol,"In a glycol dehydrator, glycol that has been boiled and no longer contains any water. When the glycol is lean, it can be pumped back to the absorber for reuse.",Noun,Production Facilities,https://glossary.slb.com/en/terms/l/lean_glycol
loose emulsion,An emulsion with large and widely distributed droplets. A loose emulsion can be easy to break.,Noun,Production Facilities,https://glossary.slb.com/en/terms/l/loose_emulsion
liquid desiccant,"A hygroscopic liquid used to remove water and water vapor from a gas stream. Some liquid desiccants are glycols (diethylene, triethylene and tetraethylene), which are substances that can be regenerated. Regeneration means that the water absorbed by these substances can be separated from them. Some liquid desiccants, such as methanol or ethylene, cannot be regenerated.",Noun,Production Facilities,https://glossary.slb.com/en/terms/l/liquid_desiccant
LNGC,"Abbreviation for liquefied natural gas carrier, which is a sea vessel used to transport liquefied petroleum gas (LPG).",Noun,Production Facilities,https://glossary.slb.com/en/terms/l/lngc
oil and gas separator,"A vessel that separates the well fluids into gas and total liquid. A two-phase separator can be horizontal, vertical or spherical. The liquid (oil, emulsion) leaves the vessel at the bottom through a level-control or dump valve. The gas leaves the vessel at the top, passing through a mist extractor to remove the small liquid droplets in the gas. Separators can be categorized according to their operating pressure. Low-pressure units handle pressures of 10 to 180 psi [69 to 1,241 kPa]. Medium-pressure separators operate from 230 to 700 psi [1,586 to 4,826 kPa]. High-pressure units handle pressures of 975 to 1,500 psi [6,722 to 10,342 kPa]. Gravity segregation is the main force that accomplishes the separation, which means the heaviest fluid settles to the bottom and the lightest fluid rises to the top. Additionally, inside the vessel, the degree of separation between gas and liquid will depend on the separator operating pressure, the residence time of the fluid mixture and the type of flow of the fluid. Turbulent flow allows more bubbles to escape than laminar flow.",Noun,Production Facilities,https://glossary.slb.com/en/terms/o/oil_and_gas_separator
pipeline capacity,"The quantity (volume) of oil and gas required to maintain a full pipeline. The static capacity of a pipeline is usually expressed as a volume per unit length (for example, bbl/ft). Nevertheless, the fluid volume passing through a pipeline in a specific time period will depend on initial pressure, flow characteristics, ground elevation, density and delivery pressure.",Noun,Production Facilities,https://glossary.slb.com/en/terms/p/pipeline_capacity
pipeline,A tube or system of tubes used for transporting crude oil and natural gas from the field or gathering system to the refinery.,Noun,Production Facilities,https://glossary.slb.com/en/terms/p/pipeline
pipeline oil,"Oil whose free water, sediment and emulsion content (BS&W) is sufficiently low to be acceptable for pipeline shipment.",Noun,Production Facilities,https://glossary.slb.com/en/terms/p/pipeline_oil
pipeline gas,"A sufficiently dry gas that will not drop out natural gas liquids (NGL) when entering the gas pipeline; also, gas with enough pressure to enter high-pressure gas pipelines.",Noun,Production Facilities,https://glossary.slb.com/en/terms/p/pipeline_gas
pipeline patrol,"An inspection of a pipeline to check for leaks, washouts or other abnormal conditions. A pipeline patrol is commonly performed using airplanes.",Noun,Production Facilities,https://glossary.slb.com/en/terms/p/pipeline_patrol
pressure storage tank,"A tank designed for storing volatile liquids such as gasoline and liquefied petroleum gases (LPG), which generate high internal pressures. A pressure storage tank is commonly spherical. Other types include spheroidal or hemispherical vessels. Some pressure storage tanks can support several hundred pounds per square inch of internal pressure. A pressure storage tank is also called a pressure-type tank.",Noun,Production Facilities,https://glossary.slb.com/en/terms/p/pressure_storage_tank
ultralarge crude carrier,"A supertanker with 500,000 deadweight tons of capacity or more. The term is commonly abbreviated as ULCC.",Noun,Production Facilities,https://glossary.slb.com/en/terms/u/ultralarge_crude_carrier
VLCC,Abbreviation for very large crude carrier.,Noun,Production Facilities,https://glossary.slb.com/en/terms/v/vlcc
vertical separator,"A vessel with its cylindrical axes perpendicular to the ground that is used to separate oil, gas and water from the production stream. The vessel can be a two-phase or three-phase separator.",Noun,Production Facilities,https://glossary.slb.com/en/terms/v/vertical_separator
very large crude carrier,"A supertanker with a capacity between 100,000 and 500,000 deadweight tons. The term is commonly abbreviated as VLCC.",Noun,Production Facilities,https://glossary.slb.com/en/terms/v/very_large_crude_carrier
wet gas,Natural gas that contains less methane (typically less than 85% methane) and more ethane and other more complex hydrocarbons.,Noun,Geology,https://glossary.slb.com/en/terms/w/wet_gas
adsorption,"The property of some solids and liquids to attract a liquid or a gas to their surfaces. Some solids, such as activated charcoal or silica gel, are used as surfaces of adhesion to gather liquid hydrocarbons from a natural gas stream. To complete the process, the solids are treated with steam to recover the liquid hydrocarbons.",Noun,Production Facilities,https://glossary.slb.com/en/terms/a/adsorption
absorption,"The conversion of one form of energy into another as the energy passes through a medium. For example, seismic waves are partially converted to heat as they pass through rock.",Noun,Geophysics,https://glossary.slb.com/en/terms/a/absorption
acid gas,A gas that can form acidic solutions when mixed with water. The most common acid gases are hydrogen sulfide (H2S) and carbon dioxide (CO2) gases. Both gases cause corrosion; hydrogen sulfide is extremely poisonous. Hydrogen sulfide and carbon dioxide gases are obtained after a sweetening process applied to a sour gas.,Noun,Production Facilities,https://glossary.slb.com/en/terms/a/acid_gas
as-delivered BTU,The number of BTUs in a cubic foot of natural gas. The natural gas heat energy (BTU) will depend mainly on its water content at the delivered pressure and temperature conditions.,Noun,Production Facilities,https://glossary.slb.com/en/terms/a/as-delivered_btu
absorption oil,A light liquid hydrocarbon used to absorb or remove the heavier liquid hydrocarbons from a wet gas stream. Absorption oil is also called wash oil.,Noun,Production Facilities,https://glossary.slb.com/en/terms/a/absorption_oil
stock tank,A storage tank for oil production after the oil has been treated.,Noun,Production Facilities,https://glossary.slb.com/en/terms/s/stock_tank
separator,"A cylindrical or spherical vessel used to separate oil, gas and water from the total fluid stream produced by a well. Separators can be either horizontal or vertical. Separators can be classified into two-phase and three-phase separators (commonly called free-water knockout). The two-phase type deals only with oil and gas, while the three-phase type handles oil, water and gas. Additionally, separators can be categorized according to their operating pressure. Low-pressure units handle pressures of 10 to 180 psi [69 to 1241 kPa]. Medium-pressure separators operate from 230 to 700 psi [1586 to 4826 kPa]. High-pressure units handle pressures of 975 to 1500 psi [6722 to 10,342 kPa]. Gravity segregation is the main force that accomplishes the separation, which means the heaviest fluid settles to the bottom and the lightest fluid rises to the top. Additionally, inside the vessel, the degree of separation between gas and liquid will depend on the separator operating pressure, the residence time of the fluid mixture and the type of flow of the fluid. Turbulent flow allows more bubbles to escape than laminar flow.",Noun,Production Facilities,https://glossary.slb.com/en/terms/s/separator
stock tank barrel,A measure of the volume of treated oil stored in stock tanks. A stock tank barrel is commonly abbreviated as STB.,Noun,Production Facilities,https://glossary.slb.com/en/terms/s/stock_tank_barrel
strapping tape,"A graduated tape use to measure, or strap, producing tanks. The measurements are used to generate a tank table, which describes tank capacity.",Noun,Production Facilities,https://glossary.slb.com/en/terms/s/strapping_tape
strap,To measure a running string or assembled components while running in or out of the wellbore.,Verb,Well Completions,https://glossary.slb.com/en/terms/s/strap
sweetening,"A process used to remove hydrogen sulfide [H2S] and carbon dioxide [CO2] from a gas stream. These components are removed because they can form acidic solutions when they contact water, which will cause corrosion problems in gas pipelines. In a sweetening process, different types of ethanolamine can be used, including monoethanolamine (MEA), diethanolamine (DEA), diglycolamine (DGA) and methyldiethanolamine (MDEA). Hydrogen sulfide and carbon dioxide are absorbed by the ethanolamine and sweet gas leaves at the top of the absorber. The ethanolamine is heated and acid gas (hydrogen sulfide and carbon dioxide gases) and water vapor are obtained. The water is removed while the acid gas can be flared or further treated in a sulfur recovery unit to separate out elemental sulfur. Finally, the lean ethanolamine is returned to the absorber.",Noun,Production Facilities,https://glossary.slb.com/en/terms/s/sweetening
synthetic natural gas,A gas obtained by heating coal or refining heavy hydrocarbons. Synthetic natural gas is abbreviated SNG.,Noun,Production Facilities,https://glossary.slb.com/en/terms/s/synthetic_natural_gas
surge tank,A vessel placed in a flowline through which liquids or gases are flowed to neutralize sudden pressure surges.,Noun,Production Facilities,https://glossary.slb.com/en/terms/s/surge_tank
spherical separator,"A ball-shaped vessel used for fluid separation. A spherical separator can be used for two-phase or three-phase separation purposes. Spherical separators are less efficient than either horizontal or vertical cylindrical separators and are seldom used. Nevertheless, their compact size and ease of transportation have made them suitable for crowded processing areas.",Noun,Production Facilities,https://glossary.slb.com/en/terms/s/spherical_separator
SNG,Abbreviation for synthetic natural gas,Noun,Production Facilities,https://glossary.slb.com/en/terms/s/sng
solid desiccant,"A solid, such as silica gel or calcium chloride [CaCl2], used in a gas-dehydration unit to remove water and moisture. The desiccants are placed as beds through which wet gas is passed. The main limitation of the use of solid desiccants is that they absorb only limited quantities of water. When the desiccant saturation point is reached, the solid desiccant must be replaced. Another limitation is that sometimes water cannot be removed from it.",Noun,Production Facilities,https://glossary.slb.com/en/terms/s/solid_desiccant
STB,Abbreviation for stock tank barrel.,Noun,Production Facilities,https://glossary.slb.com/en/terms/s/stb
spot sample,A sample of liquid or sediments obtained at a specific depth inside a tank using a thief or a bottle. Spot samples are analyzed to determine the gravity of the oil and BS&W content of the fluid in the tank.,Noun,Production Facilities,https://glossary.slb.com/en/terms/s/spot_sample
stage separation,"An operation in which the well stream is passed through two or more separators that are arranged in series. The first separator is called first-stage separator, the second separator is called second-stage separator and additional separators are named according to their position in the series. The operating pressures are sequentially reduced, so the highest pressure is found at the first separator and the lowest pressure at the final separator. The objective of stage separation is to maximize the hydrocarbon liquid recovery and to provide maximum stabilization to the resultant phases (liquid and gas) leaving the final separator. Stabilization means that considerable amounts of gas or liquid will not evolve from the final liquid and gas phases, respectively, in places such as stock tanks or gas pipelines. Additionally, stage separation reduces the horsepower required by a compressor, since the gas is fed at higher pressures.",Noun,Production Facilities,https://glossary.slb.com/en/terms/s/stage_separation
vapor recovery unit,"A system composed of a scrubber, a compressor and a switch. Its main purpose is to recover vapors formed inside completely sealed crude oil or condensate tanks. The switch detects pressure variations inside the tanks and turns the compressor on and off. The vapors are sucked through a scrubber, where the liquid trapped is returned to the liquid pipeline system or to the tanks, and the vapor recovered is pumped into gas lines.",Noun,Production Facilities,https://glossary.slb.com/en/terms/v/vapor_recovery_unit
Trans-Alaska Pipeline System,"An 800-mi [1,287-km], 48-in [122-cm] pipeline that transports more than 1 million barrels of oil from Deadhorse (near Prudhoe Bay) to Valdez, Alaska, USA. The Trans-Alaska Pipeline System was completed in 1977, and it is often abbreviated as TAPS.",Noun,Production Facilities,https://glossary.slb.com/en/terms/t/trans-alaska_pipeline_system
TAPS,Abbreviation for Trans-Alaska Pipeline System,Noun,Production Facilities,https://glossary.slb.com/en/terms/t/taps
test separator,"A vessel used to separate and meter relatively small quantities of oil and gas. Test separators can be two-phase or three-phase, or horizontal, vertical or spherical. They can also be permanent or portable. Test separators sometimes are equipped with different meters to determine oil, water and gas rates, which are important to diagnose well problems, evaluate production performance of individual wells and manage reserves properly. Test separators can also be called well testers or a well checkers.",Noun,Production Facilities,https://glossary.slb.com/en/terms/t/test_separator
two-phase separator,"A vessel that separates the well fluids into gas and total liquid. A two-phase separator can be horizontal, vertical or spherical. The liquid (oil, emulsion) leaves the vessel at the bottom through a level-control or dump valve. The gas leaves the vessel at the top, passing through a mist extractor to remove the small liquid droplets in the gas.",Noun,Production Facilities,https://glossary.slb.com/en/terms/t/two-phase_separator
treater,"A vessel used to treat oil-water emulsions so the oil can be accepted by the pipeline or transport. A treater can use several mechanisms. These include heat, gravity segregation, chemical additives and electric current to break emulsions. There are vertical and horizontal treaters. The main difference between them is the residence time, which is shorter in the vertical configuration compared with the horizontal one. A treater can be called a heater treater or an emulsion treater.",Noun,Production Facilities,https://glossary.slb.com/en/terms/t/treater
thief,A device that can be lowered into a tank to obtain samples (liquid or sediments) at different depths. The samples are analyzed to determine the gravity and BS&W content of the fluid into the tank.,Noun,Production Facilities,https://glossary.slb.com/en/terms/t/thief
