Term,Definition,Grammatical Label,Topic,URL
flake lost-circulation material,"A type of lost-circulation material that is thin and flat in shape, with a large surface area. Flake LCM can be prepared in various sizes. It should be insoluble and inert to the mud system in which it is used. Its purpose is to seal off fluid loss zones in a well and help stop lost circulation. Mica flakes and pieces of plastic (cellophane) sheeting are commonly used. Often, granular, flake and fiber LCMs will be mixed into one LCM pill and pumped into the zone where losses are occurring.",Noun,Drilling Fluids,https://glossary.slb.com/en/terms/f/flake_lost-circulation_material
flowline mud sample,A mud sample that exits directly out of the well from the annulus and is caught before it passes through the shale-shaker screens. A flowline mud sample contains drill cuttings entrained in the mud.,Noun,Drilling Fluids,https://glossary.slb.com/en/terms/f/flowline_mud_sample
flocculate,"The term used to describe what clays, polymers or other small charged particles do when they become attached and form a fragile structure, a floc. In dispersed clay slurries, flocculation occurs after mechanical agitation ceases and the dispersed clay platelets spontaneously form flocs because of attractions between negative face charges and positive edge charges.",Verb,Drilling Fluids,https://glossary.slb.com/en/terms/f/flocculate
flocculation,"A condition in which clays, polymers or other small charged particles become attached and form a fragile structure, a floc. In dispersed clay slurries, flocculation occurs after mechanical agitation ceases and the dispersed clay platelets spontaneously form flocs because of attractions between negative face charges and positive edge charges.",Noun,Drilling Fluids,https://glossary.slb.com/en/terms/f/flocculation
floc,A coagulated mass of particles in a liquid. Flocs can occur naturally but often are generated from a dispersed colloidal system to which a flocculant chemical has been added. Clay particles and polymers in water can be flocculated to form flocs.,Noun,Drilling Fluids,https://glossary.slb.com/en/terms/f/floc
fatty acid,"A type of organic acid derived from animal and vegetable fats and oils. Fatty acids are the raw materials used in the manufacture of many drilling-fluid additives, such as emulsifiers, oil-wetting agents and lubricants. Tall-oil fatty acids are distilled from conifer trees. Animal and vegetable fats and oils are triglycerides, which are hydrolyzed to give fatty acids (and glycerol). Fatty acids from animals are mostly saturated acids, having single bonds between carbon atoms. Tall oils and vegetable oils yield both saturated and unsaturated (double- and triple-bond) fatty acids.",Noun,Drilling Fluids,https://glossary.slb.com/en/terms/f/fatty_acid
fatty-acid soap,"A salt formed when a fatty acid reacts with a metal oxide or hydroxide. Fatty acids and lime, Ca(OH)2, form emulsifiers for oil muds. Fatty acids reacted with sodium hydroxide [NaOH] or potassium hydroxide [KOH] are laundry soaps, some used as foamers for air drilling. Fatty acids and aluminum hydroxide form soaps used as greases and as defoamer chemicals.",Noun,Drilling Fluids,https://glossary.slb.com/en/terms/f/fatty-acid_soap
flat gels,"The situation in which 10-second and 10-minute gel strengths for a drilling mud have similar values. Flat gels indicates that the mud will remain pumpable with time if left static in the hole. However, if gel values are too low, barite sag or solids settling is likely.",Noun,Drilling Fluids,https://glossary.slb.com/en/terms/f/flat_gels
filter loss,The volume of mud filtrate measured after 30 minutes in API static filtration tests. The volume and cake thickness are the two data points in the test.,Noun,Drilling Fluids,https://glossary.slb.com/en/terms/f/filter_loss
filter press,"A pressurized cell, fitted with a filter medium, used for evaluating filtration characteristics of a drilling fluid while it is either static or stirred (to simulate circulation) in the test cell. Generally, either low-pressure, low-temperature or high-pressure, high-temperature devices are used.",Noun,Drilling Fluids,https://glossary.slb.com/en/terms/f/filter_press
filter media,Plural of filter medium.,Noun,Drilling Fluids,https://glossary.slb.com/en/terms/f/filter_media
filter medium,"A permeable material used in a filtration device through which filtrate passes and on which the filter cake is deposited, commonly a specifically designed filter paper or permeable disk used in a static filter press that meets API standards. The filter medium can be the cylindrical, permeable core or disk used in a dynamic filtration test or permeable rock downhole on which a filter cake is deposited in a wellbore.",Noun,Drilling Fluids,https://glossary.slb.com/en/terms/f/filter_medium
filtrate tracer,"A chemical or isotopic marker that is uniformly distributed in the continuous phase of a drilling, coring, drill-in or completion fluid and used to later identify the filtrate in cores or in fluids sampled from permeable strata. A tracer must become a part of the filtrate, remaining in true solution and moving with the filtrate into permeable zones. It must not be a component in the strata that is expected to migrate, be adsorbed on clays, or degraded. It should be measurable in trace amounts and safe to handle.",Noun,Drilling Fluids,https://glossary.slb.com/en/terms/f/filtrate_tracer
filtration tester,"Equipment used to measure filtration under dynamic conditions. Two commercial dynamic-filtration testers are available, one of which uses a thick-walled cylinder with rock-like characteristics as the filter medium to simulate radial flow into a wellbore. The other tester uses flat porous disks, such as paper or fused ceramic plates, as filter media. In a dynamic test, filter cake is continually eroded and deposited. Data from this test include a steady-state filtration rate measured during the test, and cake thickness, cake quality and return permeability of the filter medium measured at the conclusion of a test. There is no API standardized test equipment or procedure.",Noun,Drilling Fluids,https://glossary.slb.com/en/terms/f/filtration_tester
filtrate volume,The volume of mud filtrate measured after 30 minutes in API static filtration tests. The volume and cake thickness are the two data points in the test.,Noun,Drilling Fluids,https://glossary.slb.com/en/terms/f/filtrate_volume
fill cement,A cement system used to provide zonal isolation across generally nonproductive zones located above the zones of interest. The fill cement is also called the lead cement.,Noun,Drilling Fluids,https://glossary.slb.com/en/terms/f/fill_cement
Fann viscometer,"Also known as direct-indicating viscometer or V-G meter, an instrument used to measure viscosity and gel strength of drilling mud. The direct-indicating viscometer is a rotational cylinder and bob instrument. Two speeds of rotation, 300 and 600 rpm, are available in all instruments, but some are 6- or variable-speed. It is called ""direct-indicating"" because, at a given speed, the dial reading is a true centipoise viscosity. For example, at 300 rpm, the dial reading (511 sec–1) is a true viscosity.",Noun,Drilling Fluids,https://glossary.slb.com/en/terms/f/fann_viscometer
film-forming amine,"Also known as quaternary amine, a cationic amine salt in which the nitrogen atom has four groups bonded to it and carries a positive charge. Quaternary amines are used as oil-wetting agents, corrosion and shale inhibitors and bactericides.",Noun,Drilling Fluids,https://glossary.slb.com/en/terms/f/film-forming_amine
filtration test cell,"A pressurized cell, fitted with a filter medium, used for evaluating filtration characteristics of a drilling fluid while it is either static or stirred (to simulate circulation) in the test cell. Generally, either low-pressure, low-temperature or high-pressure, high-temperature devices are used.",Noun,Drilling Fluids,https://glossary.slb.com/en/terms/f/filtration_test_cell
filter cell,"A pressurized cell, fitted with a filter medium, used for evaluating filtration characteristics of a drilling fluid while it is either static or stirred (to simulate circulation) in the test cell. Generally, either low-pressure, low-temperature or high-pressure, high-temperature devices are used.",Noun,Drilling Fluids,https://glossary.slb.com/en/terms/f/filter_cell
ferro-chrome lignosulfonate,A popular type of deflocculant that contains iron and chromium salts.,Noun,Drilling Fluids,https://glossary.slb.com/en/terms/f/ferro-chrome_lignosulfonate
filtercake,"The residue deposited on a permeable medium when a slurry, such as a drilling fluid, is forced against the medium under a pressure. Filtrate is the liquid that passes through the medium, leaving the cake on the medium. Drilling muds are tested to determine filtration rate and filtercake properties. Cake properties such as cake thickness, toughness, slickness and permeability are important because the cake that forms on permeable zones in the wellbore can cause stuck pipe and other drilling problems. Reduced oil and gas production can result from reservoir damage when a poor filtercake allows deep filtrate invasion. A certain degree of cake buildup is desirable to isolate formations from drilling fluids. In openhole completions in high-angle or horizontal holes, the formation of an external filtercake is preferable to a cake that forms partly inside the formation. The latter has a higher potential for formation damage.",Noun,Drilling Fluids,https://glossary.slb.com/en/terms/f/filtercake
funnel viscosity,"Time, in seconds for one quart of mud to flow through a Marsh funnel. This is not a true viscosity, but serves as a qualitative measure of how thick the mud sample is. The funnel viscosity is useful only for relative comparisons.",Noun,Drilling Fluids,https://glossary.slb.com/en/terms/f/funnel_viscosity
filtrate,"The liquid that passes through a filter cake from a slurry held against the filter medium, driven by differential pressure. Dynamic or static filtration can produce a filtrate.",Noun,Drilling Fluids,https://glossary.slb.com/en/terms/f/filtrate
filtration,The process of separating components of a slurry by leaving the suspended solids as filter cake on a filter medium while the liquid passes through. The process can be either static or dynamic.,Noun,Drilling Fluids,https://glossary.slb.com/en/terms/f/filtration
fiber LCM,"A type of lost circulation material (LCM) that is long, slender and flexible and occurs in various sizes and lengths of fiber. Fiber LCM is added to mud and placed downhole to help retard mud loss into fractures or highly permeable zones. Ideally, fiber LCM should be insoluble and inert to the mud system in which it is used. Examples are cedar bark, shredded cane stalks, mineral fiber and hair. Often, granular, flake and fiber LCMs are mixed together into an LCM pill and pumped into the well next to the zone of fluid loss to seal the formation that is taking mud from the system.",Noun,Drilling Fluids,https://glossary.slb.com/en/terms/f/fiber_lcm
fluid-loss additive,A group of mud additives specifically designed to lower the volume of filtrate that passes through a filter medium. Specific materials are available for all types of water- and oil-base mud systems and are evaluated in static filtration tests or in various dynamic filtration tests.,Noun,Drilling Fluids,https://glossary.slb.com/en/terms/f/fluid-loss_additive
free fluid,"Fluid in the pore space that can flow under normal reservoir conditions. This fluid may include water, oil or gas, and will flow on production, injection or invasion. When the term is used in connection with nuclear magnetic resonance measurements, it refers to the signal that occurs above a certain cutoff, typically 33 ms in sandstones and 100 ms in carbonates. The source of this signal is free water and oil with a viscosity below about 60 cp in sandstones, and 30 cp in carbonates. Note that, contrary to the sense of ""free,"" this oil may or may not be residual under normal reservoir conditions.",Noun,Formation Evaluation,https://glossary.slb.com/en/terms/f/free_fluid
fluid loss,"The leakage of the liquid phase of drilling fluid, slurry or treatment fluid containing solid particles into the formation matrix. The resulting buildup of solid material or filter cake may be undesirable, as may the penetration of filtrate through the formation. Fluid-loss additives are used to control the process and avoid potential reservoir damage.",Noun,Drilling Fluids,https://glossary.slb.com/en/terms/f/fluid_loss
formate,"A class of salts made from neutralization of formic acid with a metal hydroxide or oxide. Three alkali-metal formates are used in drilling, drill-in and completion fluids, (1) sodium formate, HCOO-Na+, (2) potassium formate, HCOO-K+ and (3) cesium formate, HCOO-Cs+. Clear solutions of each can reach densities of 1.32, 1.58 and 2.4 g/cm3, respectively. They are near neutral pH and meet HSE standards. Most formates can be mixed together over broad ranges of concentration or temperature without solubility or crystallization problems.",Noun,Drilling Fluids,https://glossary.slb.com/en/terms/f/formate
formation damage,"Alteration of the far-field or virgin characteristics of a producing formation, usually by exposure to drilling fluids. The water or solid particles in the drilling fluids, or both, tend to decrease the pore volume and effective permeability of the producible formation in the near-wellbore region. At least two mechanisms are at work. First, solid particles from the drilling fluid physically plug or bridge across flowpaths in the porous formation. Second, when water contacts certain clay minerals in the formation, the clay typically swells, increasing in volume and decreasing the pore volume. Third, chemical reactions between the drilling fluid and the formation rock and fluids can precipitate solids or semisolids that plug pore spaces. One approach to minimize formation damage is to use drill-in or completion fluids that are specially formulated to avoid damage to the formation when drilling pay zones, rather than ordinary drilling fluids.",Noun,Drilling,https://glossary.slb.com/en/terms/f/formation_damage
fluid-loss control,"The act or means of controlling (usually lowering) the volume of filtrate that passes through a filter medium. Control of fluid loss for a mud is achieved by several means, one of which is by addition of fluid-loss-control materials to the mud system. Another is to change the mud chemistry to make the materials already present work better. Adding a clay deflocculant to freshwater mud typically improves fluid-loss control.",Noun,Drilling Fluids,https://glossary.slb.com/en/terms/f/fluid-loss_control
fluid-loss-control material,A group of mud additives specifically designed to lower the volume of filtrate that passes through a filter medium. Specific materials are available for all types of water- and oil-base mud systems and are evaluated in static filtration tests or in various dynamic filtration tests.,Noun,Drilling Fluids,https://glossary.slb.com/en/terms/f/fluid-loss-control_material
formaldehyde,"The simplest aldehyde, having the formula HCHO. Formaldehyde is used in aqueous solutions as a preservative. In muds, paraformaldehyde is added to protect against bacterial attack. The formaldehyde test determines the paraformaldehyde (bactericide) content of a drilling fluid by a P-alkalinity titration of a sulfite-oxidized mud filtrate.",Noun,Drilling Fluids,https://glossary.slb.com/en/terms/f/formaldehyde
foam breaker,"A mud additive used to lower interfacial tension so that trapped gas will readily escape from mud. Mechanical degassing equipment is commonly used along with defoamer. Octyl alcohol, aluminum stearate, various glycols, silicones and sulfonated hydrocarbons are used as defoamers.",Noun,Drilling Fluids,https://glossary.slb.com/en/terms/f/foam_breaker
fly ash,The noncombustible residue from the burning of pulverized coal. Fly ash is pozzolanic and is frequently used to replace a portion of the cement and reduce its density.,Noun,Drilling Fluids,https://glossary.slb.com/en/terms/f/fly_ash
foaming agent,"An additive used in preparation of foam used as a drilling fluid. Drilling foam is water containing air or gas bubbles, much like shaving foam, and it must withstand high salinity, hard water, solids, entrained oil and high temperature. Foaming agents are usually nonionic surfactants and contain polymeric materials.",Noun,Drilling Fluids,https://glossary.slb.com/en/terms/f/foaming_agent
foamed cement,"A homogeneous, ultralightweight cement system consisting of base cement slurry, gas (usually nitrogen) and surfactants. Foamed cements are commonly used to cement wells that penetrate weak rocks or formations with low formation-fracture gradients.",Noun,Drilling Fluids,https://glossary.slb.com/en/terms/f/foamed_cement
fluid caliper,"A wellbore survey in which the annular volume of a hole is mathematically calculated with a flowmeter and a marker. The drilling fluid in the hole is used as an analog to determine the amount of cement needed to circulate back to surface. It does not affect drilling fluid density or weight and can be surveyed while drilling. A fluid caliper can be run on any string to any depth. It can be run with circulation loss, but not with entirely lost returns.",Noun,Drilling Fluids,https://glossary.slb.com/en/terms/f/fluid_caliper
filter cake,"The residue deposited on a permeable medium when a slurry, such as a drilling fluid, is forced against the medium under a pressure. Filtrate is the liquid that passes through the medium, leaving the cake on the medium. Drilling muds are tested to determine filtration rate and filter-cake properties. Cake properties such as cake thickness, toughness, slickness and permeability are important because the cake that forms on permeable zones in the wellbore can cause stuck pipe and other drilling problems. Reduced oil and gas production can result from reservoir damage when a poor filter cake allows deep filtrate invasion. A certain degree of cake buildup is desirable to isolate formations from drilling fluids. In openhole completions in high-angle or horizontal holes, the formation of an external filter cake is preferable to a cake that forms partly inside the formation. The latter has a higher potential for formation damage.",Noun,Drilling Fluids,https://glossary.slb.com/en/terms/f/filter_cake
filter-cake quality,"A subjective description of a filter cake, especially its toughness, slickness and hardness. A mud engineer makes these observations, which are recorded on the mud report along with filtrate volume and cake thickness. With increasing experience, the engineer's observations can become less subjective.",Noun,Drilling Fluids,https://glossary.slb.com/en/terms/f/filter-cake_quality
fiber lost-circulation material,"A type of lost circulation material (LCM) that is long, slender and flexible and occurs in various sizes and lengths of fiber. Fiber LCM is added to mud and placed downhole to help retard mud loss into fractures or highly permeable zones. Ideally, fiber LCM should be insoluble and inert to the mud system in which it is used. Examples are cedar bark, shredded cane stalks, mineral fiber and hair. Often, granular, flake and fiber LCMs are mixed together into an LCM pill and pumped into the well next to the zone of fluid loss to seal the formation that is taking mud from the system.",Noun,Drilling Fluids,https://glossary.slb.com/en/terms/f/fiber_lost-circulation_material
gyp mud,"A calcium-based water mud system containing gypsum. Gyp mud can be used for drilling shales, but it is also well-suited for drilling gypsum, anhydrite and salt stringers. An advantage of gyp over lime muds is that the pH of gyp mud need not be so high because it contains more soluble Ca+2 to inhibit shale swelling. Gypsum, CaSO4·2H2O, content is measured by an API test, and more can be added as needed. A calcium-tolerant clay deflocculant may be needed to control viscosity. Carboxymethylcellulose (CMC) and starch are used for fluid loss control along with a small amount of prehydrated bentonite.",Noun,Drilling Fluids,https://glossary.slb.com/en/terms/g/gyp_mud
gel,The term used by drilling rig personnel to refer to bentonite clay.,Noun,Drilling Fluids,https://glossary.slb.com/en/terms/g/gel
gel strength,"The shear stress measured at low shear rate after a mud has set quiescently for a period of time (10 seconds and 10 minutes in the standard API procedure, although measurements after 30 minutes or 16 hours may also be made).",Noun,Drilling Fluids,https://glossary.slb.com/en/terms/g/gel_strength
gelled-up mud,"A mud that is excessively viscous, having high gel strengths and high yield point. A gelled-up mud may not be pumpable without exceeding limits on pump pressure. Often caused by excessive solids content, especially colloidal solids, or, in the case of oil or synthetic muds, by low temperature.",Noun,Drilling Fluids,https://glossary.slb.com/en/terms/g/gelled-up_mud
gelation,"The process of a mud becoming ""gelled-up"" or developing high gel strength.",Noun,Drilling Fluids,https://glossary.slb.com/en/terms/g/gelation
gels,"Jargon referring to the two gel-strength values for a mud. The 10-second and 10-minute ""gels,"" often written as one number over the other. For example, 6/16 means 6 lb/100 ft2 and is 10-second gel, and 16 lb/100 ft2 is the 10-minute gel.",Noun,Drilling Fluids,https://glossary.slb.com/en/terms/g/gels
gelled mud,"A mud that is excessively viscous, having high gel strengths and high yield point. A gelled-up mud may not be pumpable without exceeding limits on pump pressure. Often caused by excessive solids content, especially colloidal solids, or, in the case of oil or synthetic muds, by low temperature.",Noun,Drilling Fluids,https://glossary.slb.com/en/terms/g/gelled_mud
gas migration,A generic term referring to all possible routes for annular gas entry and propagation through and around the cement sheath. Gas migration is also known as annular gas flow.,Noun,Drilling Fluids,https://glossary.slb.com/en/terms/g/gas_migration
Garrett Gas Train,"An instrument used for quantitative analyses of sulfides and carbonates. Specific test methods have been published by API. The oil-mud procedure analyzes active sulfides and uses whole mud samples, whereas the water-base drilling fluid procedure tests filtrate. The Garrett Gas Train (GGT) unit is a clear, plastic block (2.5 in x 4 in x 6 in) that contains three interconnected chambers. A carrier gas is used to flow an inert gas through the chambers. The sample is placed in chamber #1 and is acidified to release sulfides as H2S and carbonates as CO2. The appropriate Dräger tube is used to measure the effluent gas that is evolved from the sample. The device is named after Bob Garrett, who invented it while at Exxon Production Research.

References",Noun,Drilling Fluids,https://glossary.slb.com/en/terms/g/garrett_gas_train
galena,"The mineral form of lead sulfide, PbS, and the most common ore for lead smelting. In drilling muds, powdered galena has been used, although rarely, to construct extremely high density (kill-weight) muds by taking advantage of its 7.5 g/cm3 density.",Noun,Drilling Fluids,https://glossary.slb.com/en/terms/g/galena
greasing out,"The action in which mud particles (barite) become coated with an oily substance that causes the particles to agglomerate. This can cause barite settlement or removal by shaker screens. The problem can occur when mud additives, such as fatty-acid soaps or mud lubricants, are incompatible with the mud system or react adversely to contaminating ions.",Noun,Drilling Fluids,https://glossary.slb.com/en/terms/g/greasing_out
gas hydrate,"An unusual occurrence of hydrocarbon in which molecules of natural gas, typically methane, are trapped in ice molecules. More generally, hydrates are compounds in which gas molecules are trapped within a crystal structure. Hydrates form in cold climates, such as permafrost zones and in deep water. To date, economic liberation of hydrocarbon gases from hydrates has not occurred, but hydrates contain quantities of hydrocarbons that could be of great economic significance. Hydrates can affect seismic data by creating a reflection or multiple.",Noun,Geology,https://glossary.slb.com/en/terms/g/gas_hydrate
grind,"The fineness to which cement is ground. Grind also may refer to a specific production of cement, such as the lot number.",Noun,Drilling Fluids,https://glossary.slb.com/en/terms/g/grind
gun the pits,"To strongly agitate the mud pits, particularly on bottom and in corners, with the mud guns. Gunning the pits lifts settled barite, which can result in sudden, perhaps undesirable, increase in mud density in the pits.",Verb,Drilling Fluids,https://glossary.slb.com/en/terms/g/gun_the_pits
gumbo,"A generic term for soft, sticky, swelling clay formations that are frequently encountered in surface holes offshore or in sedimentary basins onshore near seas. This clay fouls drilling tools and plugs piping, both severe problems for drilling crews.",Noun,Drilling,https://glossary.slb.com/en/terms/g/gumbo
gunk plug,"A slurry that consists of bentonite, cement or polymers mixed into an oil; bentonite in diesel oil is commonly used as a gunk plug. A small batch of the slurry is pumped down a well that has lost circulation to seal the leaky zone. The gunk plug may or may not be squeezed by pressure into the zone. Water downhole interacts with the bentonite, cement or polymers to make a sticky gunk.",Noun,Drilling Fluids,https://glossary.slb.com/en/terms/g/gunk_plug
gunk squeeze,"The operation of squeezing a gunk plug into a zone of lost circulation. When spotted next to the zone, the annular blowout preventers are closed and pressure is applied by further pumping to force the gunk into the loss zone.",Noun,Drilling Fluids,https://glossary.slb.com/en/terms/g/gunk_squeeze
GGT,"An instrument used for quantitative analyses of sulfides and carbonates. Specific test methods have been published by API. The oil-mud procedure analyzes active sulfides and uses whole mud samples, whereas the water-base drilling fluid procedure tests filtrate. The GGT unit is a clear, plastic block (2.5 in x 4 in x 6 in) that contains three interconnected chambers. A carrier gas is used to flow an inert gas through the chambers. The sample is placed in chamber #1 and is acidified to release sulfides as H2S and carbonates as CO2. The appropriate Dräger tube is used to measure the effluent gas that is evolved from the sample. The device is named after Bob Garrett, who invented it while at Exxon Production Research.",Noun,Drilling Fluids,https://glossary.slb.com/en/terms/g/ggt
